Rk,Player,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,School
14.0,Aidan Crotty,G,5,0,2.4,0.6,1.0,0.6,0.4,0.6,0.667,0.2,0.4,0.5,0.8,0.0,0.0,,0.2,0.0,0.2,0.2,0.0,0.0,0.2,0.4,1.6,,Fordham
15.0,Jameson O'Toole,G,7,0,3.4,0.3,1.1,0.25,0.1,0.7,0.2,0.1,0.4,0.333,0.313,0.3,0.3,1.0,0.1,0.7,0.9,0.4,0.1,0.0,0.3,0.1,1.0,,Fordham
16.0,Max Miller,G,6,0,2.3,0.0,0.8,0.0,0.0,0.8,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.2,0.2,0.2,0.3,0.0,0.3,0.0,0.0,,Fordham
,Team Totals,,27,27,200.9,26.8,60.5,0.442,6.7,23.0,0.293,20.0,37.5,0.535,0.498,10.1,14.7,0.69,12.9,26.4,39.3,14.5,7.2,2.3,11.6,15.4,70.4,,Fordham
1.0,Jake Heidbreder,G,24,24,36.9,5.4,12.8,0.419,2.3,7.2,0.326,3.0,5.7,0.537,0.51,4.4,4.9,0.898,0.5,2.2,2.7,2.3,1.4,0.1,2.2,1.8,17.5,,Fresno State
2.0,DeShawn Gory,F,26,26,27.5,5.1,10.5,0.484,0.9,3.2,0.28,4.2,7.3,0.571,0.526,1.9,2.8,0.671,1.0,4.6,5.6,1.9,0.8,0.2,1.3,1.6,12.9,,Fresno State
3.0,Zaon Collins,G,24,22,31.2,4.4,9.6,0.461,0.7,2.3,0.315,3.7,7.3,0.506,0.498,2.4,3.5,0.699,0.7,2.8,3.5,4.7,2.0,0.0,2.9,2.2,12.0,,Fresno State
4.0,Wilson Jacques,C,26,26,26.4,3.1,6.0,0.513,0.0,0.2,0.25,3.0,5.8,0.52,0.516,1.9,2.5,0.758,2.9,5.7,8.6,1.2,1.0,0.7,1.5,2.8,8.1,,Fresno State
5.0,David Douglas Jr.,G,18,8,17.8,2.2,5.1,0.424,1.6,4.1,0.397,0.6,1.1,0.526,0.582,1.3,1.8,0.719,0.3,1.2,1.4,0.2,0.3,0.1,0.6,1.3,7.2,,Fresno State
6.0,Jac Mani,F,22,0,11.5,2.0,4.5,0.434,0.5,1.9,0.262,1.5,2.6,0.561,0.49,1.4,1.9,0.732,0.8,1.7,2.5,0.3,0.2,0.1,1.0,1.7,5.8,,Fresno State
7.0,Cameron Faas,G,26,14,18.1,1.8,4.7,0.377,1.3,3.8,0.354,0.4,0.9,0.478,0.52,0.3,0.3,1.0,0.6,1.6,2.2,0.3,0.4,0.1,0.5,1.8,5.2,,Fresno State
8.0,Bastien Rieber,G,26,3,13.4,1.1,2.5,0.431,0.5,1.4,0.389,0.5,1.1,0.483,0.538,1.4,2.0,0.725,0.3,0.7,1.0,1.1,0.2,0.0,0.9,1.8,4.1,,Fresno State
9.0,DJ Stickman,G,21,1,14.4,1.1,2.0,0.558,0.2,0.4,0.444,1.0,1.6,0.588,0.605,1.0,1.4,0.724,0.4,2.1,2.5,1.3,1.0,0.1,1.2,1.3,3.5,,Fresno State
10.0,Gasper Kocevar,C,21,2,12.8,1.0,1.8,0.568,0.1,0.3,0.5,0.9,1.5,0.581,0.608,0.8,1.6,0.515,0.8,1.4,2.1,0.8,0.4,0.3,0.6,1.1,3.0,,Fresno State
11.0,Aram Soqui Urbano,G,8,2,9.6,0.8,2.4,0.316,0.5,1.8,0.286,0.3,0.6,0.4,0.421,0.5,0.8,0.667,0.0,0.5,0.5,0.1,0.1,0.0,0.0,1.0,2.5,,Fresno State
12.0,Makhan Diouf,F,16,2,5.1,0.3,1.3,0.2,0.0,0.6,0.0,0.3,0.6,0.4,0.2,0.2,0.3,0.75,0.4,1.1,1.5,0.2,0.1,0.4,0.8,0.7,0.7,,Fresno State
13.0,Matteo Porto,F,11,0,3.5,0.1,1.1,0.083,0.0,0.8,0.0,0.1,0.3,0.333,0.083,0.4,0.6,0.571,0.0,0.2,0.2,0.0,0.0,0.0,0.3,0.3,0.5,,Fresno State
14.0,Troy Jenkins,G,2,0,3.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,,Fresno State
,Team Totals,,26,26,200.0,25.3,56.8,0.446,7.6,23.5,0.322,17.8,33.3,0.533,0.513,15.8,21.2,0.744,9.9,24.9,34.8,13.3,7.2,2.0,13.1,17.0,74.0,,Fresno State
1.0,Alex Wilkins,G,28,28,30.0,6.3,13.8,0.456,1.8,5.8,0.302,4.5,8.0,0.567,0.519,3.5,4.3,0.817,0.3,1.8,2.1,5.0,0.8,0.1,3.9,2.8,17.8,,Furman
2.0,Asa Thomas,F,21,16,29.1,4.4,10.8,0.41,3.2,8.3,0.383,1.2,2.5,0.5,0.557,1.6,2.0,0.767,0.5,3.8,4.3,2.2,0.4,0.5,0.6,1.4,13.6,,Furman
3.0,Cooper Bowser,F,18,17,30.3,5.7,7.3,0.786,0.0,0.0,,5.7,7.3,0.786,0.786,2.0,3.2,0.632,1.9,4.1,6.1,1.9,0.7,1.2,1.3,2.2,13.4,,Furman
4.0,Charles Johnston,F,28,28,29.3,3.8,7.9,0.477,1.3,4.4,0.287,2.5,3.6,0.71,0.556,1.3,2.0,0.661,2.4,7.0,9.4,1.8,0.9,0.7,1.6,2.5,10.1,,Furman
5.0,Ben VanderWal,F,27,27,29.4,3.3,4.9,0.672,0.1,0.3,0.222,3.2,4.5,0.705,0.679,1.4,3.1,0.435,2.3,3.7,5.9,2.4,0.9,0.6,1.1,2.4,8.0,,Furman
6.0,Tom House,G,26,15,25.2,2.5,7.2,0.349,1.6,5.3,0.299,0.9,1.9,0.49,0.46,1.4,1.8,0.804,0.4,2.5,2.9,1.7,0.5,0.1,0.9,0.8,8.0,,Furman
7.0,Cole Bowser,G,13,6,24.4,2.0,4.2,0.481,0.7,2.1,0.333,1.3,2.1,0.63,0.565,0.9,1.1,0.857,1.6,4.1,5.7,0.8,0.5,0.2,1.2,2.5,5.6,,Furman
8.0,Eddrin Bronson,G,27,3,18.4,1.7,4.7,0.367,0.9,3.0,0.288,0.9,1.8,0.5,0.457,0.9,1.3,0.657,0.4,1.3,1.7,1.2,0.4,0.4,1.2,1.2,5.2,,Furman
9.0,Abijah Franklin,G,17,0,12.2,1.7,4.6,0.367,0.6,2.1,0.278,1.1,2.5,0.442,0.43,1.1,1.6,0.643,1.2,1.1,2.2,1.0,0.6,0.1,0.9,1.3,5.1,,Furman
10.0,Mason Smith,F,7,0,9.6,1.0,3.0,0.333,0.6,2.3,0.25,0.4,0.7,0.6,0.429,0.4,0.6,0.75,1.0,3.6,4.6,0.1,0.0,0.0,0.4,1.0,3.0,,Furman
11.0,Collin O'Neal,G,17,0,10.4,1.0,2.6,0.386,0.6,1.6,0.37,0.4,1.0,0.412,0.5,0.4,0.6,0.6,0.6,0.7,1.4,0.5,0.3,0.1,0.6,1.1,2.9,,Furman
12.0,Gunnar Lewis,G,3,0,3.3,0.7,0.7,1.0,0.3,0.3,1.0,0.3,0.3,1.0,1.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,,Furman
13.0,Owen Ritger,F,17,0,7.6,0.7,1.4,0.5,0.1,0.3,0.2,0.6,1.1,0.579,0.521,0.2,0.5,0.5,0.5,0.6,1.1,0.4,0.0,0.1,0.4,0.4,1.7,,Furman
14.0,Thomas Tillman,F,4,0,1.5,0.5,1.0,0.5,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,Furman
,Team Totals,,28,28,202.7,27.6,58.5,0.472,9.0,28.5,0.315,18.6,30.0,0.62,0.549,12.3,18.1,0.677,11.2,27.5,38.7,16.3,4.9,3.4,12.3,15.0,76.5,,Furman
1.0,Jacob Hogarth,F,29,26,24.6,4.2,7.8,0.542,0.2,0.5,0.429,4.0,7.3,0.549,0.555,2.4,3.5,0.696,2.1,4.9,6.9,1.1,0.6,0.7,2.4,2.6,11.1,,Gardner-Webb
2.0,Jacob Hudson,G,25,13,25.8,3.6,7.8,0.462,0.4,1.5,0.289,3.2,6.3,0.503,0.49,2.4,3.8,0.632,1.4,2.6,4.0,1.8,1.3,0.4,1.6,1.0,10.0,,Gardner-Webb
3.0,Spence Sims,G,28,15,24.6,3.5,7.6,0.462,2.1,4.9,0.434,1.4,2.7,0.513,0.601,0.7,0.9,0.833,0.3,1.7,1.9,0.9,0.4,0.0,1.6,1.8,9.8,,Gardner-Webb
4.0,Colin Hawkins,G,27,27,28.0,3.4,7.7,0.444,0.4,1.4,0.256,3.0,6.2,0.488,0.469,1.6,2.7,0.595,0.7,1.1,1.8,2.1,1.1,0.0,2.2,1.6,8.8,,Gardner-Webb
5.0,D.J. Jefferson,G,25,3,16.6,2.7,6.5,0.42,1.2,3.4,0.341,1.6,3.1,0.506,0.509,0.9,1.4,0.629,0.4,2.1,2.5,0.4,0.6,0.4,1.4,1.0,7.5,,Gardner-Webb
6.0,Julius Clark,G,8,4,17.1,2.3,4.6,0.486,0.4,1.6,0.231,1.9,3.0,0.625,0.527,2.4,3.3,0.731,0.5,1.5,2.0,0.5,0.3,0.3,0.6,1.9,7.3,,Gardner-Webb
7.0,Aaron Talbert,G,28,26,25.0,2.5,6.9,0.358,1.2,4.5,0.262,1.3,2.4,0.537,0.443,0.9,1.4,0.6,0.1,1.8,1.9,1.4,1.2,0.0,0.9,2.2,7.0,,Gardner-Webb
8.0,Curtis Williams,G,25,22,21.8,2.3,6.2,0.372,0.8,2.9,0.278,1.5,3.4,0.452,0.436,1.2,1.8,0.689,0.8,2.2,3.0,0.7,0.6,0.3,0.9,3.0,6.7,,Gardner-Webb
9.0,Jamias Ferere,G,28,5,15.4,2.0,4.9,0.416,0.3,1.0,0.241,1.8,3.9,0.463,0.442,1.4,1.7,0.792,0.7,2.0,2.7,0.6,0.3,0.3,1.3,1.3,5.7,,Gardner-Webb
10.0,NaVuan Peterson,F,23,4,13.5,1.1,3.3,0.342,0.7,2.3,0.278,0.5,1.0,0.5,0.441,0.5,0.6,0.846,0.7,1.6,2.3,1.0,0.3,0.3,0.5,1.5,3.4,,Gardner-Webb
11.0,Riek Riek,F,23,0,10.2,0.6,1.5,0.382,0.2,0.9,0.238,0.3,0.6,0.615,0.456,0.2,0.3,0.667,0.3,0.9,1.2,0.5,0.1,0.1,0.7,2.0,1.5,,Gardner-Webb
12.0,Bo Barber,G,16,0,8.6,0.3,0.9,0.286,0.0,0.4,0.0,0.3,0.4,0.571,0.286,0.6,0.7,0.909,0.1,0.6,0.6,0.8,0.4,0.0,0.8,1.1,1.1,,Gardner-Webb
13.0,Ahmadou Ndiaye,G,10,0,4.5,0.1,0.5,0.2,0.1,0.2,0.5,0.0,0.3,0.0,0.3,0.0,0.1,0.0,0.2,0.5,0.7,0.1,0.1,0.1,0.8,1.6,0.3,,Gardner-Webb
14.0,Cameron Gales,G,10,0,1.9,0.1,0.7,0.143,0.1,0.4,0.25,0.0,0.3,0.0,0.214,0.0,0.0,,0.0,0.2,0.2,0.1,0.0,0.0,0.1,0.0,0.3,,Gardner-Webb
15.0,Paul Lindberg,G,8,0,1.8,0.1,0.8,0.167,0.0,0.1,0.0,0.1,0.6,0.2,0.167,0.0,0.0,,0.1,0.4,0.5,0.1,0.0,0.3,0.0,0.3,0.3,,Gardner-Webb
16.0,Isaiah Hicks,G,4,0,2.0,0.0,1.0,0.0,0.0,0.8,0.0,0.0,0.3,0.0,0.0,0.0,0.0,,0.0,0.5,0.5,0.5,0.0,0.0,0.3,0.3,0.0,,Gardner-Webb
,Team Totals,,29,29,200.0,24.8,57.7,0.43,6.9,22.2,0.311,17.9,35.4,0.505,0.49,12.2,17.9,0.681,8.6,22.2,30.7,10.3,6.2,2.4,14.0,17.9,68.7,,Gardner-Webb
1.0,Kory Mincy,G,27,26,34.1,4.9,10.7,0.455,2.1,5.3,0.396,2.8,5.4,0.514,0.553,2.9,3.3,0.898,0.3,3.1,3.4,3.1,1.0,0.0,1.7,2.1,14.8,,George Mason
2.0,Riley Allenspach,C,26,25,24.0,4.9,8.5,0.577,0.5,1.8,0.304,4.4,6.8,0.648,0.608,2.7,4.0,0.67,1.9,4.0,5.9,0.8,0.5,0.2,1.2,1.6,13.0,,George Mason
3.0,Jahari Long,G,27,27,33.4,3.7,8.3,0.451,1.4,3.6,0.381,2.4,4.7,0.504,0.533,3.0,3.6,0.833,0.4,3.0,3.5,3.7,0.6,0.1,1.8,1.8,11.8,,George Mason
4.0,Jermahri Hill,G,21,2,24.8,3.7,7.4,0.497,0.3,1.1,0.261,3.4,6.3,0.538,0.516,3.4,4.6,0.732,0.3,3.2,3.6,2.0,0.9,0.2,1.9,2.7,11.0,,George Mason
5.0,Masai Troutman,G,25,16,24.2,2.4,6.0,0.409,1.0,2.9,0.361,1.4,3.1,0.455,0.497,2.5,3.1,0.808,0.6,2.6,3.2,1.3,0.5,0.3,1.2,1.2,8.4,,George Mason
6.0,Emmanuel Kanga,F,26,0,12.7,1.5,2.5,0.609,0.0,0.0,,1.5,2.5,0.609,0.609,1.4,2.6,0.552,2.0,3.0,5.0,0.5,0.2,0.7,0.6,2.1,4.4,,George Mason
7.0,Nick Ellington,F,25,2,12.2,1.6,3.0,0.541,0.0,0.0,,1.6,3.0,0.541,0.541,1.0,1.6,0.65,1.1,1.7,2.8,0.2,0.3,0.7,0.7,1.2,4.2,,George Mason
8.0,Brayden O'Connor,G,1,1,15.0,2.0,8.0,0.25,0.0,3.0,0.0,2.0,5.0,0.4,0.25,0.0,0.0,,1.0,2.0,3.0,1.0,1.0,0.0,3.0,0.0,4.0,,George Mason
9.0,Malik Presley,F,27,22,18.2,1.6,3.0,0.525,0.3,0.7,0.35,1.3,2.2,0.583,0.569,0.6,1.3,0.444,0.6,1.3,1.8,0.9,0.6,0.3,0.9,1.7,4.0,,George Mason
10.0,Dola Adebayo,F,22,12,12.0,1.3,3.1,0.412,0.3,1.0,0.286,1.0,2.1,0.468,0.456,1.0,1.2,0.808,0.9,1.5,2.4,0.5,0.7,0.4,0.7,1.3,3.8,,George Mason
11.0,Stas Sivka,F,24,2,11.3,0.8,2.0,0.396,0.4,1.3,0.313,0.4,0.7,0.563,0.5,0.5,0.6,0.786,0.3,1.3,1.5,0.4,0.1,0.3,0.4,0.6,2.5,,George Mason
12.0,Devin Booker,G,19,0,7.1,0.5,2.1,0.256,0.2,1.3,0.167,0.3,0.8,0.4,0.308,0.4,0.7,0.5,0.1,0.5,0.6,0.2,0.1,0.2,0.4,0.5,1.6,,George Mason
13.0,Ben Woodward,G,4,0,1.8,0.0,0.8,0.0,0.0,0.5,0.0,0.0,0.3,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,,George Mason
14.0,T.J. Prosise,G,4,0,1.8,0.0,0.3,0.0,0.0,0.0,,0.0,0.3,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.3,0.0,,George Mason
,Team Totals,,27,27,200.0,25.1,52.8,0.476,6.2,17.9,0.345,19.0,34.9,0.544,0.535,17.8,24.4,0.728,9.5,25.3,34.8,12.9,5.1,3.1,10.8,15.6,74.3,,George Mason
1.0,Rafael Castro,F,21,21,25.8,5.8,9.1,0.639,0.0,0.0,,5.8,9.1,0.639,0.639,4.3,6.5,0.662,2.7,6.3,9.0,1.6,1.9,1.5,1.5,1.7,15.9,,George Washington
2.0,Garrett Johnson,G,23,11,24.8,4.2,10.0,0.42,2.0,5.9,0.338,2.2,4.1,0.537,0.519,2.4,2.9,0.836,0.9,2.9,3.8,1.2,0.5,0.2,1.2,2.0,12.9,,George Washington
3.0,Trey Autry,G,26,26,28.3,3.5,7.9,0.437,2.3,6.1,0.384,1.1,1.8,0.617,0.585,1.1,1.4,0.784,0.7,2.9,3.5,1.7,0.8,0.3,0.9,2.5,10.4,,George Washington
4.0,Christian Jones,G,26,26,25.4,3.8,8.2,0.458,1.2,3.4,0.352,2.6,4.8,0.532,0.53,1.0,1.6,0.659,0.7,2.0,2.8,3.0,1.1,0.2,2.0,1.8,9.8,,George Washington
5.0,Tre Dinkins,G,27,1,22.1,3.0,7.6,0.402,2.4,6.2,0.395,0.6,1.4,0.432,0.564,1.3,1.5,0.829,0.4,1.5,1.9,1.7,0.4,0.1,1.4,1.1,9.8,,George Washington
6.0,Luke Hunger,F,27,7,18.5,2.8,5.7,0.497,0.4,1.2,0.364,2.4,4.4,0.533,0.536,2.4,3.0,0.805,2.2,2.9,5.1,0.9,0.2,0.1,1.4,2.1,8.5,,George Washington
7.0,Tyrone Marshall,F,25,11,22.8,3.0,6.1,0.497,0.5,1.7,0.31,2.5,4.4,0.568,0.539,1.8,2.4,0.721,1.5,3.0,4.5,2.1,1.2,0.6,1.6,2.9,8.4,,George Washington
8.0,Jean Aranguren,G,27,14,22.7,2.6,5.1,0.518,0.7,1.6,0.432,1.9,3.4,0.559,0.588,1.7,2.5,0.691,1.7,2.4,4.1,3.3,1.0,0.4,2.0,2.4,7.7,,George Washington
9.0,Bubu Benjamin,G,22,18,23.4,2.4,5.9,0.4,1.0,3.5,0.269,1.4,2.4,0.596,0.481,1.0,1.5,0.719,1.1,2.1,3.3,1.2,1.1,0.5,0.9,2.5,6.7,,George Washington
10.0,Ty Bevins,G,10,0,7.8,0.6,1.9,0.316,0.4,1.5,0.267,0.2,0.4,0.5,0.421,0.3,0.4,0.75,0.4,0.9,1.3,0.2,0.2,0.0,0.3,1.0,1.9,,George Washington
11.0,Amir Arrington,G,4,0,3.0,0.5,1.5,0.333,0.5,1.3,0.4,0.0,0.3,0.0,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,,George Washington
12.0,Mohamed Binzagr,G,4,0,2.3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,0.3,0.3,0.5,0.0,0.3,0.0,0.3,0.3,0.0,,George Washington
,Team Totals,,27,27,200.0,28.6,61.0,0.468,10.2,28.6,0.357,18.4,32.5,0.567,0.552,15.5,21.1,0.734,12.7,25.1,37.8,15.7,7.5,3.3,12.6,18.0,82.9,,George Washington
1.0,KJ Lewis,G,26,25,30.4,5.0,12.3,0.411,1.2,3.8,0.313,3.8,8.5,0.455,0.459,4.2,5.5,0.757,1.2,4.0,5.2,2.7,2.2,0.5,2.2,2.7,15.5,,Georgetown
2.0,Malik Mack,G,26,26,31.4,4.5,11.9,0.379,1.8,5.7,0.315,2.7,6.2,0.438,0.455,3.2,3.8,0.857,0.4,2.5,2.9,4.3,0.8,0.1,1.8,1.6,14.0,,Georgetown
3.0,Vincent Iwuchukwu,F,16,5,23.8,4.1,7.3,0.56,0.2,0.6,0.3,3.9,6.6,0.585,0.573,3.4,4.5,0.75,2.3,3.6,5.8,0.5,1.0,1.1,1.3,2.4,11.7,,Georgetown
4.0,Caleb Williams,F,25,25,30.5,3.3,7.0,0.471,1.4,3.4,0.412,1.9,3.6,0.528,0.572,1.6,2.0,0.796,1.5,3.8,5.3,1.5,0.5,0.2,0.8,2.2,9.5,,Georgetown
5.0,Julius Halaifonua,C,24,21,20.4,3.5,6.0,0.587,0.2,0.8,0.278,3.3,5.2,0.632,0.605,2.3,3.1,0.747,1.6,2.9,4.5,1.3,0.3,0.7,0.9,2.7,9.5,,Georgetown
6.0,Isaiah Abraham,F,25,25,19.8,1.8,4.5,0.407,0.9,2.5,0.371,0.9,2.0,0.451,0.509,0.7,1.1,0.643,0.9,1.8,2.7,0.7,0.4,0.3,0.4,1.9,5.3,,Georgetown
7.0,DeShawn Harris-Smith,G,6,0,16.5,2.0,3.3,0.6,0.0,0.3,0.0,2.0,3.0,0.667,0.6,1.2,1.7,0.7,0.8,1.7,2.5,0.5,0.7,0.0,0.7,1.7,5.2,,Georgetown
8.0,Jeremiah Williams,G,26,1,18.5,1.7,4.4,0.377,0.3,0.8,0.381,1.3,3.6,0.376,0.412,0.9,1.5,0.632,0.6,1.4,2.0,2.5,0.8,0.4,1.3,1.7,4.5,,Georgetown
9.0,Kayvaun Mulready,G,24,0,12.9,1.4,3.4,0.402,0.7,2.3,0.315,0.7,1.2,0.571,0.506,0.5,0.7,0.706,0.5,1.5,2.0,0.7,0.8,0.2,0.4,1.4,4.0,,Georgetown
10.0,Jayden Fort,F,26,1,14.1,1.5,2.7,0.551,0.0,0.2,0.167,1.4,2.4,0.587,0.558,0.9,1.5,0.59,1.7,1.6,3.3,0.6,0.1,0.7,0.5,1.7,3.8,,Georgetown
11.0,Langston Love,G,19,1,12.8,1.1,2.7,0.385,0.4,1.6,0.267,0.6,1.2,0.545,0.462,0.8,1.1,0.8,0.2,1.6,1.8,0.5,0.2,0.0,0.4,0.6,3.4,,Georgetown
12.0,Mason Moses,G,2,0,1.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,,Georgetown
13.0,Seal Diouf,C,11,0,3.2,0.2,0.8,0.222,0.0,0.0,,0.2,0.8,0.222,0.222,0.3,0.8,0.333,0.3,0.6,0.9,0.0,0.0,0.0,0.2,1.0,0.6,,Georgetown
14.0,Austin Montgomery,F,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,Georgetown
15.0,Michael Van Raaphorst,G,3,0,1.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,,Georgetown
,Team Totals,,26,26,202.9,25.9,58.5,0.442,6.8,20.7,0.331,19.0,37.8,0.503,0.501,17.2,23.1,0.744,11.3,24.6,35.9,14.7,6.7,3.7,10.0,18.4,75.8,,Georgetown
1.0,Jeremiah Wilkinson,G,24,21,25.5,5.5,13.2,0.416,2.3,6.8,0.337,3.2,6.4,0.5,0.503,3.9,5.1,0.77,0.5,1.6,2.1,2.0,1.8,0.3,1.3,1.5,17.2,,Georgia
2.0,Blue Cain,G,26,26,27.9,5.0,10.6,0.471,1.4,4.9,0.291,3.6,5.7,0.624,0.538,2.5,2.7,0.901,1.7,3.6,5.3,2.4,1.5,0.2,1.0,1.3,13.9,,Georgia
3.0,Marcus Millender,G,26,2,25.2,4.1,8.9,0.463,1.8,4.7,0.39,2.3,4.2,0.546,0.567,2.0,2.3,0.852,0.7,2.1,2.8,3.8,1.0,0.0,1.8,1.6,12.1,,Georgia
4.0,Kanon Catchings,F,25,25,23.0,3.7,9.1,0.41,1.8,5.3,0.348,1.9,3.8,0.495,0.511,1.4,2.1,0.642,1.5,3.4,4.9,1.4,0.6,0.4,1.3,1.9,10.6,,Georgia
5.0,Somto Cyril,C,26,25,21.3,3.8,5.0,0.748,0.0,0.0,,3.8,5.0,0.748,0.748,2.1,3.8,0.561,2.7,2.9,5.6,0.4,0.7,2.5,1.1,3.0,9.7,,Georgia
6.0,Jordan Ross,G,26,24,21.0,2.1,5.0,0.423,0.5,1.5,0.308,1.7,3.5,0.473,0.469,2.2,2.8,0.778,0.5,2.3,2.7,2.4,0.6,0.0,0.8,1.8,6.8,,Georgia
7.0,Jake Wilkins,F,25,0,11.4,1.8,4.0,0.465,0.4,1.9,0.229,1.4,2.0,0.686,0.52,1.4,1.8,0.778,0.8,1.3,2.0,0.4,0.6,0.5,0.6,0.8,5.5,,Georgia
8.0,Dylan James,F,26,2,15.7,1.8,4.1,0.43,0.0,0.6,0.0,1.8,3.5,0.505,0.43,1.1,1.4,0.757,1.5,2.5,4.0,0.5,0.8,0.7,1.0,1.5,4.6,,Georgia
9.0,Justin Bailey,G,25,2,13.4,1.4,3.9,0.371,1.0,2.8,0.343,0.5,1.1,0.444,0.495,0.6,0.8,0.762,0.2,1.3,1.6,0.7,0.5,0.0,0.4,1.7,4.5,,Georgia
10.0,Kareem Stagg,F,26,2,11.3,1.4,2.8,0.5,0.3,1.1,0.241,1.1,1.7,0.674,0.549,1.2,1.5,0.795,0.7,1.6,2.3,0.6,0.3,0.4,0.7,1.2,4.2,,Georgia
11.0,Justin Abson,F,24,1,11.8,1.1,1.8,0.605,0.0,0.0,0.0,1.1,1.8,0.619,0.605,0.8,1.3,0.633,1.4,2.5,3.9,0.5,0.4,1.8,0.5,0.8,3.0,,Georgia
12.0,Brandon Klatsky,G,7,0,1.6,0.4,0.7,0.6,0.3,0.4,0.667,0.1,0.3,0.5,0.8,0.0,0.0,,0.0,0.1,0.1,0.0,0.3,0.0,0.0,0.0,1.1,,Georgia
13.0,Jaden Newell,F,8,0,1.4,0.0,0.3,0.0,0.0,0.0,,0.0,0.3,0.0,0.0,0.3,0.3,1.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.3,,Georgia
14.0,Markel Jennings,G,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,Georgia
,Team Totals,,26,26,203.8,31.1,66.8,0.465,9.3,28.9,0.322,21.8,37.9,0.574,0.535,18.7,25.0,0.747,13.8,25.8,39.6,14.8,8.6,6.5,10.9,16.9,90.2,,Georgia
1.0,Tavarus Webb,G,28,28,32.1,5.1,10.1,0.511,1.1,3.6,0.32,4.0,6.5,0.615,0.567,4.3,5.5,0.791,1.3,3.4,4.7,2.7,1.8,0.8,1.8,2.8,15.8,,Georgia Southern
2.0,Tyren Moore,G,28,28,28.5,4.7,11.1,0.426,2.8,7.5,0.365,2.0,3.5,0.556,0.55,2.4,2.9,0.827,0.3,2.5,2.8,2.3,1.4,0.0,1.6,1.6,14.6,,Georgia Southern
3.0,Alden Applewhite,F,27,26,29.9,3.9,8.5,0.452,1.2,3.8,0.324,2.6,4.7,0.555,0.524,3.6,4.7,0.756,1.6,4.3,5.9,1.3,1.1,0.2,1.1,2.0,12.5,,Georgia Southern
4.0,Nakavieon White,F,28,5,19.7,2.9,8.1,0.357,1.0,3.3,0.312,1.9,4.8,0.388,0.421,2.9,4.5,0.651,1.0,2.1,3.1,2.2,0.9,0.5,1.5,2.8,9.8,,Georgia Southern
5.0,Khayri Dunn,G,27,0,18.3,2.8,7.0,0.404,1.5,4.3,0.357,1.3,2.7,0.479,0.513,1.2,1.4,0.846,0.3,1.6,1.9,0.9,0.4,0.0,1.6,1.7,8.4,,Georgia Southern
6.0,Jefferson Koulibaly,G,16,8,22.2,1.9,5.3,0.353,0.6,2.3,0.27,1.3,3.0,0.417,0.412,1.2,1.9,0.613,1.1,1.8,2.9,0.9,0.8,0.0,0.6,2.1,5.6,,Georgia Southern
7.0,Dwayne Williams Jr.,G,26,3,15.0,1.9,5.3,0.365,1.0,3.4,0.307,0.9,1.9,0.469,0.464,0.6,0.6,0.938,0.3,1.7,2.0,0.4,0.7,0.0,0.3,0.7,5.5,,Georgia Southern
8.0,Andres Burney,F,26,7,15.8,2.2,3.3,0.655,0.0,0.0,,2.2,3.3,0.655,0.655,0.6,1.1,0.536,1.9,2.0,3.8,0.3,0.7,0.7,0.7,2.2,5.0,,Georgia Southern
9.0,Shainen Carter,F,26,21,19.5,1.6,3.1,0.513,0.0,0.2,0.167,1.5,2.8,0.541,0.519,1.5,2.5,0.625,1.5,2.2,3.7,0.2,0.6,1.5,1.2,2.8,4.7,,Georgia Southern
