Rk,Player,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,School
1.0,Bradyn Hubbard,F,26,23,27.9,5.3,13.0,0.409,1.4,4.3,0.321,3.9,8.7,0.453,0.463,4.1,5.2,0.785,1.2,3.7,4.8,1.8,1.9,0.2,2.3,2.8,16.1,,Abilene Christian
2.0,Rich Smith,G,25,22,29.9,3.4,7.0,0.483,0.1,0.4,0.273,3.3,6.6,0.497,0.491,2.7,4.4,0.615,1.7,2.2,3.9,4.7,1.8,0.4,2.8,2.8,9.6,,Abilene Christian
3.0,Chilaydrien Newton,G,23,17,24.5,3.4,7.7,0.449,1.1,3.4,0.316,2.3,4.2,0.557,0.52,1.5,1.9,0.791,0.7,1.5,2.2,0.9,1.2,0.1,1.3,2.3,9.4,,Abilene Christian
4.0,Yaniel Rivera,G,22,15,24.3,2.2,6.3,0.345,1.5,4.5,0.343,0.6,1.8,0.35,0.468,1.1,1.5,0.706,0.2,1.3,1.5,2.5,1.2,0.2,1.5,1.1,7.0,,Abilene Christian
5.0,Zy Wright,G,26,4,16.8,2.1,4.8,0.435,0.7,2.0,0.358,1.3,2.7,0.493,0.512,1.3,1.5,0.875,1.0,1.4,2.4,0.7,0.5,0.2,0.9,1.4,6.2,,Abilene Christian
6.0,Cade Hornecker,C,26,13,16.1,2.2,4.9,0.449,0.1,0.7,0.167,2.1,4.2,0.495,0.461,0.9,1.5,0.632,1.2,2.2,3.4,1.2,0.5,0.5,1.3,1.7,5.4,,Abilene Christian
7.0,Joseph Scott,F,22,7,13.9,2.1,4.0,0.528,0.0,0.1,0.0,2.1,4.0,0.54,0.528,0.8,1.4,0.567,1.6,2.6,4.2,0.5,0.6,0.3,1.0,2.0,5.0,,Abilene Christian
8.0,Joseph Venzant,G,26,22,26.0,1.5,2.8,0.527,0.5,1.0,0.462,1.0,1.8,0.563,0.608,1.5,2.0,0.731,1.1,2.2,3.3,0.8,1.6,0.4,1.2,3.1,4.9,,Abilene Christian
9.0,Christian Alston,G,23,0,10.3,1.4,4.3,0.337,0.3,1.4,0.219,1.1,2.9,0.394,0.372,0.8,1.3,0.621,0.6,1.1,1.7,0.4,0.4,0.3,0.9,1.0,4.0,,Abilene Christian
10.0,Isaac Dye,G,20,0,8.5,1.0,2.7,0.37,0.8,2.3,0.348,0.2,0.4,0.5,0.519,0.4,0.5,0.8,0.4,0.7,1.1,0.4,0.2,0.2,0.3,1.1,3.2,,Abilene Christian
11.0,Ma'Shy Hill,F,26,7,10.2,1.2,2.1,0.582,0.0,0.0,,1.2,2.1,0.582,0.582,0.4,0.8,0.455,0.5,1.2,1.7,0.2,0.0,0.4,0.8,1.5,2.8,,Abilene Christian
12.0,Isaiah Carrillo,G,10,0,4.3,0.4,1.0,0.4,0.1,0.4,0.25,0.3,0.6,0.5,0.45,0.1,0.2,0.5,0.1,0.4,0.5,0.3,0.3,0.0,0.2,0.3,1.0,,Abilene Christian
13.0,Tylan LEWIS,G,21,0,5.0,0.3,0.9,0.316,0.0,0.1,0.0,0.3,0.8,0.353,0.316,0.0,0.2,0.25,0.2,0.4,0.6,0.5,0.2,0.1,0.4,1.0,0.6,,Abilene Christian
,Team Totals,,26,26,201.0,24.7,56.8,0.434,6.0,18.6,0.322,18.7,38.2,0.489,0.487,14.7,21.1,0.699,12.2,20.6,32.8,13.7,9.7,3.0,14.5,20.5,70.1,,Abilene Christian
1.0,Lucas Hobin,F,26,19,28.2,3.5,9.4,0.371,2.3,6.9,0.328,1.2,2.5,0.492,0.492,2.5,3.1,0.825,0.3,1.8,2.0,0.7,0.4,0.2,1.5,2.2,11.8,,Air Force
2.0,Kam Sanders,G,26,26,29.5,3.4,9.3,0.368,1.3,3.7,0.351,2.1,5.6,0.379,0.438,3.5,4.6,0.756,0.3,3.8,4.1,3.6,1.0,0.1,2.2,2.1,11.6,,Air Force
3.0,Caleb Walker,F,19,6,22.5,4.5,6.3,0.717,0.0,0.1,0.0,4.5,6.3,0.723,0.717,2.3,4.6,0.506,1.8,3.5,5.4,0.8,0.4,0.6,1.7,1.9,11.4,,Air Force
4.0,Eli Robinson,F,25,25,28.1,3.2,6.6,0.482,0.5,1.2,0.4,2.7,5.4,0.5,0.518,0.8,1.0,0.731,1.4,3.6,5.0,1.7,1.2,0.4,1.7,2.3,7.6,,Air Force
5.0,Ethan Greenberg,G,26,23,26.0,2.3,6.2,0.373,1.7,4.7,0.352,0.7,1.5,0.436,0.506,0.6,0.9,0.652,0.4,1.9,2.3,1.1,0.9,0.1,1.2,1.1,6.8,,Air Force
6.0,William Dering,F,9,0,15.0,2.7,4.2,0.632,0.2,0.3,0.667,2.4,3.9,0.629,0.658,1.0,1.7,0.6,1.3,1.8,3.1,0.0,0.6,0.6,0.7,1.8,6.6,,Air Force
7.0,Wesley Celichowski,C,26,23,19.7,1.8,4.6,0.383,0.3,2.0,0.135,1.5,2.6,0.574,0.413,0.9,1.7,0.535,0.4,1.8,2.2,1.3,0.3,0.5,1.1,2.5,4.7,,Air Force
8.0,Kyle Marshall,G,4,0,16.3,1.8,4.3,0.412,0.0,0.5,0.0,1.8,3.8,0.467,0.412,0.0,0.8,0.0,1.3,1.5,2.8,2.0,0.5,0.3,0.3,1.3,3.5,,Air Force
9.0,Kolby Gilles,F,26,5,12.7,1.0,2.4,0.403,0.1,0.7,0.158,0.8,1.7,0.512,0.427,0.6,1.2,0.484,0.5,1.2,1.7,0.7,0.2,0.1,1.6,1.9,2.6,,Air Force
10.0,AJ Patterson,G,23,0,15.0,0.8,1.9,0.432,0.0,0.2,0.2,0.8,1.7,0.462,0.443,0.7,1.1,0.577,0.3,1.6,1.9,1.6,0.8,0.0,1.8,2.2,2.3,,Air Force
11.0,Brendan Martin,F,10,0,6.2,0.9,2.0,0.45,0.4,1.4,0.286,0.5,0.6,0.833,0.55,0.0,0.2,0.0,0.0,0.5,0.5,0.2,0.2,0.0,0.2,0.3,2.2,,Air Force
12.0,Justin Hinds,G,24,3,13.3,0.6,2.2,0.269,0.2,1.3,0.167,0.4,0.9,0.409,0.317,0.2,0.4,0.5,0.3,1.5,1.8,0.6,0.3,0.3,0.8,1.3,1.6,,Air Force
13.0,Elliott Taite,G,10,0,1.9,0.5,1.1,0.455,0.4,0.7,0.571,0.1,0.4,0.25,0.636,0.0,0.0,,0.0,0.2,0.2,0.2,0.0,0.0,0.1,0.0,1.4,,Air Force
14.0,Samuel Imade,F,10,0,3.4,0.3,1.0,0.3,0.2,0.4,0.5,0.1,0.6,0.167,0.4,0.0,0.0,,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.8,,Air Force
15.0,Josh Gatete,F,13,0,4.8,0.1,0.5,0.143,0.1,0.3,0.25,0.0,0.2,0.0,0.214,0.1,0.2,0.5,0.1,0.4,0.5,0.4,0.2,0.2,0.8,0.5,0.3,,Air Force
16.0,Keaton Frisch,F,2,0,0.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Air Force
17.0,Chris Catchings,G,3,0,3.0,0.0,0.7,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,,0.3,0.0,0.3,1.0,0.0,0.0,0.3,0.3,0.0,,Air Force
,Team Totals,,26,26,200.0,21.5,50.7,0.424,6.8,22.0,0.31,14.7,28.7,0.512,0.492,11.6,18.0,0.647,7.0,21.9,28.9,12.3,5.7,2.5,15.1,17.7,61.4,,Air Force
1.0,Tavari Johnson,G,26,26,31.7,7.5,14.4,0.524,2.3,6.1,0.371,5.3,8.3,0.637,0.603,3.0,3.4,0.886,0.6,2.2,2.8,5.2,1.3,0.3,2.2,1.2,20.3,,Akron
2.0,Amani Lyles,F,26,26,24.8,5.3,9.3,0.577,1.3,3.3,0.395,4.0,6.0,0.677,0.647,2.6,3.5,0.756,1.9,5.4,7.3,2.4,1.0,0.7,2.2,3.0,14.6,,Akron
3.0,Shammah Scott,G,26,11,26.1,4.5,10.0,0.444,2.4,5.7,0.423,2.0,4.3,0.473,0.565,1.4,1.7,0.8,0.2,2.6,2.8,3.0,0.3,0.1,1.1,0.8,12.7,,Akron
4.0,Evan Mahaffey,F,26,26,27.8,4.2,7.0,0.596,0.4,1.3,0.333,3.8,5.8,0.653,0.626,1.0,1.8,0.587,2.0,3.0,4.9,3.5,1.8,0.7,1.2,2.3,9.8,,Akron
5.0,Eric Mahaffey,G,26,11,22.3,3.0,5.8,0.517,0.7,1.8,0.396,2.3,4.0,0.573,0.579,1.3,1.7,0.767,2.0,4.2,6.2,1.4,0.7,0.7,0.8,2.2,8.0,,Akron
6.0,Bowen Hardman,G,26,3,17.9,2.4,6.3,0.376,2.2,5.8,0.387,0.2,0.6,0.267,0.552,0.7,0.9,0.826,0.1,1.4,1.5,0.2,0.2,0.0,0.5,0.7,7.7,,Akron
7.0,Sharron Young,G,25,12,18.8,2.3,5.8,0.39,1.2,3.8,0.305,1.1,2.0,0.549,0.49,1.4,1.7,0.833,0.7,2.0,2.7,1.7,0.8,0.0,0.9,2.0,7.1,,Akron
8.0,Halil Barre,F,13,0,7.8,1.2,1.5,0.8,0.0,0.0,,1.2,1.5,0.8,0.8,1.8,2.4,0.774,0.7,1.6,2.3,0.2,0.1,0.8,0.6,1.4,4.3,,Akron
9.0,Zach Halligan,G,25,15,12.2,1.1,2.3,0.474,0.4,1.1,0.321,0.7,1.2,0.621,0.553,0.6,0.8,0.789,0.6,1.7,2.3,0.8,0.5,0.0,0.3,1.3,3.1,,Akron
10.0,Ognjen Stankovic,G,15,0,7.4,0.9,1.8,0.519,0.1,0.3,0.2,0.9,1.5,0.591,0.537,0.7,1.1,0.625,0.6,1.5,2.1,0.6,0.3,0.1,0.7,0.4,2.6,,Akron
11.0,Marvin Musiime-Kamali,F,26,0,9.7,1.0,1.4,0.703,0.0,0.0,,1.0,1.4,0.703,0.703,0.5,0.7,0.632,1.2,1.0,2.2,0.5,0.7,0.2,0.4,1.5,2.5,,Akron
12.0,Rich Brisco,F,7,0,3.1,0.7,1.3,0.556,0.0,0.0,,0.7,1.3,0.556,0.556,0.0,0.0,,0.4,0.4,0.9,0.0,0.3,0.3,0.3,0.4,1.4,,Akron
13.0,Conner Groce,G,10,0,2.2,0.3,1.1,0.273,0.1,0.6,0.167,0.2,0.5,0.4,0.318,0.0,0.0,,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.7,,Akron
,Team Totals,,26,26,200.0,32.6,64.7,0.504,10.9,29.2,0.374,21.7,35.5,0.611,0.589,13.7,17.8,0.773,11.5,26.3,37.9,19.1,7.5,3.3,10.7,16.0,89.9,,Akron
1.0,Labaron Philon,G,25,25,30.4,7.4,14.6,0.508,2.3,5.9,0.395,5.1,8.7,0.585,0.588,4.7,6.1,0.776,0.5,2.9,3.4,5.0,1.2,0.2,2.7,1.7,21.8,,Alabama
2.0,Aden Holloway,G,22,21,28.3,5.5,11.1,0.49,2.8,6.2,0.449,2.7,5.0,0.541,0.614,3.2,3.9,0.835,0.3,2.4,2.6,3.9,0.5,0.0,1.5,2.0,16.9,,Alabama
3.0,Latrell Wrightsell Jr.,G,18,11,26.9,4.2,10.8,0.39,2.7,7.7,0.355,1.5,3.2,0.474,0.515,1.2,1.6,0.75,0.2,2.4,2.6,2.2,1.0,0.1,0.8,2.1,12.3,,Alabama
4.0,Amari Allen,F,23,15,29.1,3.8,8.3,0.455,1.6,4.4,0.366,2.2,3.9,0.556,0.552,2.7,3.7,0.738,1.7,6.0,7.7,3.5,1.2,0.8,1.5,3.0,11.9,,Alabama
5.0,Aiden Sherrell,F,25,25,23.0,3.9,7.1,0.554,0.6,2.1,0.302,3.3,5.0,0.661,0.599,2.7,3.8,0.713,2.3,3.7,6.0,0.9,0.5,2.3,0.8,2.1,11.2,,Alabama
6.0,Charles Bediako,C,5,2,21.6,3.4,4.4,0.773,0.0,0.2,0.0,3.4,4.2,0.81,0.773,3.2,4.6,0.696,1.8,2.8,4.6,0.2,0.8,1.4,0.8,2.4,10.0,,Alabama
7.0,Houston Mallette,G,26,12,23.7,2.2,5.7,0.378,1.7,5.0,0.346,0.4,0.7,0.611,0.53,1.1,1.3,0.879,1.6,2.8,4.4,1.1,0.8,0.0,0.5,1.7,7.2,,Alabama
8.0,Taylor Bol Bowen,F,21,11,19.6,2.1,5.3,0.396,1.0,3.5,0.288,1.1,1.8,0.605,0.491,1.7,1.9,0.875,1.2,3.7,4.9,0.4,0.3,1.0,0.7,2.3,6.9,,Alabama
9.0,London Jemison,F,24,7,15.0,2.1,4.7,0.442,1.0,2.8,0.358,1.1,1.9,0.565,0.549,1.1,1.8,0.605,1.0,2.5,3.4,0.3,0.5,0.4,0.5,2.0,6.3,,Alabama
10.0,Jalil Bethea,G,17,0,9.1,1.5,3.6,0.41,0.8,2.3,0.333,0.7,1.3,0.545,0.516,1.4,1.6,0.852,0.4,1.5,1.9,0.6,0.2,0.1,0.5,0.9,5.1,,Alabama
11.0,Keitenn Bristow,F,10,1,12.6,1.2,3.3,0.364,0.1,0.9,0.111,1.1,2.4,0.458,0.379,1.1,1.5,0.733,1.5,2.5,4.0,0.5,0.6,0.6,0.8,2.8,3.6,,Alabama
12.0,Davion Hannah,G,10,0,12.8,1.2,2.6,0.462,0.4,1.1,0.364,0.8,1.5,0.533,0.538,0.5,0.8,0.625,0.4,1.5,1.9,0.8,0.7,0.2,1.0,0.9,3.3,,Alabama
13.0,Noah Williamson,C,24,0,8.5,0.4,1.5,0.278,0.1,0.8,0.1,0.3,0.7,0.5,0.306,0.2,0.3,0.625,0.6,1.0,1.6,0.4,0.4,0.4,0.5,1.8,1.1,,Alabama
14.0,Collins Onyejiaka,C,2,0,4.5,0.5,1.0,0.5,0.0,0.0,,0.5,1.0,0.5,0.5,0.0,1.0,0.0,0.5,2.5,3.0,0.0,0.0,0.0,1.0,2.0,1.0,,Alabama
15.0,Jacob Martin,C,7,0,1.4,0.1,0.1,1.0,0.0,0.0,,0.1,0.1,1.0,1.0,0.1,0.3,0.5,0.1,0.0,0.1,0.1,0.0,0.4,0.0,0.1,0.4,,Alabama
16.0,Preston Murphy Jr.,G,5,0,2.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,,0.0,0.4,0.4,1.0,0.0,0.4,0.4,0.4,0.0,0.0,0.0,0.2,0.4,,Alabama
17.0,Klark James,G,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Alabama
18.0,Jack Fagan,G,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Alabama
,Team Totals,,26,26,201.9,30.5,66.4,0.46,12.7,35.6,0.357,17.8,30.8,0.579,0.556,18.9,24.8,0.762,12.2,29.2,41.3,16.7,6.5,5.5,10.0,19.3,92.7,,Alabama
1.0,Kintavious Dozier,G,27,27,32.2,5.0,11.4,0.443,1.4,3.9,0.362,3.6,7.5,0.485,0.505,4.0,4.8,0.838,0.6,3.4,4.0,2.0,1.4,0.1,1.6,1.7,15.5,,Alabama A&M
2.0,Koron Davis,G,27,27,28.8,4.2,10.3,0.408,1.0,3.4,0.29,3.2,6.8,0.467,0.457,4.3,5.1,0.835,1.1,4.3,5.4,0.8,0.8,0.1,2.0,2.7,13.7,,Alabama A&M
3.0,Sami Pissis,G,24,22,30.5,4.0,9.7,0.414,1.3,3.9,0.34,2.7,5.8,0.464,0.483,2.1,2.8,0.746,0.6,2.9,3.5,3.7,1.3,0.1,2.0,2.7,11.4,,Alabama A&M
4.0,James Graham III,F,21,16,24.4,3.5,7.3,0.481,0.9,2.2,0.383,2.7,5.1,0.523,0.539,1.7,2.2,0.766,1.2,2.6,3.9,0.8,0.3,0.6,1.4,1.1,9.6,,Alabama A&M
5.0,P.J. Eason,F,26,25,25.3,2.6,4.5,0.576,0.0,0.0,,2.6,4.5,0.576,0.576,2.3,3.7,0.632,2.5,4.4,6.8,0.9,0.8,1.4,1.6,2.2,7.5,,Alabama A&M
6.0,Peyton Daniels,G,7,0,12.9,1.7,4.4,0.387,1.7,3.7,0.462,0.0,0.7,0.0,0.581,0.4,0.6,0.75,0.1,1.9,2.0,0.6,0.6,0.1,1.3,1.4,5.6,,Alabama A&M
7.0,Gabe Kincy,G,21,3,19.3,1.2,3.0,0.403,0.5,1.3,0.357,0.7,1.6,0.441,0.484,1.4,1.9,0.75,0.6,2.3,2.9,0.6,0.4,0.0,0.9,2.0,4.3,,Alabama A&M
8.0,Bilal Abdur-Rahman,G,24,3,11.4,1.0,2.6,0.381,0.3,0.9,0.318,0.7,1.7,0.415,0.437,1.5,2.2,0.679,0.3,1.0,1.3,1.3,0.6,0.0,0.4,1.3,3.8,,Alabama A&M
9.0,Louis Hutchinson,G,27,5,16.0,1.1,2.9,0.403,0.6,1.7,0.356,0.6,1.2,0.469,0.506,0.7,0.9,0.783,0.4,1.2,1.6,0.7,0.3,0.1,0.4,1.5,3.6,,Alabama A&M
10.0,James Flippin,F,23,4,9.8,1.0,3.1,0.338,0.2,0.8,0.211,0.9,2.3,0.385,0.366,0.5,1.0,0.522,0.4,1.5,1.9,0.7,0.1,0.3,1.0,1.3,2.8,,Alabama A&M
11.0,Jalen Carruth,F,9,0,8.4,0.7,2.4,0.273,0.4,1.9,0.235,0.2,0.6,0.4,0.364,0.0,0.1,0.0,0.1,0.8,0.9,0.1,0.2,0.1,0.2,0.7,1.8,,Alabama A&M
12.0,Angok Anyang,F,22,2,7.8,0.5,0.9,0.526,0.0,0.1,0.0,0.5,0.8,0.588,0.526,0.2,0.4,0.625,0.5,0.8,1.4,0.2,0.1,0.2,0.3,1.7,1.1,,Alabama A&M
13.0,Sam Onu,C,12,0,7.3,0.4,0.8,0.5,0.0,0.1,0.0,0.4,0.8,0.556,0.5,0.3,0.8,0.3,0.3,0.8,1.0,0.1,0.3,0.3,0.3,1.1,1.1,,Alabama A&M
14.0,Tajden Davis,G,18,1,5.2,0.3,0.9,0.375,0.1,0.3,0.2,0.3,0.6,0.455,0.406,0.3,0.4,0.714,0.2,0.7,0.9,0.2,0.1,0.0,0.4,0.6,1.0,,Alabama A&M
,Team Totals,,27,27,200.0,23.3,54.0,0.432,6.3,18.7,0.335,17.1,35.4,0.483,0.49,17.9,24.0,0.747,9.3,25.3,34.6,11.0,6.0,3.0,11.8,18.0,70.8,,Alabama A&M
1.0,Asjon Anderson,G,24,20,28.1,4.4,12.7,0.349,2.0,6.4,0.305,2.5,6.3,0.393,0.426,4.5,5.5,0.832,0.4,2.0,2.4,3.5,0.9,0.1,3.3,1.8,15.3,,Alabama State
2.0,Micah Simpson,G,27,27,32.3,4.7,13.2,0.36,2.3,6.7,0.341,2.4,6.4,0.379,0.447,2.2,2.9,0.766,0.5,2.9,3.4,3.5,1.3,0.2,2.7,1.9,14.0,,Alabama State
3.0,Tyler Byrd,G,26,7,23.7,3.7,8.0,0.464,0.8,2.5,0.303,3.0,5.5,0.538,0.512,2.3,3.0,0.769,0.5,2.7,3.2,1.1,1.8,0.5,1.3,2.4,10.5,,Alabama State
4.0,Jerquarius Stanback,F,27,27,24.1,3.3,6.0,0.54,0.1,0.7,0.158,3.1,5.3,0.59,0.549,1.8,2.7,0.667,2.1,3.4,5.6,0.7,1.1,1.9,1.6,2.7,8.4,,Alabama State
5.0,Trey Miller,G,3,0,22.0,3.0,8.0,0.375,1.0,2.3,0.429,2.0,5.7,0.353,0.438,0.3,0.7,0.5,0.3,1.7,2.0,4.0,1.7,0.0,2.3,3.0,7.3,,Alabama State
6.0,Tyler Mack,G,11,0,21.6,2.5,6.3,0.391,1.6,5.1,0.321,0.8,1.2,0.692,0.522,0.7,1.3,0.571,0.8,2.5,3.4,0.8,0.8,0.0,0.7,1.4,7.3,,Alabama State
7.0,Demarien Yates,F,27,0,17.6,2.4,5.2,0.468,1.0,2.7,0.37,1.4,2.5,0.574,0.564,1.2,1.9,0.66,1.3,2.7,3.9,0.7,1.3,0.3,1.1,1.7,7.1,,Alabama State
8.0,Cam Palesse,G,27,26,28.1,2.2,5.7,0.381,0.5,1.4,0.351,1.7,4.4,0.39,0.423,0.9,1.4,0.622,1.6,2.9,4.4,1.7,0.5,0.1,1.0,2.0,5.7,,Alabama State
9.0,R'Chaun King,F,27,17,13.5,1.7,2.9,0.595,0.0,0.0,,1.7,2.9,0.595,0.595,1.7,2.4,0.712,1.4,1.2,2.6,0.4,0.6,0.1,0.8,2.0,5.2,,Alabama State
10.0,Jasteven Walker,F,11,9,17.0,1.7,4.6,0.373,0.6,2.0,0.318,1.1,2.6,0.414,0.441,0.7,1.3,0.571,1.5,2.3,3.8,0.5,0.5,0.5,0.7,2.2,4.8,,Alabama State
11.0,Tyler Mason,F,17,1,10.6,1.4,3.2,0.444,0.2,0.3,0.6,1.2,2.9,0.429,0.472,0.3,0.7,0.417,1.1,0.8,1.9,0.1,0.1,0.2,0.4,1.9,3.3,,Alabama State
12.0,Mario Andrews,C,26,1,9.5,0.7,1.4,0.486,0.0,0.2,0.25,0.7,1.3,0.515,0.5,0.2,0.6,0.4,1.7,1.7,3.4,0.1,0.3,0.0,0.4,1.3,1.7,,Alabama State
13.0,Kevin Alabi,F,6,0,8.5,0.3,1.3,0.25,0.0,0.0,,0.3,1.3,0.25,0.25,0.3,2.3,0.143,0.7,1.3,2.0,0.0,0.3,0.0,0.5,1.0,1.0,,Alabama State
14.0,Jordon Marshall,G,6,0,3.7,0.2,0.7,0.25,0.0,0.2,0.0,0.2,0.5,0.333,0.25,0.3,0.5,0.667,0.0,0.3,0.3,0.3,0.0,0.0,0.7,1.2,0.7,,Alabama State
,Team Totals,,27,27,200.0,25.6,61.3,0.418,7.6,23.2,0.326,18.0,38.1,0.474,0.479,15.2,21.7,0.703,12.9,23.5,36.3,12.4,8.4,3.6,13.5,19.0,74.0,,Alabama State
1.0,Amir Lindsey,G,26,26,37.2,6.0,13.8,0.439,1.9,5.4,0.355,4.1,8.3,0.493,0.508,3.6,4.5,0.802,0.5,2.6,3.1,4.8,1.2,0.0,2.0,2.1,17.6,,Albany (NY)
2.0,Okechukwu Okeke,F,27,20,28.8,4.6,6.8,0.679,0.0,0.0,1.0,4.6,6.8,0.678,0.682,1.2,2.1,0.569,2.9,4.0,6.9,0.9,0.9,1.9,2.0,1.8,10.5,,Albany (NY)
3.0,Jaden Kempson,G,23,19,30.8,3.6,9.3,0.388,1.0,3.3,0.293,2.7,6.0,0.439,0.439,2.2,3.6,0.622,1.0,3.4,4.4,3.0,1.5,0.7,2.0,2.0,10.4,,Albany (NY)
4.0,Abdoulaye Fall,G,7,7,30.6,3.4,7.6,0.453,1.0,3.1,0.318,2.4,4.4,0.548,0.519,1.7,2.0,0.857,1.4,2.0,3.4,1.1,0.7,0.0,1.6,2.6,9.6,,Albany (NY)
5.0,Zach Matulu,G,18,15,28.3,3.7,7.4,0.5,1.3,3.6,0.375,2.4,3.9,0.614,0.59,0.6,0.8,0.786,1.8,4.1,5.9,2.0,1.3,0.3,1.2,2.9,9.4,,Albany (NY)
6.0,Isaac Abidde,F,27,24,24.5,3.6,7.5,0.473,1.4,3.9,0.362,2.1,3.6,0.592,0.567,0.8,1.3,0.629,1.0,3.3,4.3,0.6,0.7,0.6,1.3,3.0,9.3,,Albany (NY)
7.0,Nasir Muhammad,G,15,5,20.5,3.1,8.5,0.37,1.8,5.3,0.342,1.3,3.2,0.417,0.476,1.0,1.3,0.75,0.1,2.2,2.3,2.3,0.8,0.0,0.7,1.4,9.1,,Albany (NY)
8.0,Ife West-Ingram,F,9,1,14.2,3.3,4.7,0.714,0.1,0.4,0.25,3.2,4.2,0.763,0.726,0.1,0.2,0.5,0.2,2.6,2.8,0.8,0.7,0.3,0.7,2.2,6.9,,Albany (NY)
9.0,Tarique Foster,F,17,6,19.6,1.9,5.6,0.347,1.2,4.2,0.296,0.7,1.4,0.5,0.458,0.5,0.8,0.692,0.4,1.8,2.2,0.8,0.8,0.5,0.7,1.6,5.6,,Albany (NY)
10.0,Yaya Keita,F,13,4,8.7,1.2,2.4,0.516,0.0,0.0,,1.2,2.4,0.516,0.516,0.8,1.1,0.786,1.2,0.6,1.8,0.5,0.2,0.0,0.5,1.8,3.3,,Albany (NY)
11.0,Ma'Kye Taylor,F,26,4,12.6,1.3,3.1,0.438,0.1,0.7,0.105,1.3,2.3,0.541,0.45,0.3,0.7,0.444,1.2,0.9,2.1,0.4,0.3,0.2,0.8,1.7,3.1,,Albany (NY)
12.0,Miles Rose,G,24,2,13.2,1.2,3.1,0.373,0.2,0.5,0.333,1.0,2.6,0.381,0.4,0.3,0.9,0.273,0.4,0.8,1.2,1.2,0.5,0.0,1.0,0.9,2.8,,Albany (NY)
13.0,Bautista Giralt,C,14,2,2.6,0.4,0.6,0.625,0.0,0.0,,0.4,0.6,0.625,0.625,0.4,0.7,0.5,0.3,0.3,0.6,0.2,0.1,0.0,0.2,0.4,1.1,,Albany (NY)
,Team Totals,,27,27,200.0,27.6,59.4,0.465,7.3,22.0,0.332,20.3,37.4,0.543,0.526,10.3,15.5,0.663,11.4,23.0,34.4,14.1,7.2,3.9,12.0,17.1,72.8,,Albany (NY)
1.0,Shane Lancaster,G,25,20,27.0,3.8,7.8,0.48,2.0,4.2,0.486,1.7,3.6,0.473,0.61,2.0,2.6,0.766,0.3,1.6,1.9,1.9,1.1,0.2,1.3,1.8,11.5,,Alcorn State
2.0,Tycen McDaniels,G,25,25,25.0,3.9,7.4,0.524,0.1,0.3,0.286,3.8,7.1,0.534,0.53,2.3,3.0,0.76,2.0,3.2,5.2,0.9,1.2,1.1,2.7,3.0,10.1,,Alcorn State
3.0,Jameel Morris,G,25,20,28.6,3.7,8.6,0.43,0.7,2.3,0.31,3.0,6.2,0.474,0.472,1.5,1.9,0.787,0.4,1.9,2.4,3.1,2.0,0.2,2.0,2.8,9.6,,Alcorn State
4.0,Nick Woodard,F,25,25,28.1,3.2,8.1,0.401,1.1,3.2,0.333,2.2,4.8,0.446,0.468,1.1,2.0,0.571,1.1,3.2,4.2,1.4,0.5,0.6,1.6,2.0,8.7,,Alcorn State
5.0,Davian Williams,G,25,14,27.2,3.1,8.1,0.379,1.5,4.1,0.363,1.6,4.0,0.396,0.47,1.0,1.6,0.641,0.7,2.2,3.0,1.5,1.3,0.1,1.8,1.8,8.6,,Alcorn State
6.0,Omari Hamilton,G,25,7,17.5,2.6,5.6,0.471,0.3,1.2,0.241,2.4,4.4,0.532,0.496,1.5,2.2,0.685,1.2,2.4,3.6,0.4,0.4,0.1,0.9,1.5,7.0,,Alcorn State
7.0,Travis Roberts,G,25,9,17.4,1.5,4.4,0.333,0.9,2.9,0.319,0.6,1.6,0.359,0.437,0.3,0.5,0.583,0.5,1.1,1.6,0.3,0.3,0.2,0.6,0.8,4.2,,Alcorn State
8.0,Bryson Calamese,G,24,0,11.6,1.2,3.4,0.358,0.3,1.0,0.261,1.0,2.4,0.397,0.395,0.8,1.1,0.769,0.3,0.5,0.8,1.5,0.6,0.0,1.1,1.8,3.5,,Alcorn State
9.0,Mike Jones,G,13,5,14.8,1.4,3.5,0.391,0.1,0.7,0.111,1.3,2.8,0.459,0.402,0.6,1.3,0.471,1.5,1.9,3.4,1.1,0.5,0.5,1.2,2.0,3.5,,Alcorn State
