Player,Team,O_BAPM,D_BAPM,Total_BAPM
Keanu Dawes,Utah,1.95,0.17,2.12
Tre Singleton,Northwestern,0.66,1.45,2.11
Jizzle James,Cincinnati,2.1,0.01,2.11
Jordan Mizell,Tarleton St,-0.25,2.36,2.11
Kennard Davis Jr.,BYU,1.5,0.61,2.11
Dominykas Pleta,Iowa State,1.03,1.08,2.11
Franck Emmou,Texas St,2.79,-0.69,2.1
Elijah Lewis,Marist,-0.12,2.21,2.09
Triston Wilson,Presbyterian,1.23,0.86,2.09
Tomislav Buljan,New Mexico,1.14,0.94,2.08
Tylik Weeks,Southern Miss,1.25,0.82,2.07
Trey Campbell,Northern Iowa,0.05,2.02,2.07
Keba Keita,BYU,0.66,1.41,2.07
Alonzo Dodd,App State,0.62,1.45,2.07
Stas Sivka,George Mason,1.3,0.77,2.07
Nyk Lewis,VCU,1.06,1.0,2.06
Tavari Johnson,Akron,1.96,0.1,2.06
Reese Dixon-Waters,San Diego St,1.15,0.91,2.06
Maliq Brown,Duke,0.67,1.38,2.05
KyeRon Lindsay-Martin,UAB,2.75,-0.7,2.05
Joshua DeCady,Hofstra,1.24,0.81,2.05
Jan Vide,LMU,1.13,0.91,2.04
Elijah Mitchell,Prairie View,1.12,0.92,2.04
Jerrell Bellamy,Troy,0.99,1.05,2.04
Liutauras Lelevicius,TCU,0.73,1.31,2.04
Jake West,Northwestern,0.69,1.34,2.03
Wes Enis,South Florida,1.18,0.85,2.03
Malachi Smith,UConn,0.52,1.51,2.03
Braden Hausen,High Point,0.47,1.56,2.03
Treyson Anderson,N Dakota St,0.82,1.21,2.03
Quincy Ballard,Mississippi St,1.0,1.02,2.02
Tunde Vahlberg Fasasi,William & Mary,1.36,0.65,2.01
Tre White,Kansas,0.82,1.19,2.01
Conor Enright,Indiana,1.59,0.42,2.01
Jason Rivera-Torres,Monmouth,0.36,1.64,2.0
Kaleb Lowery,Nevada,2.32,-0.32,2.0
Mouhamed Sow,Rhode Island,1.29,0.71,2.0
Noah Williamson,Alabama,0.72,1.27,1.99
Kanaan Carlyle,FAU,0.68,1.31,1.99
J'Vonne Hadley,Louisville,2.04,-0.06,1.98
Andrew Ball,Monmouth,1.29,0.69,1.98
Cooper Koch,Iowa,1.96,0.02,1.98
AJ Staton-McCray,Seton Hall,0.29,1.68,1.97
Damarco Minor,Pitt,1.04,0.93,1.97
LJ Hackman,Western KY,1.08,0.88,1.96
Jasper Johnson,Kentucky,1.16,0.8,1.96
Aleksas Bieliauskas,Wisconsin,0.86,1.1,1.96
Rafael Castro,G Washington,0.98,0.98,1.96
Pharrel Payne,Maryland,0.53,1.43,1.96
Corey Dunning,Prairie View,0.82,1.14,1.96
Mikel Brown Jr.,Louisville,1.17,0.78,1.95
Colin Smith,Santa Barbara,0.94,1.01,1.95
Leon Bond III,Northern Iowa,1.04,0.91,1.95
Brendan Coyle,Siena,1.93,0.02,1.95
Malik Dia,Ole Miss,0.59,1.36,1.95
Isaac Taveras,Southern Miss,1.4,0.55,1.95
Sebastian Williams-Adams,Auburn,1.03,0.91,1.94
Davi Remagen,Georgia Tech,0.47,1.47,1.94
Torey Alston,MTSU,0.64,1.29,1.93
Antonio Chandler,Siena,1.48,0.45,1.93
Michael Osei-Bonsu,Missouri St,1.07,0.86,1.93
Dasear Haskins,Saint Joseph's,0.9,1.03,1.93
Anton Bonke,Charlotte,1.66,0.26,1.92
Derin Saran,UC Irvine,-0.43,2.35,1.92
Tay Mosher,E Texas A&M,0.76,1.16,1.92
Sam Brown,Davidson,0.13,1.79,1.92
Josh Baldwin,Cornell,1.48,0.43,1.91
Amari Evans,Tennessee,0.66,1.25,1.91
Cameron Corhen,Pitt,1.21,0.7,1.91
Melvyn Ebonkoli,NJIT,0.12,1.78,1.9
Wilson Dubinsky,Marshall,1.1,0.8,1.9
Tayton Conerway,Indiana,1.4,0.49,1.89
Omaha Biliew,Wake Forest,0.26,1.63,1.89
Derek Dixon,North Carolina,1.66,0.23,1.89
Scottie Hubbard,Old Dominion,0.89,0.99,1.88
Lamar Wilkerson,Indiana,1.6,0.28,1.88
Felix Kossaras,Colorado,1.92,-0.04,1.88
Keon Thompson,SF Austin,1.5,0.38,1.88
Jaylen Washington,UT Rio Grande,2.24,-0.37,1.87
Jace Posey,TCU,1.22,0.65,1.87
Michael Duax,FGCU,1.51,0.36,1.87
Leonardo Bettiol,UMass,0.94,0.93,1.87
Gabe Cupps,Ohio State,0.97,0.9,1.87
Elijah Perryman,Utah State,0.0,1.87,1.87
Jamari McDowell,Kansas,1.09,0.77,1.86
Jorge Diaz Graham,Oregon St,1.18,0.68,1.86
TJ Burch,Wright St,0.51,1.34,1.85
Miles Daniels,CA Baptist,1.65,0.19,1.84
Emmanuel Kanga,George Mason,1.05,0.79,1.84
Christian Richardson,Omaha,0.31,1.53,1.84
Luke Wilson,App State,0.34,1.48,1.82
Salim London,UAB,0.77,1.05,1.82
Jonah Butler,Stony Brook,0.91,0.91,1.82
Luke Hunger,G Washington,0.78,1.04,1.82
LJ Wells,N Kentucky,1.7,0.12,1.82
Chandler Jackson,Arkansas St,1.75,0.07,1.82
Christian Harmon,Arkansas St,1.38,0.44,1.82
Filip Borovicanin,Xavier,1.98,-0.16,1.82
Guillermo Diaz Graham,San Francisco,0.09,1.73,1.82
Jaden Johnson,MD Eastern,0.62,1.19,1.81
Yanis Ndjonga,McNeese,0.61,1.2,1.81
Scotty Washington,High Point,0.8,1.01,1.81
Jack Doumbia Jr.,Towson,-0.03,1.83,1.8
Jeremiah Williams,Georgetown,0.93,0.87,1.8
Houston Holland,Chattanooga,1.68,0.12,1.8
Luke Bamgboye,Texas Tech,-0.25,2.04,1.79
Pearson Carmichael,Boise St,0.91,0.88,1.79
Brody Whitaker,Valparaiso,1.14,0.65,1.79
Timotej Malovec,Miami,0.85,0.94,1.79
Tyler Mrus,BYU,1.48,0.31,1.79
Dominic Parolin,Boise St,0.52,1.27,1.79
NJ Benson,DePaul,1.2,0.59,1.79
Miles Barnstable,Tulsa,1.36,0.42,1.78
Victor Panov,Drexel,0.61,1.17,1.78
Adrien Stevens,Marquette,0.5,1.28,1.78
Malik Mack,Georgetown,1.55,0.23,1.78
Aaron McBride,LMU,-0.13,1.9,1.77
Jack Janicki,Wisconsin,-0.35,2.12,1.77
Tariq Francis,Rutgers,1.65,0.12,1.77
Ryan Jackson Jr.,William & Mary,0.94,0.83,1.77
Max Weisbrod,Northern Iowa,-0.38,2.14,1.76
Anthony Johnson,Arizona St,1.69,0.07,1.76
Finley Bizjack,Butler,1.6,0.16,1.76
Magoon Gwath,San Diego St,-0.14,1.89,1.75
Josh Dix,Creighton,0.68,1.06,1.74
Marcell McCreary,UT Arlington,1.26,0.48,1.74
Dominic Pangonis,Wright St,1.9,-0.16,1.74
David Terrell Jr.,North Texas,0.57,1.17,1.74
Peyton Law,South Alabama,0.94,0.8,1.74
Jaiden Glover-Toscano,Saint Joseph's,0.7,1.04,1.74
Imanuel Zorgvol,Youngstown St,1.08,0.66,1.74
Jase Butler,Colorado St,1.0,0.73,1.73
Neoklis Avdalas,Virginia Tech,0.08,1.65,1.73
Adam Olsen,South Alabama,0.65,1.08,1.73
Butta Johnson,Clemson,0.94,0.79,1.73
Leo Beath,UC San Diego,0.66,1.07,1.73
Isaiah Brickner,Idaho,0.39,1.34,1.73
Chase Thompson,Clemson,-0.22,1.95,1.73
Mor Seck,Towson,-0.28,2.01,1.73
Brock Wisne,N Colorado,1.63,0.09,1.72
Erik Pratt,Stony Brook,2.03,-0.31,1.72
Jevin Muniz,Colorado St,2.18,-0.46,1.72
Luke Skaljac,Miami OH,1.31,0.4,1.71
Tramon Mark,Texas,1.91,-0.21,1.7
Cale Jacobsen,Nebraska,-0.52,2.22,1.7
Elzie Harrington,San Diego St,0.2,1.5,1.7
Ja'Corey Robinson,Austin Peay,1.4,0.3,1.7
Matt Able,NC State,1.63,0.06,1.69
Tomislav Ivisic,Illinois,1.36,0.32,1.68
Brenton Knapper,Santa Clara,1.34,0.34,1.68
Filip Brankovic,UT Rio Grande,0.34,1.34,1.68
Eduardo Klafke,Ole Miss,0.99,0.69,1.68
Amari Reed,UT Arlington,-0.49,2.16,1.67
Mikhail Pocknett,Buffalo,0.74,0.92,1.66
AJ Swinton,Florida St,0.73,0.93,1.66
Chuck Bailey III,Nevada,0.92,0.74,1.66
Rob Martin,High Point,1.38,0.27,1.65
Riley Kugel,UCF,1.54,0.1,1.64
T.O. Barrett,Missouri,2.13,-0.49,1.64
Dylan Faulkner,Samford,2.53,-0.89,1.64
Xavier Amos,Loyola Chicago,-0.08,1.72,1.64
Bryce Cofield,Fullerton,0.11,1.52,1.63
Ryan Soulis,Columbia,0.78,0.85,1.63
Tyler Thompson,Montana,0.87,0.76,1.63
Ade Popoola,Tulsa,1.6,0.03,1.63
Dominique Diomande,BYU,0.75,0.88,1.63
Jake Fiegen,Cornell,2.95,-1.32,1.63
Augusto Cassiá,Ole Miss,0.3,1.32,1.62
Jemel Jones,New Mexico St,1.08,0.54,1.62
Kowacie Reeves Jr.,Georgia Tech,0.08,1.54,1.62
Apostolos Roumoglou,Richmond,-0.21,1.83,1.62
Micah Handlogten,Florida,1.31,0.31,1.62
Dan Skillings Jr.,Baylor,2.05,-0.43,1.62
Dezayne Mingo,Charlotte,1.89,-0.27,1.62
Jacob Patrick,Utah,0.82,0.8,1.62
Jaiun Simon,Dayton,0.63,0.98,1.61
Dre Bullock,Hawai'i,0.86,0.75,1.61
Drew Steffe,S Illinois,0.18,1.42,1.6
Corey Chest,Ole Miss,-0.49,2.09,1.6
Braden Housley,Utah Valley,0.57,1.03,1.6
Trent Noah,Kentucky,-0.22,1.82,1.6
Baye Ndongo,Georgia Tech,0.75,0.84,1.59
KaiMani Murdock,Lafayette,0.53,1.06,1.59
Jalen Quinn,Drake,2.12,-0.53,1.59
Jakobi Heady,Bethune,1.06,0.53,1.59
Thomas Bassong,Florida St,0.32,1.27,1.59
Michael Imariagbe,Wright St,1.77,-0.18,1.59
Sam Orme,Belmont,0.66,0.92,1.58
Leon Horner,Texas Tech,1.1,0.48,1.58
Rob Dockery,La Salle,0.55,1.03,1.58
Ayomi Odetoyinbo,Colgate,0.04,1.54,1.58
Tennessee Rainwater,Le Moyne,0.81,0.76,1.57
Keonte Jones,Dayton,-0.73,2.3,1.57
Gavin Doty,Siena,0.99,0.57,1.56
Dante Censori-Hercules,Portland,1.1,0.46,1.56
Gavin Gores,Wyoming,1.21,0.35,1.56
Jacolb Fredson-Cole,McNeese,0.82,0.73,1.55
Jalen Haynes,S Illinois,0.04,1.51,1.55
Ari Gooch,UAB,0.32,1.23,1.55
Kris Parker,UCF,1.16,0.38,1.54
Terrence Hill Jr.,VCU,1.2,0.34,1.54
Dominique Daniels Jr.,CA Baptist,1.11,0.43,1.54
Malek Gomma,Weber St,0.81,0.72,1.53
Charles Johnston,Furman,-0.11,1.64,1.53
Petar Majstorovic,Long Beach St,1.94,-0.41,1.53
Rakim Chaney,Valparaiso,0.43,1.1,1.53
Momo Nkugwa,Vermont,1.17,0.36,1.53
Kohl Rosario,Kansas,0.57,0.95,1.52
Rory Hawke,Saint Mary's,0.3,1.22,1.52
Zach Clemence,Texas A&M,0.39,1.13,1.52
Lefteris Liotopoulos,St John's,0.21,1.3,1.51
Kebba Njie,Notre Dame,0.02,1.49,1.51
Amaël L'Etang,Dayton,0.48,1.03,1.51
Nathan Claerbaut,C Michigan,1.38,0.13,1.51
Josh Ahayere,Colgate,0.78,0.73,1.51
Cheikh Sow,Idaho St,0.66,0.85,1.51
Ben Hammond,Virginia Tech,1.06,0.44,1.5
Sam Silverstein,UIC,1.05,0.45,1.5
Caedin Hamilton,Marquette,-0.84,2.34,1.5
Mouhamed Mbaye,UTEP,-0.2,1.7,1.5
Harry Wessels,Saint Mary's,0.05,1.44,1.49
Cole Certa,Notre Dame,1.7,-0.21,1.49
Dejour Reaves,Fordham,0.23,1.26,1.49
Miro Little,Santa Barbara,1.22,0.27,1.49
Sean Lang,Mercyhurst,0.53,0.96,1.49
Elijah Malone,Colorado,0.96,0.53,1.49
Rytis Petraitis,California,0.83,0.65,1.48
Avery Thomas II,Louisiana Tech,0.44,1.04,1.48
Jack Karasinski,Bellarmine,4.41,-2.93,1.48
Jake Wilkins,Georgia,0.05,1.43,1.48
Allen Mukeba,Arizona St,-0.08,1.56,1.48
Eric Freeny,UCLA,0.75,0.73,1.48
Cliff Davis,James Madison,1.8,-0.33,1.47
Carlos Hart,E Michigan,0.22,1.25,1.47
Reed Bailey,Indiana,0.7,0.77,1.47
ND Okafor,Washington St,0.44,1.03,1.47
Langston Reynolds,Minnesota,0.73,0.74,1.47
Trent Pierce,Missouri,1.05,0.42,1.47
Kade Sebastian,American,0.34,1.12,1.46
Connor Essegian,Nebraska,0.57,0.89,1.46
JJ Harper,Liberty,0.2,1.26,1.46
Ruben Prey,St John's,0.64,0.81,1.45
Elmarko Jackson,Kansas,1.54,-0.09,1.45
Khaden Bennett,Wyoming,0.06,1.39,1.45
Lateef Patrick,SF Austin,0.71,0.74,1.45
Tyler Doyle,Bellarmine,3.94,-2.49,1.45
Clyde Bailey II,UNC Greensboro,0.65,0.8,1.45
Jalen Reed,LSU,0.49,0.96,1.45
KC Ibekwe,Pacific,0.82,0.62,1.44
Colby Duggan,Charleston,1.0,0.44,1.44
Jorge Moreno,S Illinois,0.45,0.99,1.44
Damien King,UT Martin,0.45,0.99,1.44
Gabe Dynes,USC,-0.34,1.78,1.44
Josiah LeGree,Morehead St,0.77,0.67,1.44
Sergej Macura,Mississippi St,0.74,0.7,1.44
Niko Rocak,UC Davis,0.17,1.27,1.44
Austin Williford,Saint Joseph's,-0.53,1.96,1.43
Davion Hannah,Alabama,0.49,0.94,1.43
Jayden Stone,Missouri,1.51,-0.08,1.43
Donovan Draper,Navy,0.82,0.61,1.43
Anthony Robinson II,Missouri,0.03,1.4,1.43
TJ Cope,New Orleans,1.85,-0.42,1.43
Sam Alexis,Indiana,1.48,-0.06,1.42
CJ Larry,N'Western St,0.75,0.67,1.42
Aidan Cammann,Stanford,1.59,-0.17,1.42
Tyson Brown,Radford,0.54,0.88,1.42
Jannoy Thomas,Prairie View,1.84,-0.42,1.42
Jaden Alexander,Bakersfield,1.37,0.05,1.42
Kyndall Davis,Texas St,-0.59,2.0,1.41
Myles Rigsby,Tulsa,-0.18,1.59,1.41
Nate Johnson,Detroit Mercy,0.54,0.87,1.41
Ibrahim Souare,Syracuse,0.45,0.96,1.41
Jayden Cooper,South Alabama,0.04,1.37,1.41
Jack Benter,Purdue,0.61,0.8,1.41
Harry Rouhliadeff,Hawai'i,0.82,0.59,1.41
Kennedy Okpara,Lipscomb,-0.65,2.06,1.41
Josh Lee,Denver,1.17,0.23,1.4
Meechie Johnson,South Carolina,0.86,0.54,1.4
Andrej Shoshkikj,Stony Brook,0.24,1.16,1.4
Assane Mandian,UNC Greensboro,0.02,1.38,1.4
Chandler Bing,Vanderbilt,2.91,-1.51,1.4
Aly Tounkara,Arkansas St,-0.84,2.23,1.39
Jacari White,Virginia,1.67,-0.28,1.39
Brayden Maldonado,Seattle U,0.36,1.03,1.39
Brandon Maclin,DePaul,0.05,1.34,1.39
Justin Mullins,Northwestern,0.92,0.47,1.39
Timo George,Portland,0.07,1.32,1.39
Sean Blake,Vermont,0.93,0.46,1.39
Cash Chavis,UT Arlington,0.85,0.54,1.39
Jake Davis,Illinois,1.6,-0.22,1.38
Sebastian Akins,Wake Forest,0.75,0.63,1.38
Jalen Hampton,Arkansas St,1.87,-0.5,1.37
Justin Rochelin,Pacific,0.76,0.61,1.37
Preston Edmead,Hofstra,-0.05,1.42,1.37
Papa Amadou Kante,Pitt,0.17,1.19,1.36
Zac Foster,Clemson,0.62,0.74,1.36
Jelani Hamilton,Georgia St,1.36,0.0,1.36
Jose Roberto Tanchyn,UMBC,0.96,0.39,1.35
Isaiah Johnson,Colorado,2.24,-0.89,1.35
Curt Lewis,Southern Miss,0.51,0.84,1.35
Rashaun Agee,Texas A&M,0.92,0.43,1.35
Hudson Mayes,UC San Diego,0.78,0.57,1.35
Jalen Cox,Colgate,0.92,0.42,1.34
Mike Nwoko,LSU,2.63,-1.29,1.34
Jasen Green,Creighton,0.94,0.4,1.34
AJ Rohosy,Stanford,0.9,0.44,1.34
Carter Hopoi,Valparaiso,0.58,0.76,1.34
Andre Mills,Maryland,0.32,1.02,1.34
Zander Carter,Liberty,0.33,1.01,1.34
Dasonte Bowen,St Bonaventure,1.08,0.25,1.33
Isaac Traudt,Creighton,0.25,1.08,1.33
Zawdie Jackson,FIU,0.38,0.95,1.33
Eli Rice,Penn State,0.47,0.86,1.33
Chase Lowe,William & Mary,0.63,0.7,1.33
DJ Hall,Texas St,2.08,-0.75,1.33
Filip Jovic,Auburn,0.45,0.87,1.32
Brandon Rechsteiner,Colorado St,1.84,-0.52,1.32
Derrian Ford,Temple,2.23,-0.91,1.32
Spencer Elliott,Charlotte,1.12,0.2,1.32
Cenker Evran,Texas A&M-CC,-0.13,1.45,1.32
Tajuan Simpkins,Seton Hall,0.67,0.64,1.31
Troy Glover II,Bowling Green,0.89,0.42,1.31
Jasai Miles,Indiana,0.43,0.88,1.31
Howie Fleming Jr.,UNLV,1.58,-0.27,1.31
Dani Pounds,Tennessee Tech,1.33,-0.02,1.31
Abdou Khadre Kébé,Mount St Marys,-0.36,1.66,1.3
Stephon Payne,Seton Hall,0.53,0.77,1.3
Keeyan Itejere,Rhode Island,0.49,0.81,1.3
Miles Klapper,Idaho,0.07,1.23,1.3
Jaylin Sellers,Providence,2.06,-0.76,1.3
Damarion Dennis,Wyoming,1.96,-0.66,1.3
Cooper Wright,Colgate,0.24,1.06,1.3
Truman Byrne,C Arkansas,0.69,0.6,1.29
Wilson Jacques,Fresno St,0.53,0.76,1.29
Veljko Ilic,Sam Houston,0.35,0.94,1.29
Mason Miller,Murray St,1.8,-0.51,1.29
Dakari Thomas,Chicago St,0.14,1.15,1.29
Lassina Traore,Texas,0.15,1.13,1.28
Sebastian Rancik,Colorado,0.92,0.36,1.28
Travis Torain,Austin Peay,0.24,1.04,1.28
Pasha Goodarzi,San José St,2.92,-1.65,1.27
Markhi Strickland,N Dakota St,1.38,-0.11,1.27
Morgan Safford,Kent State,0.85,0.42,1.27
Ven-Allen Lubin,NC State,1.17,0.1,1.27
Seth Trimble,North Carolina,1.81,-0.54,1.27
Amaree Abram,Tennessee,0.1,1.17,1.27
Vincent Neugebauer,FAU,0.97,0.29,1.26
Brian Taylor II,ETSU,1.19,0.07,1.26
Kobe Rodgers,Louisville,0.12,1.14,1.26
Josiah Shackelford,Bowling Green,1.4,-0.14,1.26
Hunter Erickson,Hawai'i,0.05,1.21,1.26
Shilo Jackson,Le Moyne,-0.47,1.73,1.26
Liam Campbell,Saint Mary's,-0.15,1.41,1.26
Jlynn Counter,Charleston,0.85,0.4,1.25
TJ Williams,Wichita St,2.08,-0.83,1.25
Jakevion Buckley,New Orleans,0.01,1.24,1.25
Travis Perry,Ole Miss,0.36,0.89,1.25
Tylen Riley,Tulsa,1.78,-0.53,1.25
David Thomas,Richmond,0.12,1.13,1.25
AJ Bates,Louisiana Tech,1.13,0.12,1.25
Trent Sisley,Indiana,-0.26,1.5,1.24
Drew Scharnowski,Belmont,0.54,0.7,1.24
Chris Johnson,UCF,1.34,-0.1,1.24
Landon Wolf,Illinois St,1.08,0.16,1.24
Kacper Klaczek,Elon,0.94,0.3,1.24
Dylan Williamson,Towson,0.18,1.05,1.23
Hassane Diallo,Prairie View,0.35,0.88,1.23
Josh Meo,Winthrop,0.68,0.55,1.23
David Dixon,Duquesne,0.55,0.68,1.23
Luke Brown,American,0.4,0.83,1.23
Ezra Ausar,USC,0.95,0.27,1.22
Karter Knox,Arkansas,1.13,0.09,1.22
Eli Greenberg,Le Moyne,0.71,0.51,1.22
Robert Vaihola,Minnesota,0.35,0.87,1.22
Riley Massey,N Dakota St,0.57,0.65,1.22
Cayden Charles,St Bonaventure,1.58,-0.36,1.22
Lee Dort,California,0.19,1.03,1.22
Dior Johnson,Tarleton St,3.04,-1.82,1.22
Kellen Pickett,Wright St,0.84,0.38,1.22
Gabe Pickens,New Mexico St,0.25,0.97,1.22
Micah Robinson,TCU,-0.17,1.39,1.22
Isaiah Abraham,Georgetown,0.86,0.35,1.21
Bryce Dortch,Rutgers,0.21,1.0,1.21
Brian Moore Jr.,Grand Canyon,1.8,-0.59,1.21
Jamai Felt,Temple,0.27,0.94,1.21
Mekhi Mason,Wake Forest,0.69,0.52,1.21
Ethan Roberts,Penn,1.4,-0.19,1.21
Christian Henry,Fordham,-0.08,1.29,1.21
Isiah Harwell,Houston,-0.61,1.82,1.21
Peyton Marshall,Georgia Tech,-0.76,1.96,1.2
Chris Nwuli,Rutgers,0.91,0.29,1.2
Shammah Scott,Akron,1.65,-0.45,1.2
German Plotnikov,Hofstra,0.32,0.88,1.2
Wilhelm Breidenbach,Grand Canyon,-0.19,1.39,1.2
Carter Welling,Clemson,-0.18,1.38,1.2
Jalen Celestine,Cincinnati,-0.11,1.31,1.2
Dalton Scantlebury,Penn,0.44,0.76,1.2
Will James Jr.,Toledo,0.99,0.21,1.2
Mike Sharavjamts,South Carolina,0.16,1.03,1.19
Cedric Lath,Houston,0.52,0.67,1.19
Aginaldo Neto,Boise St,-0.14,1.33,1.19
Angel Montas Jr.,UMass Lowell,2.18,-0.99,1.19
Ian Jackson,St John's,0.63,0.56,1.19
Kezza Giffa,Ole Miss,0.74,0.45,1.19
Arrinten Page,Northwestern,1.09,0.1,1.19
Jayden Leverett,Vanderbilt,0.9,0.29,1.19
Preston Ruedinger,Green Bay,2.01,-0.83,1.18
Wesley Yates III,Washington,0.69,0.49,1.18
Ahmet Jonovic,Bradley,1.06,0.12,1.18
Jaquan Womack,Towson,-0.45,1.63,1.18
Nes Emeneke,UC Irvine,-0.71,1.89,1.18
Jonathan Powell,North Carolina,-0.36,1.53,1.17
Tomas Thrastarson,Washington St,-0.15,1.32,1.17
Victor Valdes,Troy,0.42,0.75,1.17
Jacoi Hutchinson,Longwood,0.81,0.36,1.17
Jafeth Martinez,SC Upstate,-0.45,1.62,1.17
Ben Roseborough,San José St,-0.07,1.24,1.17
Salih Altuntas,Miami,0.78,0.39,1.17
Tuongthach Gatkek,Little Rock,0.39,0.77,1.16
Devin Haid,South Florida,0.65,0.51,1.16
Randy Brady,South Alabama,-0.03,1.19,1.16
Tama Isaac,UC Irvine,-0.87,2.03,1.16
Chike Ndefo,Towson,-0.06,1.21,1.15
Austin Benigni,Navy,0.39,0.76,1.15
Kalifa Sakho,Houston,0.41,0.74,1.15
Reggie Hill,Coastal,-0.29,1.44,1.15
Abou Magassa,Wyoming,-0.07,1.22,1.15
Kael Combs,Iowa,0.4,0.74,1.14
Tyshawn Archie,McNeese,0.6,0.54,1.14
Augustinas Kiudulas,Colorado St,0.11,1.03,1.14
Donnie Freeman,Syracuse,0.82,0.32,1.14
Mercy Miller,Houston,0.95,0.18,1.13
Roor Akhuar,Fordham,0.05,1.08,1.13
Tyler Betsey,Syracuse,1.54,-0.41,1.13
Dra Gibbs-Lawhorn,UNLV,2.02,-0.89,1.13
Blaise Keita,Western KY,0.08,1.05,1.13
Tarence Guinyard,Duquesne,1.01,0.12,1.13
Jordan Gorecki,Texas Southern,-0.59,1.72,1.13
Jefferson De La Cruz Monegro,Fullerton,0.42,0.71,1.13
Kose Egbule,James Madison,0.94,0.18,1.12
Rodney Rice,USC,0.66,0.46,1.12
Mor Massamba Diop,Unknown Team,0.24,0.88,1.12
Milos Ilic,California,0.26,0.85,1.11
Bilal Abdur-Rahman,Alabama A&M,0.98,0.13,1.11
Rene D'Amelio,CA Baptist,0.93,0.18,1.11
Anthony Nimani,Cornell,1.6,-0.49,1.11
Kayvaun Mulready,Georgetown,0.51,0.59,1.1
Dario Domingos,Utah Tech,1.06,0.04,1.1
Dante Allen,Miami,0.15,0.95,1.1
Jai Anthoni Bearden,Ball State,0.9,0.2,1.1
Tim Okojie,SC State,-0.38,1.48,1.1
Tajavis Miller,New Mexico,-0.44,1.54,1.1
Guzman Vasilic,Cal Poly,0.94,0.16,1.1
Ramone Seals,Kennesaw St,-0.06,1.16,1.1
Julien Gomez,UT Rio Grande,0.98,0.11,1.09
Cedric Taylor III,Howard,0.28,0.8,1.08
Hank Alvey,Lehigh,1.56,-0.48,1.08
Keyshawn Mitchell,VCU,0.73,0.35,1.08
Jeff Nwankwo,Oklahoma,0.7,0.38,1.08
Ilias Kamardine,Ole Miss,0.94,0.14,1.08
Rhyjon Blackwell,Marist,-0.4,1.48,1.08
Jalen Speer,Marshall,0.58,0.5,1.08
Amarion Dickerson,USC,1.06,0.01,1.07
Jack Smiley,Belmont,1.17,-0.1,1.07
Jalen Jackson,Butler,0.58,0.49,1.07
Obi Agbim,Baylor,0.41,0.66,1.07
Jevon Porter,Missouri,-0.28,1.35,1.07
Michael Phillips II,Marquette,-0.54,1.61,1.07
Youssouf Singare,High Point,-0.08,1.15,1.07
Brandon Noel,Ohio State,0.77,0.29,1.06
Elias Ralph,Pacific,0.65,0.41,1.06
Grayson Grove,Minnesota,-0.26,1.32,1.06
Rashaud Marshall,Austin Peay,1.35,-0.3,1.05
Quel'Ron House,S Illinois,-1.02,2.07,1.05
Tre'shawn Sheppard,Long Island,1.63,-0.58,1.05
Nassim Mashhour,Oakland,1.57,-0.52,1.05
Kaden Cooper,Louisiana Tech,-0.5,1.55,1.05
Jamie Vinson,Texas A&M,-0.37,1.42,1.05
Enel St. Bernard,Indiana St,0.02,1.03,1.05
Cameron Faas,Fresno St,-0.5,1.54,1.04
Brenen Lorient,West Virginia,-0.76,1.8,1.04
Marcus Niblack,Canisius,-0.19,1.23,1.04
James Evans Jr.,CSU Northridge,-0.43,1.47,1.04
Roberts Blums,Davidson,0.34,0.7,1.04
Jaland Lowe,Kentucky,0.61,0.43,1.04
Jalen Pitre,Tennessee St,0.47,0.57,1.04
Edwin Suarez Jr.,Weber St,1.51,-0.47,1.04
Joshua Aaron Reaves,Hofstra,-0.24,1.28,1.04
Ace Glass,Washington St,0.72,0.31,1.03
Alyn Breed,NC State,-0.09,1.12,1.03
Wyatt Fricks,Marshall,1.11,-0.08,1.03
Arnas Sakenis,SIUE,-1.04,2.07,1.03
Sash Gavalyugov,Santa Clara,0.74,0.29,1.03
Breylin Garcia,SC Upstate,0.41,0.62,1.03
Miles Goodman,UT Arlington,0.86,0.17,1.03
Jalen Shelley,LMU,0.07,0.96,1.03
Quin Gorman,Stony Brook,0.91,0.12,1.03
Jordan Gabriel,Marist,0.12,0.9,1.02
Jordan Riley,East Carolina,0.83,0.19,1.02
Dennis Evans,Grand Canyon,0.2,0.82,1.02
Ace Valentine,UMBC,1.48,-0.46,1.02
Jaheem Webber,S Illinois,-0.41,1.43,1.02
Peteris Pinnis,Providence,0.53,0.49,1.02
Ose Okojie,Howard,0.29,0.73,1.02
Peyton White,Nevada,0.43,0.59,1.02
Willie Williams,N'Western St,-0.84,1.86,1.02
Tate Sage,Iowa,1.34,-0.32,1.02
Gavin Hightower,South Florida,0.19,0.82,1.01
C.J. O'Hara,Green Bay,0.85,0.16,1.01
Nojus Indrusaitis,Pitt,0.41,0.6,1.01
Nik Graves,Creighton,1.77,-0.76,1.01
Jaden Jackson,S Dakota St,-0.05,1.06,1.01
Dominick Nelson,Iowa State,1.01,0.0,1.01
ArDarius Grayson,Weber St,1.7,-0.7,1.0
Andrew Meadow,Boise St,1.26,-0.26,1.0
Carey Booth,Colorado St,1.55,-0.55,1.0
Enzo Boudouma,New Orleans,0.45,0.55,1.0
Malachi Davis,Long Island,1.72,-0.72,1.0
