Player,Team,Est_Possessions,O_BAPM,D_BAPM,Total_BAPM
Scooter Williams,E Texas A&M,72.9,-4.72,-8.39,-13.11
Takai Hardy,Idaho,28.8,-5.88,-7.24,-13.12
Jayden Stevens,Idaho,6.5,-5.91,-7.23,-13.14
Ademide Badmus,Gardner-Webb,169.3,-3.35,-9.8,-13.15
David Green,Rhode Island,386.3,-3.23,-9.95,-13.18
Chris Arias,Jacksonville,300.0,-6.19,-6.99,-13.18
David Simon,San Diego,154.6,-5.93,-7.27,-13.2
Jojo Anderson,Idaho,37.2,-6.05,-7.16,-13.21
Kyson Rose,Idaho,19.4,-6.03,-7.2,-13.23
Sebastian Thomas,Rhode Island,473.9,-3.19,-10.09,-13.28
Donovan Rivers,Jacksonville,239.0,-6.65,-6.64,-13.29
Zimi Nwokeji,Jacksonville,225.8,-6.62,-6.72,-13.34
Scottie Hubbard,Old Dominion,198.3,-8.86,-4.49,-13.35
Bendji Pierre,San Diego,189.4,-6.25,-7.12,-13.37
Jac Mani,UC Davis,19.0,-6.49,-6.9,-13.39
Caden Diggs,Old Dominion,190.6,-8.79,-4.62,-13.41
Gabe Spinelli,Chicago St,387.9,-3.56,-9.85,-13.41
Deuce Jones,La Salle,521.9,-5.87,-7.54,-13.41
Andre Lorentsson,Toledo,101.6,1.27,-14.69,-13.42
Grgur Brcic,Toledo,63.9,1.29,-14.72,-13.43
Jaylan Ouwinga,Toledo,111.0,1.28,-14.75,-13.47
Noble Crawford,Chicago St,337.7,-3.75,-9.74,-13.49
Troy Cicero Jr.,Loyola MD,44.1,-9.64,-3.85,-13.49
Sione Lose,UC Davis,56.4,-6.62,-6.88,-13.5
Stephon Payne,Jacksonville,57.8,-7.1,-6.4,-13.5
Brayden Fagbemi,C Arkansas,360.8,-6.48,-7.02,-13.5
Yusef Salih,E Texas A&M,151.2,-5.55,-7.98,-13.53
Drew King,Elon,170.2,-3.75,-9.79,-13.54
Rodrick Payne,W Illinois,117.4,-11.9,-1.65,-13.55
Tay Mosher,E Texas A&M,183.1,-5.54,-8.01,-13.55
Paul Bruns,South Dakota,291.0,-5.01,-8.58,-13.59
Jamaal Unuakhalu,UC Davis,44.1,-6.89,-6.7,-13.59
Robert Braswell IV,Charlotte,328.8,-3.92,-9.7,-13.62
Kylan Blackmon,Charlotte,365.7,-3.94,-9.68,-13.62
Marko Maletic,W Illinois,136.5,-12.1,-1.53,-13.63
Corey McKeithan,La Salle,564.8,-5.91,-7.73,-13.64
Matthew Robinson,Chicago St,335.8,-4.06,-9.59,-13.65
Khaliq Abdul-Mateen,E Texas A&M,249.6,-5.43,-8.22,-13.65
Jalen Forrest,Chicago St,303.0,-3.72,-9.93,-13.65
Eli King,North Dakota,436.0,-5.67,-8.02,-13.69
Brendan Mykalcio,Gardner-Webb,75.0,-4.23,-9.47,-13.7
Samuel Gibbs,Loyola MD,15.9,-10.02,-3.69,-13.71
Kent Jackson,Jacksonville,120.3,-7.39,-6.34,-13.73
Dailliss Cox,Chicago St,225.7,-4.09,-9.66,-13.75
Mason Williams,E Washington,340.7,-0.63,-13.15,-13.78
Makai Willis,UL Monroe,431.8,-3.4,-10.38,-13.78
Kean Webb,San Diego,99.5,-6.98,-6.82,-13.8
Orlando Lovejoy,Detroit Mercy,334.2,2.0,-15.81,-13.81
Josh Banks,UNC Asheville,434.6,-3.47,-10.37,-13.84
Evan van der Plas,Canisius,175.1,-7.37,-6.47,-13.84
Tyreese Watson,UL Monroe,348.8,-3.46,-10.39,-13.85
Jamarques Lawrence,Rhode Island,402.4,-4.49,-9.36,-13.85
Colby Brooks,San Diego,9.9,-7.17,-6.71,-13.88
Dani Pounds,Old Dominion,71.2,-9.6,-4.29,-13.89
Tito Deng,Jacksonville,76.4,-7.76,-6.14,-13.9
Massal Diouf,W Illinois,125.7,-12.66,-1.27,-13.93
Sebastian Hartmann,E Washington,264.3,-1.03,-12.91,-13.94
Donovan Raymond,Old Dominion,66.4,-9.7,-4.25,-13.95
Kaleb Stewart,South Dakota,264.2,-5.82,-8.17,-13.99
Matt Van Komen,Elon,170.2,-4.57,-9.44,-14.01
Race Herr,Gardner-Webb,14.0,-4.72,-9.29,-14.01
Jaden House,Rhode Island,404.8,-4.62,-9.42,-14.04
Vytautas Zygas,Old Dominion,37.2,-9.84,-4.21,-14.05
Sai Witt,Austin Peay,73.4,1.19,-15.25,-14.06
David Fuchs,Rhode Island,268.4,-4.56,-9.5,-14.06
Nick Spinoso,Penn,293.9,1.84,-15.91,-14.07
Shelton Williams-Dryden,West Georgia,235.6,-0.42,-13.66,-14.08
Javonte Brown,Rhode Island,269.5,-5.03,-9.06,-14.09
Jalen Bolden,UL Monroe,387.0,-4.08,-10.01,-14.09
Dominic Muncey,San Diego,44.6,-7.57,-6.55,-14.12
Jackson Gaffney,San Diego,11.9,-7.59,-6.54,-14.13
Cole McCormick,C Arkansas,330.2,-7.43,-6.71,-14.14
Amar Kuljuhovic,North Dakota,319.1,-6.58,-7.56,-14.14
Cooper Jones,Old Dominion,8.0,-10.09,-4.06,-14.15
Nick Del Bosque,San Diego,2.0,-7.65,-6.51,-14.16
Mayuom Buom,South Dakota,161.6,-5.94,-8.22,-14.16
Elias Cato,C Arkansas,260.5,-7.7,-6.47,-14.17
Issac McBride,Oral Roberts,339.7,-3.29,-10.88,-14.17
Brandon Taylor,E Texas A&M,54.7,-6.57,-7.61,-14.18
Neel Beniwal,San Diego,13.0,-7.71,-6.48,-14.19
Rieco Hellams,Old Dominion,0.0,-10.16,-4.04,-14.2
Imo Essien,Old Dominion,0.0,-10.16,-4.04,-14.2
Quan Lax,Austin Peay,267.7,0.91,-15.14,-14.23
Max Burchill,South Dakota,389.4,-6.38,-7.86,-14.24
Isaac Harrell,Elon,112.0,-4.96,-9.3,-14.26
Kiyron Powell,W Illinois,16.8,-13.29,-0.97,-14.26
Kameron Taylor,UNC Asheville,248.6,-4.46,-9.8,-14.26
Emmett Marquardt,E Washington,231.5,-1.3,-12.96,-14.26
Tajuan Simpkins,Elon,57.8,-5.07,-9.21,-14.28
Jahnathan Lamothe,NC A&T,387.4,-10.45,-3.9,-14.35
Chris Adlam,E Texas A&M,64.6,-6.83,-7.52,-14.35
Maji David-Maji,Canisius,2.0,-8.34,-6.04,-14.38
Mier Panoam,North Dakota,358.7,-6.83,-7.55,-14.38
Mykol Sanchez-Vega,E Texas A&M,9.0,-6.95,-7.44,-14.39
Jaehshon Thomas,Charlotte,282.5,-5.22,-9.17,-14.39
Nicco DiGiulio,Canisius,4.0,-8.37,-6.03,-14.4
Nika Metskhvarishvili,Charlotte,301.7,-5.45,-8.96,-14.41
Ethan Roberts,Penn,381.9,0.86,-15.33,-14.47
Darius Dawson,Austin Peay,83.1,0.47,-14.95,-14.48
Caleb Thompson,W Illinois,15.5,-13.68,-0.83,-14.51
Nic McClain,E Washington,273.2,-1.88,-12.63,-14.51
Anton Brookshire,Austin Peay,216.8,0.32,-14.83,-14.51
TJ Nadeau,Detroit Mercy,293.8,0.53,-15.1,-14.57
Kayden Carter,W Illinois,7.0,-13.77,-0.82,-14.59
Shey Eberwein,South Dakota,200.7,-6.83,-7.77,-14.6
JaVar Daniel,Austin Peay,72.5,0.12,-14.77,-14.65
Nate Johnson,Detroit Mercy,335.4,0.45,-15.1,-14.65
Brayden Crump,Elon,80.5,-5.72,-8.95,-14.67
Ashton Smith,South Dakota,224.0,-6.86,-7.82,-14.68
Hansel Enmanuel,Austin Peay,111.8,0.12,-14.81,-14.69
Ben Fox,C Arkansas,274.9,-8.53,-6.18,-14.71
Greg Gantt Jr.,UNC Asheville,423.6,-5.0,-9.72,-14.72
Angelo Winkel,E Washington,126.2,-2.38,-12.35,-14.73
Fletcher Abee,UNC Asheville,428.2,-5.15,-9.63,-14.78
Braelon Bush,Prairie View,481.0,-4.65,-10.13,-14.78
Khalil Badru,New Hampshire,355.6,-9.77,-5.03,-14.8
Ryan Kalambay,Detroit Mercy,227.2,0.07,-14.87,-14.8
Me'Kell Burries,Austin Peay,63.5,-0.12,-14.71,-14.83
Quentin Diboundje,Rhode Island,155.9,-6.34,-8.52,-14.86
Coltie Young,UL Monroe,433.7,-5.37,-9.5,-14.87
Elijah Thomas,E Washington,219.3,-2.58,-12.29,-14.87
Mike Evbagharu,C Arkansas,105.7,-8.91,-5.99,-14.9
Cam Estevez,Rhode Island,162.0,-6.19,-8.73,-14.92
Akili Evans,Austin Peay,57.0,-0.33,-14.59,-14.92
Nikolaos Chitikoudis,NC A&T,369.4,-11.45,-3.48,-14.93
Sami Pissis,New Hampshire,365.1,-10.04,-4.89,-14.93
Mambourou Mara,North Dakota,252.9,-8.12,-6.82,-14.94
Saxby Sunderland,Chicago St,97.0,-6.22,-8.74,-14.96
CJ Delancy,Chicago St,117.2,-6.21,-8.76,-14.97
Jahlil White,La Salle,259.2,-8.2,-6.79,-14.99
Mac Etienne,La Salle,394.3,-8.66,-6.34,-15.0
Vice Zanki,E Washington,111.8,-2.79,-12.22,-15.01
Ben Bradford,Charlotte,83.4,-6.41,-8.6,-15.01
Deng Mayar,North Dakota,226.3,-7.76,-7.25,-15.01
Daniel Loos,Austin Peay,84.9,-0.42,-14.6,-15.02
Jevon Hill,South Dakota,21.8,-7.65,-7.44,-15.09
Jalen Rucker,Army,528.4,-4.95,-10.17,-15.12
AD Diedhiou,UL Monroe,186.1,-5.89,-9.27,-15.16
Isaiah Folkes,Charlotte,146.1,-6.64,-8.55,-15.19
Zaakir Sawyer,Prairie View,362.8,-5.58,-9.63,-15.21
Rich Rolf,Charlotte,62.6,-6.7,-8.51,-15.21
Tunde Vahlberg Fasasi,La Salle,410.2,-8.82,-6.4,-15.22
Mak Manciel,Detroit Mercy,213.6,-0.49,-14.74,-15.23
Alex Raiford,Chicago St,7.0,-6.69,-8.54,-15.23
Tekao Carpenter,Austin Peay,35.7,-0.85,-14.38,-15.23
Joe Spinelli,Chicago St,18.4,-6.75,-8.51,-15.26
Emmanuel Kuac,Detroit Mercy,187.8,-0.53,-14.73,-15.26
Tyler Powell,E Washington,118.5,-3.25,-12.02,-15.27
Dean Reiber,Charlotte,106.3,-6.74,-8.53,-15.27
Greg Spate,Chicago St,19.0,-6.83,-8.46,-15.29
Drissa Traore,Rhode Island,99.2,-6.98,-8.32,-15.3
Terrell Gaines,Austin Peay,0.0,-0.99,-14.32,-15.31
Kendall Campbell,Elon,38.3,-6.83,-8.5,-15.33
Bowen Hammer,Austin Peay,1.0,-1.1,-14.27,-15.37
Sam Alajiki,Oral Roberts,288.2,-5.46,-9.92,-15.38
Denijay Harris,Southern Miss,470.6,-2.02,-13.38,-15.4
Tamaury Releford,West Georgia,115.3,-2.8,-12.62,-15.42
Ubong-Abasi Etim,C Arkansas,118.8,-9.8,-5.63,-15.43
Andrew Bailey,Charlotte,0.0,-7.15,-8.3,-15.45
Diogo Seixas,C Arkansas,117.0,-9.87,-5.58,-15.45
Aleks Szymczyk,Charlotte,14.4,-7.14,-8.31,-15.45
Sam Stockton,E Washington,132.0,-3.65,-11.87,-15.52
Marcel Bryant,Prairie View,330.5,-6.06,-9.46,-15.52
Owen Derhmann,C Arkansas,164.9,-10.03,-5.5,-15.53
Japhet Medor,Fordham,492.3,-0.87,-14.67,-15.54
Deandre Smart,Elon,15.8,-7.25,-8.3,-15.55
Quentin Jones,N Illinois,345.9,-8.4,-7.15,-15.55
Stephen Okoro,Detroit Mercy,98.2,-1.17,-14.41,-15.58
Daeshon Shepherd,La Salle,367.9,-8.99,-6.59,-15.58
James Dent Jr.,N Illinois,396.5,-8.48,-7.13,-15.61
Jawarie Hamelin,New Hampshire,346.0,-11.29,-4.32,-15.61
Pavlo Dziuba,E Washington,14.0,-3.81,-11.8,-15.61
Jalen Miller,Oral Roberts,317.6,-5.87,-9.75,-15.62
Josiah Moore,Oral Roberts,366.6,-5.85,-9.77,-15.62
Davide Poser,New Hampshire,357.0,-11.39,-4.23,-15.62
Jerry Ngopot,UL Monroe,261.5,-6.6,-9.03,-15.63
Trey O'Neil,Elon,37.3,-7.47,-8.2,-15.67
AJ Allenspach,Army,391.4,-6.29,-9.39,-15.68
George Smith,Penn,313.0,-1.13,-14.57,-15.7
Daniel Hankins-Sanford,UMass,349.9,-2.23,-13.49,-15.72
Austin Williams,Elon,10.4,-7.57,-8.16,-15.73
Zach Kraft,North Dakota,187.9,-9.09,-6.64,-15.73
Camian Shell,NC A&T,336.3,-13.02,-2.72,-15.74
Micah Caster,UL Monroe,116.9,-6.81,-8.93,-15.74
Jackie Johnson III,Fordham,432.5,-1.28,-14.49,-15.77
Jordan Tillmon,Prairie View,329.6,-6.58,-9.19,-15.77
Jemal Davis,UNC Asheville,132.0,-6.94,-8.85,-15.79
Dariyus Woodson,North Dakota,177.7,-9.35,-6.47,-15.82
Jabari West Jr.,C Arkansas,11.0,-10.5,-5.32,-15.82
Augustus Gerhart,Penn,200.0,-1.57,-14.28,-15.85
Legend Geeter,Detroit Mercy,147.7,-1.64,-14.23,-15.87
Ethan Thomas,C Arkansas,52.1,-10.6,-5.28,-15.88
Efstratios Kalliontzis,NC A&T,322.4,-13.09,-2.8,-15.89
Connor Mancell,C Arkansas,1.0,-10.7,-5.22,-15.92
Javoy Thompson,UNC Asheville,4.0,-7.39,-8.64,-16.03
Chase Kuiper,Detroit Mercy,97.9,-1.99,-14.05,-16.04
Connor Dubsky,UNC Asheville,60.2,-7.44,-8.61,-16.05
Bryson Ogletree,NC A&T,373.5,-13.6,-2.5,-16.1
Anthony McComb III,New Hampshire,198.4,-11.98,-4.16,-16.14
Ryan Curry,Army,516.4,-6.99,-9.16,-16.15
Ryan Zan,La Salle,140.0,-10.39,-5.77,-16.16
Sage Tolentino,UNC Asheville,24.9,-7.64,-8.53,-16.17
Tanahj Pettway,Prairie View,322.6,-7.29,-8.88,-16.17
Demetrius Lilley,La Salle,81.2,-10.42,-5.8,-16.22
Julian Clarke,UNC Asheville,22.2,-7.74,-8.49,-16.23
AJ Levine,Penn,175.0,-2.17,-14.06,-16.23
Miles Mitchell,Detroit Mercy,52.6,-2.35,-13.92,-16.27
Jamie Phillips Jr.,Stetson,402.4,-0.66,-15.65,-16.31
Neftali Alvarez,Southern Miss,402.7,-3.63,-12.74,-16.37
Andrés Marrero,La Salle,102.2,-10.69,-5.69,-16.38
Niklas Polonowski,Penn,126.4,-2.39,-14.03,-16.42
Dylan Williams,Penn,153.1,-2.41,-14.02,-16.43
Jon O'Neill,New Hampshire,161.5,-12.58,-3.86,-16.44
Emmanuel Okpomo,New Hampshire,231.0,-12.82,-3.63,-16.45
Reggie Thomas,North Dakota,3.4,-10.53,-5.93,-16.46
Peter Fuchs Jr.,Detroit Mercy,2.0,-2.8,-13.72,-16.52
Kyric Davis,West Georgia,211.1,-4.74,-11.79,-16.53
Kolten Griffin,West Georgia,226.9,-4.75,-11.79,-16.54
Duane Rogers III,Detroit Mercy,0.5,-2.85,-13.69,-16.54
Darius Robinson Jr.,Oral Roberts,119.8,-7.53,-9.04,-16.57
Michael Zanoni,Penn,110.6,-2.62,-13.95,-16.57
Rahsool Diggins,UMass,386.4,-3.58,-13.0,-16.58
Jacob Wilson,UL Monroe,87.3,-8.33,-8.25,-16.58
Caleb Middleton,New Hampshire,33.3,-12.98,-3.64,-16.62
Michelangelo Oberti,Penn,45.8,-2.91,-13.79,-16.7
Eric Acker,La Salle,32.0,-11.22,-5.51,-16.73
Ryan Bolton Jr.,Prairie View,150.0,-8.33,-8.43,-16.76
Johnnie Walter,Penn,23.9,-3.0,-13.77,-16.77
Rickey Ballard,West Georgia,173.6,-5.1,-11.68,-16.78
Josh Rivera,Fordham,168.7,-3.26,-13.56,-16.82
Mathok Majok,Oral Roberts,106.2,-8.07,-8.75,-16.82
Tsvet Sotirov,N Illinois,310.7,-10.66,-6.17,-16.83
Antoni Siewruk,New Hampshire,59.4,-13.38,-3.5,-16.88
Jaylen Curry,UMass,273.8,-4.09,-12.81,-16.9
Daniel Rivera,UMass,210.8,-4.08,-12.84,-16.92
Demetrus Johnson II,West Georgia,100.7,-5.37,-11.55,-16.92
Michael Griffin,West Georgia,52.6,-5.51,-11.44,-16.95
Malcolm Noel,West Georgia,167.2,-5.53,-11.42,-16.95
Josh Massey,Stetson,314.1,-2.0,-14.96,-16.96
Bradyn Foster,Penn,0.0,-3.39,-13.57,-16.96
Dylan Saunders,New Hampshire,109.1,-13.58,-3.39,-16.97
Abdou Tsimbila,Fordham,303.1,-3.37,-13.61,-16.98
Kenny Noland,Columbia,393.5,-2.34,-14.71,-17.05
Elijah Terry,Prairie View,225.3,-8.73,-8.34,-17.07
John-Paul Ricks,Prairie View,290.7,-8.66,-8.41,-17.07
Josh Jones,Oral Roberts,92.6,-8.37,-8.71,-17.08
Luke Gray,Oral Roberts,137.1,-8.4,-8.69,-17.09
Jackson Skipper,Oral Roberts,123.0,-8.5,-8.6,-17.1
Blair Thompson,Columbia,309.5,-2.4,-14.7,-17.1
Josh Scovens,Army,230.6,-8.68,-8.45,-17.13
Max Green,Holy Cross,370.7,-4.94,-12.2,-17.14
Alfred Worrell Jr.,Southern Miss,195.1,-5.1,-12.04,-17.14
Jaiden Feroah,Holy Cross,303.1,-5.33,-11.81,-17.14
Jahmere Tripp,Fordham,269.8,-3.7,-13.45,-17.15
Jalal McKie,NC A&T,187.5,-15.31,-1.88,-17.19
Jordan Wood,Stetson,347.9,-2.06,-15.14,-17.2
Jayden Ndjigue,UMass,297.9,-4.46,-12.76,-17.22
Brody Fox,The Citadel,375.1,-5.26,-12.02,-17.28
Caleb Kenney,Holy Cross,383.4,-5.03,-12.27,-17.3
Cobie Montgomery,Southern Miss,199.5,-5.52,-11.79,-17.31
Braeden Moore,Oral Roberts,15.4,-8.85,-8.47,-17.32
Matt Zona,Fordham,206.3,-4.11,-13.22,-17.33
DeAntoni Gordon,Southern Miss,353.3,-5.55,-11.79,-17.34
Brady Hardewig,West Georgia,42.9,-6.19,-11.17,-17.36
Jason Murphy,NC A&T,20.3,-15.75,-1.63,-17.38
Gerard O'Keefe,Columbia,306.3,-2.97,-14.41,-17.38
Jordan Martin,NC A&T,14.8,-15.8,-1.59,-17.39
Christian Watson,Southern Miss,372.6,-5.44,-11.96,-17.4
Tariq Francis,NJIT,296.7,-5.93,-11.48,-17.41
Mehki Ellison,Stetson,361.9,-2.56,-14.87,-17.43
Steven Tipton,N Illinois,219.1,-11.81,-5.63,-17.44
Carlos Rosario,Oral Roberts,26.8,-9.1,-8.37,-17.47
Zine Eddine Bedri,Columbia,221.4,-3.18,-14.35,-17.53
Orlando Horton Jr.,Prairie View,24.3,-9.63,-7.91,-17.54
Blake Barker,Army,277.4,-9.45,-8.1,-17.55
John Wade III,Southern Miss,180.9,-5.93,-11.63,-17.56
Joe Nugent,Holy Cross,343.4,-5.81,-11.75,-17.56
Romad Dean,Fordham,370.0,-4.26,-13.32,-17.58
Rickey Bradley Jr.,VMI,480.1,-6.57,-11.03,-17.6
Marqui Worthy Jr.,UMass,143.6,-5.31,-12.3,-17.61
CJ Luster II,Stony Brook,351.7,-4.13,-13.49,-17.62
DeAndre Williams,Holy Cross,369.2,-6.17,-11.49,-17.66
Finley Sheridan,Stetson,177.9,-3.31,-14.38,-17.69
Jacen Holloway,Army,171.9,-9.44,-8.27,-17.71
Joe Munden Jr.,N Illinois,226.1,-12.27,-5.48,-17.75
Tate Laczkowski,Army,125.0,-9.7,-8.1,-17.8
Jorn Everson,Army,114.4,-9.53,-8.27,-17.8
Tauris Watson,West Georgia,13.8,-7.08,-10.77,-17.85
Beon Riley,Utah Tech,442.5,-3.66,-14.2,-17.86
Avery Brown,Columbia,316.1,-3.78,-14.11,-17.89
Malek Abdelgowad,UMass,62.7,-5.88,-12.02,-17.9
Jett Montgomery,Southern Miss,96.4,-6.44,-11.49,-17.93
Tim Moore Jr.,NJIT,306.1,-6.63,-11.31,-17.94
Noa Gonsalves,Utah Tech,524.5,-3.98,-13.97,-17.95
Augustinas Kiudulas,VMI,447.1,-7.46,-10.52,-17.98
Andre Curbelo,Southern Miss,124.4,-6.51,-11.48,-17.99
Gianni Cobb,Columbia,184.5,-4.03,-13.97,-18.0
Nas Muhammad,N Illinois,295.2,-12.77,-5.25,-18.02
Andre Snoddy,Stony Brook,376.2,-4.85,-13.19,-18.04
Ethan Taylor,Air Force,409.0,-6.56,-11.5,-18.06
Zach Riley,Fordham,234.8,-5.27,-12.79,-18.06
Isaiah Caldwell,Army,301.5,-9.93,-8.16,-18.09
Treyton Thompson,Stetson,187.7,-3.92,-14.17,-18.09
Shah Muhammad,UMass,59.1,-6.22,-11.88,-18.1
Jeffery Armstrong,Southern Miss,75.6,-6.86,-11.25,-18.11
Xaivian Lee,Princeton,444.2,-8.37,-9.75,-18.12
Kailon Nicholls,N Illinois,239.5,-12.84,-5.29,-18.13
Jayden Mott,N Illinois,129.1,-12.96,-5.18,-18.14
Kevin McCarthy,Army,137.5,-10.08,-8.07,-18.15
Kendall Hailey,Army,74.9,-10.19,-7.96,-18.15
Jake Tavroff,Columbia,128.8,-4.31,-13.86,-18.17
Trey Alfonso,Southern Miss,16.5,-6.96,-11.21,-18.17
Jose Benitez,Southern Miss,44.6,-6.94,-11.24,-18.18
Samuel Ariyibi,Utah Tech,269.4,-4.68,-13.56,-18.24
Tarique Foster,UMass,96.4,-6.43,-11.83,-18.26
Luke Kearney,Air Force,317.0,-6.91,-11.38,-18.29
Mason Ritter,Columbia,94.1,-4.58,-13.72,-18.3
Noah Robledo,Columbia,160.6,-4.59,-13.71,-18.3
Christian Reid,Southern Miss,57.2,-7.16,-11.14,-18.3
JT Dougherty,Army,10.0,-10.52,-7.82,-18.34
Brewer Carruth,Southern Miss,50.1,-7.3,-11.04,-18.34
Christian Moore,The Citadel,380.6,-7.08,-11.28,-18.36
Jaylon Johnson,Tennessee Tech,347.0,-11.59,-6.78,-18.37
Griff Lamb,Army,1.0,-10.64,-7.75,-18.39
Dayon Polk,Army,1.0,-10.64,-7.75,-18.39
Nate Guerengomba,UMass,92.3,-6.76,-11.63,-18.39
Blane St. Clair,Army,16.0,-10.61,-7.79,-18.4
Luke Benson,Army,8.0,-10.68,-7.74,-18.42
Luka Damjanac,UMass,101.5,-6.72,-11.72,-18.44
Akil Watson,UMass,6.0,-6.81,-11.64,-18.45
Will Cooper,Air Force,259.2,-7.14,-11.31,-18.45
Amadou Doumbia,UMass,31.7,-6.82,-11.63,-18.45
Ryan Pettis,Fordham,52.2,-6.04,-12.41,-18.45
Blaize Sagna,Stetson,228.1,-4.32,-14.15,-18.47
Geronimo Rubio De La Rosa,Columbia,148.8,-4.92,-13.56,-18.48
Kahlil Singleton,Holy Cross,138.4,-7.55,-10.99,-18.54
Caleb Walker,Air Force,158.7,-7.33,-11.22,-18.55
TJ Johnson,VMI,480.8,-8.63,-9.94,-18.57
Madiba Owona,Utah Tech,347.5,-5.29,-13.3,-18.59
Mo Sall,N Illinois,19.8,-13.79,-4.81,-18.6
Jordan Rogers,NJIT,338.9,-7.92,-10.69,-18.61
Ethan Butler,N Illinois,15.0,-13.83,-4.78,-18.61
David Mack,N Illinois,0.0,-13.81,-4.81,-18.62
Josiah Cunningham,Columbia,46.8,-5.17,-13.47,-18.64
AJ Clark,VMI,387.3,-8.83,-9.82,-18.65
Tristan Gross,Stetson,173.8,-4.96,-13.72,-18.68
Quaran McPherson,N Illinois,21.0,-13.98,-4.73,-18.71
Jeffrey Mills,Air Force,337.9,-7.68,-11.06,-18.74
Hakim Byrd,Utah Tech,504.2,-5.16,-13.58,-18.74
Wesley Celichowski,Air Force,214.0,-7.71,-11.07,-18.78
Tan Yildizoglu,VMI,458.4,-8.96,-9.84,-18.8
Justin Bieker,Utah Tech,287.5,-5.62,-13.27,-18.89
Abramo Canka,Stetson,49.8,-5.31,-13.6,-18.91
Ari Fulton,NJIT,352.1,-8.28,-10.63,-18.91
Collin O'Connor,Stony Brook,372.7,-6.49,-12.46,-18.95
Robbie Stankard,Columbia,29.8,-5.86,-13.17,-19.03
Sola Adebisi,The Citadel,248.1,-8.28,-10.76,-19.04
Landen Babusiak,Stetson,7.0,-5.56,-13.49,-19.05
Aidan Richard,Holy Cross,46.2,-8.37,-10.69,-19.06
Gabe Warren,Holy Cross,235.6,-8.11,-10.96,-19.07
Daniel Macgregor,Stetson,40.3,-5.63,-13.47,-19.1
Kyle Marshall,Air Force,214.3,-8.33,-10.78,-19.11
Nigel Clarkson,Columbia,0.0,-5.98,-13.13,-19.11
Chase Beasley,Air Force,181.2,-8.31,-10.83,-19.14
Alex Doyle,Stetson,3.0,-5.72,-13.43,-19.15
Stefano Alesso,Stetson,5.0,-5.76,-13.43,-19.19
Nicolo Romanelli,Columbia,10.4,-6.11,-13.09,-19.2
Declan Ryan,Holy Cross,45.3,-8.82,-10.48,-19.3
John Adams,The Citadel,306.0,-8.67,-10.67,-19.34
Tennessee Rainwater,Utah Tech,160.0,-6.36,-13.0,-19.36
Ben Wight,Stony Brook,289.2,-7.4,-11.97,-19.37
Beau Becker,Air Force,78.6,-8.84,-10.58,-19.42
Jaden Kirkwood,Holy Cross,57.1,-9.05,-10.4,-19.45
Byron Brown,Air Force,62.7,-9.01,-10.51,-19.52
Yoda Oke,Air Force,13.0,-9.14,-10.45,-19.59
Stone Hutchings,Utah Tech,104.8,-6.98,-12.65,-19.63
Quentin Duncan,NJIT,129.5,-9.56,-10.08,-19.64
Colby McAllister,The Citadel,154.4,-9.18,-10.48,-19.66
Paxton Davidson,The Citadel,189.5,-9.47,-10.33,-19.8
A.J. Patterson,Air Force,5.9,-9.58,-10.26,-19.84
Pavle Misic,Utah Tech,120.8,-7.29,-12.57,-19.86
Cameron Glover,The Citadel,162.8,-9.66,-10.21,-19.87
Eze Wali,The Citadel,240.7,-9.73,-10.16,-19.89
Rodney Johnson Jr.,Tennessee Tech,293.0,-14.46,-5.5,-19.96
Dallin Grant,Utah Tech,42.7,-7.55,-12.42,-19.97
Unisa Turay,Utah Tech,39.2,-7.59,-12.41,-20.0
Sammy Howlin,Utah Tech,35.3,-7.58,-12.43,-20.01
Bryson Wilson,Buffalo,207.7,-4.33,-15.73,-20.06
Caden Pierce,Princeton,445.1,-11.74,-8.33,-20.07
Linus Holmstrom,VMI,252.0,-11.09,-9.01,-20.1
Antonio Sisk,Miss Valley St,341.2,-7.6,-12.51,-20.11
Tyson Dunn,Buffalo,316.7,-4.23,-15.91,-20.14
Britton Berrett,Utah Tech,5.0,-7.81,-12.34,-20.15
Leon Nahar,Stony Brook,81.8,-8.62,-11.54,-20.16
Anquan Boldin Jr,Buffalo,453.9,-4.49,-15.67,-20.16
Hunter Schenck,Utah Tech,12.4,-7.86,-12.31,-20.17
Blake Peters,Princeton,454.6,-11.78,-8.4,-20.18
Kavon Bradford,Buffalo,183.4,-4.81,-15.41,-20.22
Jaylen Pazon,VMI,64.6,-11.49,-8.74,-20.23
Sebastian Robinson,NJIT,222.2,-10.79,-9.46,-20.25
Nick Woodard,Stony Brook,191.2,-8.73,-11.52,-20.25
Triston Wennersten,NJIT,91.0,-10.84,-9.46,-20.3
Kaden Stuckey,VMI,116.3,-11.54,-8.76,-20.3
Quin Gorman,Stony Brook,52.6,-9.06,-11.34,-20.4
Grant Slatten,Tennessee Tech,131.5,-15.24,-5.16,-20.4
Donovan Sanders,Miss Valley St,227.6,-8.28,-12.15,-20.43
Ben Michaels,Buffalo,225.2,-5.04,-15.42,-20.46
Daniel Egbuniwe,Tennessee Tech,286.0,-15.54,-4.93,-20.47
Malachi Arrington,NJIT,51.6,-11.13,-9.36,-20.49
Dante Kearse,The Citadel,29.3,-10.72,-9.79,-20.51
John Kelly,NJIT,75.4,-11.19,-9.33,-20.52
