Player,Team,O_BAPM,D_BAPM,Total_BAPM
Jabe Mullins,Montana St,0.48,-0.06,0.42
Jason Schofield,Marist,0.33,0.09,0.42
Juke Harris,Wake Forest,0.73,-0.32,0.41
Dallion Johnson,FGCU,0.24,0.17,0.41
TJ Thomas,E Texas A&M,0.21,0.2,0.41
George Pridgett Jr.,FIU,0.04,0.37,0.41
Arturo Dean,Oklahoma St,-0.67,1.08,0.41
Mason Falslev,Utah State,1.33,-0.92,0.41
Myles Thompson,SIUE,0.38,0.03,0.41
Robert Smith,Delaware St,1.14,-0.73,0.41
Terrence Hill Jr.,VCU,0.17,0.24,0.41
Javon Bennett,Dayton,0.88,-0.47,0.41
Jamaal Unuakhalu,UC Davis,0.32,0.09,0.41
Keshon Gilbert,Iowa State,-0.32,0.73,0.41
K.J. Windham,Northwestern,-0.16,0.56,0.4
David Joplin,Marquette,-0.01,0.41,0.4
Bryan Etumnu,Merrimack,-0.58,0.98,0.4
Matthew Mors,S Dakota St,0.24,0.16,0.4
Ajay Sheldon,Ohio,1.4,-1.0,0.4
Logan Imes,Notre Dame,0.32,0.08,0.4
Aaron Cooley,Brown,-0.25,0.65,0.4
Quadir Pettaway,Presbyterian,0.33,0.07,0.4
Jaden Clayton,Maine,0.14,0.26,0.4
Lukas Walls,Samford,0.75,-0.35,0.4
Gabe Pickens,New Mexico St,0.3,0.1,0.4
Koat Keat Tong,Santa Barbara,-0.16,0.56,0.4
Curt Hopf,Bellarmine,0.16,0.24,0.4
Keeshawn Barthelemy,Oregon,0.22,0.18,0.4
Jalen Sullinger,Kent State,1.32,-0.93,0.39
Chace Davis,Radford,0.23,0.16,0.39
Louie Jordan,UMBC,1.32,-0.93,0.39
Eduardo Klafke,Ole Miss,0.26,0.13,0.39
Isaac Davis,Utah State,0.78,-0.39,0.39
Cole McCabe,Rider,0.12,0.27,0.39
Dayvion McKnight,Xavier,0.54,-0.15,0.39
Camaron Tongue,Santa Clara,0.41,-0.02,0.39
Reggie Ward Jr.,Bethune,0.44,-0.05,0.39
Jayden Nunn,Baylor,0.48,-0.09,0.39
Abdou Samb,Towson,0.18,0.21,0.39
Landon Johnson,AR-Pine Bluff,0.28,0.11,0.39
Kario Oquendo,SMU,0.71,-0.33,0.38
Maximo Milovich,UC San Diego,0.13,0.25,0.38
Jazz Gardner,Pacific,0.0,0.38,0.38
Boopie Miller,SMU,-0.2,0.58,0.38
Cameron Tweedy,FDU,-0.02,0.4,0.38
Elijah Chol,UC Irvine,0.08,0.3,0.38
Austin Benigni,Navy,0.21,0.17,0.38
Jaxon Olvera,Pepperdine,0.65,-0.27,0.38
Mason Nicholson,Jax State,-0.64,1.02,0.38
Ethan Morton,Colorado St,0.75,-0.37,0.38
AJ McKee,Milwaukee,0.41,-0.04,0.37
Jackson Peakes,Rice,0.16,0.21,0.37
Trazarien White,TCU,-0.02,0.39,0.37
Javan Simmons,Toledo,2.08,-1.71,0.37
Isaiah Wilson,Winthrop,-0.22,0.59,0.37
Malik Edmead,Merrimack,-0.23,0.6,0.37
Jaqai Murray,NC Central,0.29,0.08,0.37
Darlinstone Dubar,Tennessee,0.77,-0.4,0.37
Parker Strauss,UC Riverside,0.04,0.33,0.37
Ariel Bland,Santa Barbara,0.34,0.03,0.37
Shawn Simmons II,Saint Joseph's,0.78,-0.41,0.37
Timoty van der Knaap,Bradley,-0.34,0.71,0.37
Jonah Hinton,St Bonaventure,-0.45,0.82,0.37
Jordan Leaks,Norfolk St,0.43,-0.06,0.37
Jamichael Davis,Rutgers,1.16,-0.79,0.37
Dillan Baker,N Arizona,0.49,-0.13,0.36
Peter Bandelj,Cal Poly,0.35,0.01,0.36
David Punch,TCU,-0.39,0.75,0.36
Christian Coleman,UAB,2.01,-1.65,0.36
D'Aundre Samuels,Hou Christian,-0.85,1.21,0.36
Brigham Rogers,Belmont,-0.19,0.55,0.36
Ja'Sean Glover,Omaha,1.04,-0.68,0.36
Peter Suder,Miami OH,-0.09,0.45,0.36
Tre Johnson,Texas,0.88,-0.52,0.36
JaQualon Roberts,Vanderbilt,0.45,-0.09,0.36
Donovan Atwell,UNC Greensboro,-0.13,0.49,0.36
Josiah LeGree,Indiana St,-0.05,0.41,0.36
Braxton Stacker,SE Missouri,-0.3,0.65,0.35
Rongie Gordon,Kennesaw St,-0.68,1.03,0.35
Dante Maddox Jr.,Xavier,0.47,-0.12,0.35
Cam Scott,South Carolina,0.21,0.14,0.35
Andrew Morgan,Nebraska,0.58,-0.23,0.35
Sean Smith,W Illinois,-0.15,0.5,0.35
Rueben Chinyelu,Florida,0.08,0.27,0.35
Villiam Garcia Adsten,Drexel,-0.2,0.55,0.35
Mac Wrecke,Green Bay,0.05,0.3,0.35
Kyle Jorgensen,Colorado St,0.49,-0.14,0.35
Kur Teng,Michigan St,0.22,0.13,0.35
JJ Wheat,South Alabama,-0.51,0.86,0.35
J.J. Starling,Syracuse,0.81,-0.46,0.35
Pearson Carmichael,Boise St,0.0,0.35,0.35
Karter Knox,Arkansas,-0.39,0.74,0.35
Da'Sean Nelson,E Michigan,-0.23,0.58,0.35
Macaleab Rich,Kansas St,-0.24,0.59,0.35
Isaiah Griffin,Idaho St,0.19,0.15,0.34
Matt Cross,SMU,0.42,-0.08,0.34
Terence Harcum,Murray St,-0.29,0.63,0.34
Di'Andre Howell-South,Wagner,-0.19,0.53,0.34
Truth Harris,Radford,0.73,-0.39,0.34
Jared Garcia,Tulsa,0.21,0.13,0.34
Dezmond McKinney,Bellarmine,0.24,0.1,0.34
Terrence Edwards Jr.,Louisville,-0.4,0.74,0.34
K.J. Hymes,Nevada,0.45,-0.11,0.34
Marvin McGhee III,Bakersfield,0.44,-0.1,0.34
Amsal Delalic,Pitt,0.26,0.08,0.34
Julian Brown,Samford,-0.08,0.42,0.34
Derrius Ward,Coppin St,-0.17,0.51,0.34
Pip Ajayi,Bucknell,0.04,0.3,0.34
Mady Sissoko,California,0.3,0.04,0.34
JC Brooks,Tennessee St,0.17,0.16,0.33
BJ Ward,SE Missouri,0.04,0.29,0.33
Nakyel Shelton,E Illinois,-0.34,0.67,0.33
Brandon McCreesh,Bucknell,0.19,0.14,0.33
Efton Reid III,Wake Forest,-0.48,0.81,0.33
Kavon Bradford,Buffalo,0.01,0.32,0.33
Pharrell Boyogueno,Gardner-Webb,0.39,-0.06,0.33
Percy Daniels,Tulane,-0.12,0.45,0.33
Isaac Traudt,Creighton,-0.27,0.6,0.33
Connor Essegian,Nebraska,0.67,-0.34,0.33
Jordan Jefferson,Little Rock,0.38,-0.05,0.33
Isaiah Carr,Denver,0.23,0.1,0.33
Dillon Mitchell,Cincinnati,-0.77,1.1,0.33
Jason Drake,Drexel,0.05,0.28,0.33
DQ Cole,Oakland,0.71,-0.38,0.33
Tuburu Naivalurua,Oakland,0.74,-0.41,0.33
Emmanuel Ugbo,Boise St,-0.21,0.54,0.33
Wade Taylor IV,Texas A&M,0.47,-0.14,0.33
Nimari Burnett,Michigan,-0.66,0.98,0.32
AJ Brown,Ohio,0.33,-0.01,0.32
Gabe Dorsey,William & Mary,-0.09,0.41,0.32
Brandon Mitchell-Day,Dartmouth,-0.72,1.04,0.32
Keshawn Williams,Colorado St,0.51,-0.19,0.32
Jaden Zimmerman,Quinnipiac,0.15,0.17,0.32
Theo Seng,Troy,-0.83,1.15,0.32
Wes Peterson Jr.,Binghamton,-0.55,0.87,0.32
Taryn Todd,Arkansas St,0.2,0.12,0.32
Trey Autry,G Washington,0.65,-0.33,0.32
Keeshawn Kellman,FGCU,0.78,-0.47,0.31
Jordan Battle,Coastal,0.64,-0.33,0.31
Urban Klavzar,Florida,0.87,-0.56,0.31
Hayden Curtiss,Portland St,-0.41,0.72,0.31
Erich Harding,Marshall,0.17,0.14,0.31
Erik Reynolds II,Saint Joseph's,0.17,0.14,0.31
Kylin Green,Utah Valley,0.25,0.06,0.31
Stephon Payne,Jacksonville,0.04,0.27,0.31
Savion Lewis,Quinnipiac,0.2,0.11,0.31
Devontae Blanton,E Kentucky,0.43,-0.12,0.31
Quion Williams,Abilene Chrstn,-0.04,0.35,0.31
Cooper Schwieger,Valparaiso,0.42,-0.11,0.31
Arrinten Page,Cincinnati,-0.03,0.34,0.31
CJ Hyland,W Carolina,0.65,-0.34,0.31
Toneari Lane,Georgia St,1.11,-0.8,0.31
Khouri Carvey,Morehead St,-0.15,0.46,0.31
Adam Comer,Charleston,-0.02,0.32,0.3
Lok Wur,Grand Canyon,0.06,0.24,0.3
Kelcy Phipps,Portland St,-0.17,0.47,0.3
Deng Majak,Oakland,0.07,0.23,0.3
Seth Jones,Pacific,0.54,-0.24,0.3
Aboubacar Traore,Louisville,1.01,-0.71,0.3
Riley Parker,Saint Francis,0.02,0.28,0.3
Ring Nyeri,Kansas City,-0.32,0.62,0.3
Dylan Andrews,UCLA,0.37,-0.07,0.3
Massal Diouf,W Illinois,0.2,0.1,0.3
Mark Drone,Texas St,0.6,-0.3,0.3
Omari Hamilton,Alcorn St,0.2,0.1,0.3
Dawson Garcia,Minnesota,0.18,0.12,0.3
Jaylin Henderson,Portland St,-0.11,0.41,0.3
Delaney Heard,Kennesaw St,0.42,-0.12,0.3
Baba Miller,FAU,0.32,-0.02,0.3
Brady Cummins,Colgate,0.19,0.11,0.3
Karim Elgizawy,Tarleton St,0.05,0.25,0.3
Silas Demary Jr.,Georgia,0.42,-0.12,0.3
Grant Asman,Lipscomb,0.32,-0.02,0.3
Nico Galette,Youngstown St,0.41,-0.11,0.3
Tyler Patterson,Montana St,0.45,-0.15,0.3
Chuck Harris,SMU,0.35,-0.05,0.3
Nate Brafford,GA Southern,-0.11,0.4,0.29
Devin Brafford,Siena,0.18,0.11,0.29
Kymany Houinsou,Loyola Chicago,0.07,0.22,0.29
Trey Lewis,Purdue FW,0.0,0.29,0.29
Mathok Majok,Oral Roberts,-0.36,0.65,0.29
Dedan Thomas Jr.,UNLV,0.16,0.13,0.29
Vasja Pandza,Seattle U,-0.44,0.73,0.29
Zek Montgomery,Bradley,-0.42,0.71,0.29
Darius DeAveiro,Valparaiso,0.42,-0.13,0.29
Daniel Rouzan,Bethune,-0.66,0.95,0.29
Jamiya Neal,Creighton,0.32,-0.03,0.29
Kelson Gebbers,Portland,0.11,0.18,0.29
Terrance Ford Jr.,Arkansas St,-0.09,0.38,0.29
Harold Woods,Northeastern,-0.74,1.03,0.29
Martin Somerville,UMass Lowell,1.07,-0.78,0.29
Koby Jeffries,UIC,0.15,0.14,0.29
TJ NeSmith,Radford,0.83,-0.54,0.29
Kam Williams,Tulane,0.51,-0.22,0.29
Fallou Gueye,Sacred Heart,-0.06,0.34,0.28
Jaden Grant,FIU,-0.56,0.84,0.28
Mason McBride,Hou Christian,-0.94,1.22,0.28
Jackson McAndrew,Creighton,0.75,-0.47,0.28
Grant Huffman,Vanderbilt,0.07,0.21,0.28
Andrija Vukovic,Oklahoma St,0.21,0.07,0.28
CJ Hardy,Bakersfield,0.39,-0.11,0.28
Miles Brewster,Boston U,0.42,-0.14,0.28
Josiah Davis,Niagara,0.93,-0.65,0.28
Jalen Lee,Long Island,-0.1,0.38,0.28
Harrison Carrington,Colorado,0.35,-0.07,0.28
Quentin Heady,C Michigan,0.06,0.22,0.28
Cooper Jones,Old Dominion,0.05,0.23,0.28
Luka Savicevic,Lafayette,0.4,-0.12,0.28
Elias Cato,C Arkansas,0.66,-0.38,0.28
Josh Reed,Cincinnati,-0.11,0.39,0.28
Caleb Love,Arizona,1.93,-1.65,0.28
Benjamin Bowen,Denver,-0.18,0.45,0.27
Jah Quinones,Mercer,0.01,0.26,0.27
Rick Issanza,LMU,-0.14,0.41,0.27
VonCameron Davis,Kent State,0.26,0.01,0.27
Kaden Gumbs,Texas St,0.23,0.04,0.27
Travis Gray,FIU,-0.11,0.38,0.27
Lefteris Liotopoulos,St John's,0.27,0.0,0.27
Julian Hammond III,Colorado,-0.48,0.75,0.27
Shawn Jones Jr.,Mississippi St,0.15,0.12,0.27
Simon Hildebrandt,High Point,0.03,0.24,0.27
Brandon Love,Nevada,-0.01,0.28,0.27
Cli'Ron Hornbeak,Kent State,0.36,-0.09,0.27
Jace Roquemore,Vermont,-0.4,0.67,0.27
Ernest Udeh Jr.,TCU,0.68,-0.42,0.26
Jerome Hunter,Xavier,0.7,-0.44,0.26
Tristan Gross,Stetson,0.22,0.04,0.26
Ante Beljan,Little Rock,0.34,-0.08,0.26
Kyler Vanderjagt,C Michigan,0.18,0.08,0.26
Demarion Burch,Bradley,-0.06,0.32,0.26
Sam Thomson,Northeastern,0.28,-0.02,0.26
Collin Chandler,Kentucky,0.53,-0.27,0.26
Ebo Wilson,Jackson St,0.09,0.17,0.26
Nicolas Louis-Jacques,Colgate,0.2,0.06,0.26
Connor Hollenbeck,Idaho St,0.26,0.0,0.26
Nick Krass,Tarleton St,0.0,0.26,0.26
Tate Laczkowski,Army,-0.38,0.64,0.26
Michael Van Raaphorst,Georgetown,0.12,0.13,0.25
Christian Davis,Bradley,-0.1,0.35,0.25
JT Warren,N'Western St,-0.39,0.64,0.25
Delyle Williams,Jackson St,0.11,0.14,0.25
Xavier Brown,James Madison,0.88,-0.63,0.25
Marchelus Avery,Oklahoma St,0.64,-0.39,0.25
Jalen Celestine,Baylor,0.42,-0.17,0.25
Jayden Reid,South Florida,0.14,0.11,0.25
Randarius Jones,Troy,0.28,-0.03,0.25
John Camden,Delaware,1.03,-0.78,0.25
Adetokunbo Bakare,Saint Peter's,-0.43,0.68,0.25
Blake Barker,Army,-0.38,0.62,0.24
Ty Berry,Northwestern,-0.14,0.38,0.24
Jake Wahlin,Utah,-0.28,0.52,0.24
Kai Spears,Marshall,-0.28,0.52,0.24
T'Johnn Brown,McNeese,-0.35,0.59,0.24
Jamie Bergens,Fairfield,-0.53,0.77,0.24
Jermaine Ballisager Webb,Portland,0.46,-0.22,0.24
Morris Ugusuk,South Carolina,0.13,0.11,0.24
Will Berg,Purdue,-0.35,0.59,0.24
Del'Jayvien Harried,Alcorn St,0.07,0.17,0.24
Luke Turner,UC Riverside,-0.01,0.25,0.24
Raleigh Burgess,Purdue,-0.27,0.51,0.24
Michael Jacobs,Southern,-0.12,0.35,0.23
Abramo Canka,Stetson,0.13,0.1,0.23
Yuri Covington,UMass Lowell,0.95,-0.72,0.23
Finn Lally,William & Mary,0.19,0.04,0.23
Josh Reed,Drexel,0.34,-0.11,0.23
Johan Nziemi,Longwood,0.04,0.19,0.23
Isaiah Moses,UC Riverside,0.54,-0.31,0.23
Jaden Henley,UNLV,-0.05,0.28,0.23
Malcolm Wrisby-Jefferson,Brown,-0.34,0.57,0.23
Harry Wessels,Saint Mary's,-0.23,0.46,0.23
Kevin de Kovachich,North Alabama,0.12,0.11,0.23
Steven Ashworth,Creighton,0.35,-0.12,0.23
Antwan Burnett,Grambling,-0.53,0.76,0.23
Jaylen Jones,Oakland,0.13,0.1,0.23
Jayden Jackson,N Arizona,0.46,-0.23,0.23
Tamar Bates,Missouri,0.66,-0.43,0.23
Frederiks Meinarts,Buffalo,0.06,0.17,0.23
Maximus Edwards,Duquesne,-0.06,0.28,0.22
Adama Bal,Santa Clara,-0.16,0.38,0.22
Michael Day,Evansville,-0.42,0.64,0.22
Marcus Randolph,Saint Peter's,-0.98,1.2,0.22
Kendall Blue,St Thomas (MN),-0.12,0.34,0.22
Jalen Ware,MD Eastern,0.05,0.17,0.22
Domas Kauzonas,UNC Greensboro,0.12,0.1,0.22
Byron Ireland,Nicholls,-0.65,0.87,0.22
Christian Reeves,Clemson,0.06,0.16,0.22
Zion Walker,Radford,-0.09,0.31,0.22
Jordan Davis,Illinois St,0.64,-0.42,0.22
Jordan Martin,NC A&T,0.01,0.21,0.22
Dayton Forsythe,Oklahoma,1.05,-0.83,0.22
Rafael Pinzon,Bryant,-0.36,0.58,0.22
Matteo Picarelli,Temple,0.48,-0.26,0.22
Aziz Bandaogo,Cincinnati,0.0,0.22,0.22
Tre White,Illinois,0.38,-0.16,0.22
Tauris Watson,West Georgia,0.15,0.07,0.22
Ben Bradford,Charlotte,0.46,-0.24,0.22
Chris Lockett Jr.,Boise St,0.18,0.04,0.22
Caden Powell,Rice,0.12,0.1,0.22
Conrad Martinez,Arizona,0.49,-0.28,0.21
Lawson Lovering,Utah,0.46,-0.25,0.21
Paul McMillan IV,Canisius,0.37,-0.16,0.21
Doctor Bradley,AR-Pine Bluff,-0.2,0.41,0.21
Tamaury Releford,West Georgia,0.76,-0.55,0.21
Trevor Mullin,Yale,0.2,0.01,0.21
Brendan Terry,SE Missouri,-0.17,0.38,0.21
Tyler Doyle,Bellarmine,-0.22,0.43,0.21
Josh Pickett,Denver,0.14,0.07,0.21
DeJuan Campbell,California,0.35,-0.14,0.21
Caleb Furst,Purdue,0.95,-0.74,0.21
Decorion Temple,C Michigan,-0.08,0.29,0.21
Noah Feddersen,N Dakota St,0.5,-0.29,0.21
John Wade III,Southern Miss,0.54,-0.33,0.21
Dillon Bailey,Wofford,1.08,-0.87,0.21
Nate Ferguson,Drake,-0.05,0.26,0.21
Clark Slajchert,USC,0.41,-0.2,0.21
Ibrahim Souare,Georgia Tech,-0.46,0.67,0.21
Jeffery Armstrong,Southern Miss,0.2,0.01,0.21
Jaylen Searles,Nicholls,-0.1,0.31,0.21
Tre Green,MTSU,0.18,0.03,0.21
Armoni Zeigler,Saint Peter's,-0.53,0.74,0.21
Joe Manning,Southern,-0.6,0.8,0.2
Collin Kuhl,GA Southern,-0.22,0.42,0.2
Landen Babusiak,Stetson,0.16,0.04,0.2
Anton Brookshire,Austin Peay,0.62,-0.42,0.2
Jackson Munro,Dartmouth,-0.78,0.98,0.2
Shane Blakeney,Drexel,0.0,0.2,0.2
Spencer Mahoney,California,0.08,0.12,0.2
Sadiku Ibine Ayo,St John's,0.34,-0.14,0.2
Trey Townsend,Arizona,0.71,-0.51,0.2
Kahlil Singleton,Holy Cross,0.0,0.2,0.2
Drue Drinnon,Texas St,-0.01,0.21,0.2
Yusef Salih,E Texas A&M,-0.25,0.45,0.2
Darren Harris,Duke,0.22,-0.02,0.2
Chris Walker,Binghamton,-0.6,0.8,0.2
Obinna Anochili-Killen,Marshall,0.0,0.2,0.2
Dailyn Swain,Xavier,-0.28,0.48,0.2
Stas Sivka,George Mason,0.11,0.09,0.2
Joshua Bonga,Fresno St,0.02,0.17,0.19
Ashton Reese,UMBC,0.28,-0.09,0.19
Themus Fulks,Milwaukee,0.41,-0.22,0.19
Brandon Noel,Wright St,1.31,-1.12,0.19
Oziyah Sellers,Stanford,-0.3,0.49,0.19
Luka Tarlac,Cal Poly,-0.02,0.21,0.19
Tavari Johnson,Akron,0.35,-0.16,0.19
Danilo Jovanovich,Milwaukee,0.39,-0.2,0.19
Alfredo Addesa,Lehigh,1.06,-0.87,0.19
Seneca Willoughby,Bethune,-0.02,0.21,0.19
KeShawn Murphy,Mississippi St,0.62,-0.43,0.19
Keenan Garner,IU Indy,0.94,-0.75,0.19
Stephan Swenson,Santa Barbara,0.01,0.18,0.19
Dionte Bostick,New Mexico St,-0.57,0.76,0.19
Melo Baines,Norfolk St,0.32,-0.14,0.18
Tytan Newton,Morgan St,-0.21,0.39,0.18
Jordan Roberts,Texas A&M-CC,0.42,-0.24,0.18
AJ Allenspach,Army,0.06,0.12,0.18
Antonio Lisenbee,Alcorn St,0.11,0.07,0.18
Maurice Vassel,MD Eastern,0.14,0.04,0.18
Ethan Butler,N Illinois,-0.09,0.27,0.18
Macon Emory,Delaware,0.15,0.03,0.18
Jacob Conner,Dayton,-0.42,0.6,0.18
Isaac Jack,Dayton,0.15,0.03,0.18
Bukky Oboye,Santa Clara,0.01,0.17,0.18
Mac Etienne,La Salle,-0.24,0.42,0.18
David Rochester,Brown,-0.24,0.42,0.18
Ryan Kiachian,Cornell,-0.13,0.31,0.18
Marcus Millender,UTSA,-0.28,0.46,0.18
Austin Hunt,Harvard,0.26,-0.08,0.18
Trey Alfonso,Southern Miss,0.12,0.06,0.18
Dylan Hayman,Incarnate Word,-0.07,0.25,0.18
Brenen Lorient,North Texas,0.46,-0.28,0.18
Bijan Cortes,Wichita St,-0.16,0.34,0.18
Jakub Necas,Duquesne,0.43,-0.25,0.18
Ponce James,Delaware St,0.58,-0.4,0.18
Deshaun Jackson Jr.,Mercyhurst,0.33,-0.15,0.18
Damon Wilkinson,S Dakota St,-0.12,0.3,0.18
Rahdir Hicks,Towson,0.2,-0.02,0.18
Akrum Ahemed,UNC Greensboro,-0.29,0.46,0.17
Flash Burton,Rider,0.64,-0.47,0.17
Kalu Anya,Saint Louis,0.2,-0.03,0.17
Jaylen Pazon,VMI,-0.19,0.36,0.17
Terri Miller Jr.,Portland St,-0.37,0.54,0.17
Caleb Thompson,W Illinois,-0.22,0.39,0.17
Lance Waddles,Omaha,0.49,-0.32,0.17
Darik Dissette,N Dakota St,0.26,-0.09,0.17
Damon Strand,UAlbany,0.21,-0.04,0.17
Cole Certa,Notre Dame,0.31,-0.14,0.17
Kevin Patton Jr.,USC,0.85,-0.68,0.17
Dan Gherezgher Jr.,Unknown Team,0.54,-0.37,0.17
Willie Williams,N'Western St,0.8,-0.63,0.17
Aday Mara,UCLA,-0.31,0.47,0.16
Zae Blake,Wagner,-0.62,0.78,0.16
Freddie Dilione V,Penn State,0.55,-0.39,0.16
Louis Lesmond,Harvard,0.42,-0.26,0.16
Owen Larson,S Dakota St,0.53,-0.37,0.16
Ryan Elzy,SE Louisiana,0.09,0.07,0.16
Khamani Cooper,Omaha,0.25,-0.09,0.16
Luke Flynn,Wofford,0.07,0.09,0.16
Max Sims,Binghamton,0.15,0.01,0.16
Jayce Depron,Southern,0.12,0.04,0.16
Devon Savage,Merrimack,-0.54,0.7,0.16
Jayan Walker,Indiana St,0.18,-0.02,0.16
Rashad King,Northeastern,-0.36,0.52,0.16
Ra'Heim Moss,Oregon,-0.65,0.81,0.16
Parker Friedrichsen,Wake Forest,0.07,0.09,0.16
Noah Waterman,Louisville,-0.21,0.36,0.15
Darius Johnson,UCF,0.35,-0.2,0.15
Preston Ruedinger,Green Bay,-0.31,0.46,0.15
Xavier DuSell,Nevada,-0.05,0.2,0.15
Wooga Poplar,Villanova,-0.07,0.22,0.15
Reece Robinson,Cleveland St,-0.18,0.33,0.15
Justin Thomas,Florida St,0.21,-0.06,0.15
Duane Posey,Texas Southern,0.04,0.11,0.15
Mor Seck,Fresno St,0.28,-0.13,0.15
Oscar Cluff,S Dakota St,0.66,-0.51,0.15
Dovydas Butka,Pepperdine,0.59,-0.44,0.15
Matt Becht,Merrimack,-0.33,0.48,0.15
David Murray,Merrimack,-0.1,0.25,0.15
Comeh Emuobor,Iona,-0.13,0.27,0.14
Luke Hunger,Northwestern,0.19,-0.05,0.14
Frank Anselem-Ibe,Louisville,-0.2,0.34,0.14
Malachi Ndur,William & Mary,-0.18,0.32,0.14
TJ Burch,Ball State,0.13,0.01,0.14
Charles Johnston,Furman,0.03,0.11,0.14
Kael Combs,Drake,-0.48,0.62,0.14
Isaiah Lewis,Little Rock,0.05,0.09,0.14
Glenn Taylor Jr.,Oklahoma,0.9,-0.76,0.14
Ishmael Leggett,Pitt,-0.48,0.62,0.14
Jaxon Ellingsworth,UT Arlington,0.23,-0.09,0.14
Kobe Johnson,Saint Louis,0.32,-0.18,0.14
Stoney Hadnot,S Dakota St,0.13,0.01,0.14
Ryan Prather Jr.,Robert Morris,0.35,-0.21,0.14
Kadyn Betts,Minnesota,-0.07,0.21,0.14
Devin Vanterpool,FAU,0.11,0.03,0.14
All Wright,Valparaiso,0.11,0.03,0.14
Etienne Strothers,Hampton,0.06,0.07,0.13
Kameron Hobbs,Morgan St,0.43,-0.3,0.13
Ryan Cornish,Dartmouth,-1.15,1.28,0.13
Angelo Winkel,E Washington,-0.07,0.2,0.13
Reggie Thomas,North Dakota,0.09,0.04,0.13
Kory Mincy,Presbyterian,0.59,-0.46,0.13
Chris Torres,Siena,0.08,0.05,0.13
Damarion Dennis,Texas A&M-CC,0.02,0.11,0.13
K.D. Johnson,George Mason,0.17,-0.04,0.13
Colby Garland,Longwood,0.27,-0.14,0.13
Victor Payne,Saint Francis,0.16,-0.03,0.13
Halvine Dzellat,Cincinnati,0.27,-0.14,0.13
Josh Meo,Coastal,0.64,-0.51,0.13
Tyson Commander,Loyola MD,0.35,-0.22,0.13
DeMarion Yap,UNLV,0.19,-0.06,0.13
Jeremiah Burke,N Dakota St,0.22,-0.09,0.13
Viljami Vartiainen,Weber St,0.09,0.04,0.13
Michael Ojo,Siena,0.08,0.05,0.13
A.J. Wills,Wyoming,0.42,-0.29,0.13
Ben Callahan-Gold,Binghamton,-0.07,0.2,0.13
Leo Torbor,Texas A&M-CC,0.12,0.01,0.13
Chris Manon,Vanderbilt,0.46,-0.33,0.13
Marcus Overstreet,Mercer,-0.3,0.43,0.13
Jalen Hampton,Missouri St,-0.12,0.25,0.13
Jovan Milicevic,New Mexico,0.14,-0.01,0.13
Alonzo Dodd,App State,-0.39,0.51,0.12
Drew Steffe,S Illinois,0.38,-0.26,0.12
Hubertas Pivorius,N Kentucky,0.26,-0.14,0.12
Jaden Webb,Morehead St,0.05,0.07,0.12
Jonathan Griman,CA Baptist,0.03,0.09,0.12
Davonte Sweatman,C Connecticut,-0.88,1.0,0.12
Kendal Coleman,CA Baptist,-0.62,0.74,0.12
Aden Holloway,Alabama,0.75,-0.63,0.12
Jlynn Counter,MTSU,0.1,0.02,0.12
Will Heimbrodt,Seattle U,-0.34,0.46,0.12
Drew Barbee,C Michigan,0.08,0.04,0.12
Alex Doyle,Stetson,0.16,-0.04,0.12
Sheridan Sharp,S Illinois,-0.09,0.21,0.12
Tariq Ingraham,Rider,0.8,-0.68,0.12
Chris Riddle,DePaul,0.37,-0.25,0.12
Chris Mpaka,Tarleton St,-0.27,0.39,0.12
Tallis Toure,Stanford,0.14,-0.02,0.12
Martaz Robinson,Delaware St,0.39,-0.27,0.12
Mikale Stevenson,Grambling,-0.24,0.36,0.12
Kooper Jacobi,E Illinois,-0.87,0.99,0.12
Michael Belle,VCU,-0.27,0.39,0.12
Jalen Quinn,Loyola Chicago,-0.02,0.14,0.12
Braden Appelhans,New Mexico,0.3,-0.19,0.11
Nate Kingz,Oregon St,0.49,-0.38,0.11
Josh Lee,Denver,0.22,-0.11,0.11
Max Jusianiec,Mercyhurst,0.1,0.01,0.11
Magoon Gwath,San Diego St,-0.06,0.17,0.11
Peter Kramer,Lehigh,0.15,-0.04,0.11
Kyle Winters,Siena,-0.02,0.13,0.11
Myles Foster,Clemson,0.19,-0.08,0.11
Logan Carey,Maine,-0.36,0.47,0.11
Jaquan Johnson,Bradley,0.64,-0.53,0.11
Sebastian Mack,UCLA,0.06,0.05,0.11
Josh Hubbard,Mississippi St,0.38,-0.27,0.11
Jayden Lemond,Binghamton,0.15,-0.04,0.11
Drissa Traore,Rhode Island,0.01,0.1,0.11
Trayvon Barbary,Bethune,0.06,0.05,0.11
Cameron McNamee,Dartmouth,-0.01,0.11,0.1
Eric Van Der Heijden,Campbell,-0.2,0.3,0.1
Dionjahe Thomas,Southern,-0.52,0.62,0.1
Jakob Blakley,Le Moyne,0.11,-0.01,0.1
Angelo Ciaravino,Northwestern,-0.33,0.43,0.1
Connor Dillon,Bradley,0.12,-0.02,0.1
Braden Smith,Purdue,1.27,-1.17,0.1
Chase Ross,Marquette,0.01,0.09,0.1
Jordy Barnes,Utah State,0.43,-0.33,0.1
Dante Harris,Memphis,0.09,0.01,0.1
Brice Williams,Nebraska,0.04,0.06,0.1
Chika Nduka,Montana St,-0.05,0.15,0.1
Joshua Hughley,Alabama A&M,0.08,0.02,0.1
Ethan Pickett,UIC,0.18,-0.08,0.1
Akili Evans,Austin Peay,0.29,-0.19,0.1
