Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_School,Overall_G,Overall_W,Overall_L,Overall_W-L%,Overall_SRS,Overall_SOS,Unnamed: 8_level_0_Unnamed: 8_level_1,Conf._W,Conf._L,Unnamed: 11_level_0_Unnamed: 11_level_1,Home_W,Home_L,Unnamed: 14_level_0_Unnamed: 14_level_1,Away_W,Away_L,Unnamed: 17_level_0_Unnamed: 17_level_1,Points_Tm.,Points_Opp.,Unnamed: 20_level_0_Unnamed: 20_level_1,Totals_MP,Totals_FG,Totals_FGA,Totals_FG%,Totals_3P,Totals_3PA,Totals_3P%,Totals_FT,Totals_FTA,Totals_FT%,Totals_ORB,Totals_TRB,Totals_AST,Totals_STL,Totals_BLK,Totals_TOV,Totals_PF
277,South Dakota,32,16,16,.500,-9.01,-5.29,,8,8,,12,5,,3,10,,2547,2566,,1300,851,1886,.451,223,672,.332,622,844,.737,343,1101,394,199,79,378,493
278,South Dakota State,32,14,18,.438,-3.50,-3.36,,7,9,,9,4,,4,9,,2413,2331,,1285,875,1902,.460,257,747,.344,406,571,.711,350,1194,457,184,73,354,535
279,South Florida NCAA,34,25,9,.735,13.42,3.17,,15,3,,13,2,,9,3,,2974,2575,,1385,986,2255,.437,323,991,.326,679,910,.746,529,1447,581,318,139,377,666
280,Southeast Missouri State,33,20,13,.606,-7.19,-8.15,,14,6,,10,5,,8,7,,2460,2331,,1325,867,1928,.450,212,699,.303,514,738,.696,328,1124,411,224,121,388,655
,,Overall,Overall,Overall,Overall,Overall,Overall,,Conf.,Conf.,,Home,Home,,Away,Away,,Points,Points,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals
281,Southeastern Louisiana,31,9,22,.290,-9.56,-3.10,,6,16,,5,7,,2,15,,2016,2184,,1245,689,1665,.414,187,661,.283,451,659,.684,315,992,361,215,87,385,550
282,Southern,34,17,17,.500,-11.25,-7.22,,11,7,,8,4,,7,12,,2707,2650,,1375,947,2089,.453,237,679,.349,576,825,.698,399,1209,511,317,130,406,637
283,Southern California,32,18,14,.563,10.31,10.89,,7,13,,9,7,,5,6,,2515,2494,,1305,857,1888,.454,199,634,.314,602,832,.724,364,1168,490,203,181,399,598
284,Southern Illinois,32,16,16,.500,2.74,0.52,,10,10,,8,6,,7,8,,2336,2226,,1295,880,1946,.452,160,576,.278,416,613,.679,364,1223,433,257,114,385,546
285,SIU Edwardsville,32,19,13,.594,-8.80,-10.59,,12,8,,10,5,,8,7,,2271,2070,,1290,826,1857,.445,234,675,.347,385,570,.675,350,1173,422,243,126,375,516
286,Southern Indiana,30,7,23,.233,-16.58,-9.33,,4,16,,3,10,,4,11,,2061,2210,,1210,700,1812,.386,227,733,.310,434,662,.656,395,1125,310,190,127,359,512
287,Southern Methodist NCAA,34,20,14,.588,16.08,9.96,,8,10,,15,3,,3,8,,2858,2650,,1370,1046,2136,.490,284,766,.371,482,649,.743,417,1279,574,238,121,379,577
288,Southern Mississippi,35,19,16,.543,-5.66,-4.79,,9,9,,10,3,,4,11,,2615,2585,,1410,903,2001,.451,179,597,.300,630,859,.733,395,1284,403,260,132,453,674
289,Southern Utah,32,10,22,.313,-9.43,-0.46,,6,12,,7,6,,2,15,,2442,2544,,1285,874,1897,.461,237,692,.342,457,633,.722,334,1148,449,178,137,453,531
290,St. Bonaventure,34,17,17,.500,2.26,1.53,,4,14,,9,7,,4,7,,2596,2532,,1370,953,2038,.468,240,642,.374,450,605,.744,401,1199,533,258,157,388,558
291,St. John's (NY) NCAA,37,30,7,.811,22.65,11.38,,18,2,,15,2,,9,1,,2994,2577,,1485,1031,2283,.452,269,803,.335,663,918,.722,478,1422,597,286,178,378,637
292,St. Thomas,34,24,10,.706,2.44,-5.37,,12,4,,14,1,,8,7,,2780,2433,,1360,997,1971,.506,327,905,.361,459,675,.680,246,1144,572,253,89,332,533
293,Stanford,33,20,13,.606,11.92,8.89,,9,9,,12,6,,5,5,,2508,2408,,1325,851,1946,.437,301,856,.352,505,690,.732,376,1126,390,257,127,348,582
294,Stephen F. Austin,34,28,6,.824,3.92,-4.33,,20,2,,15,1,,12,4,,2604,2265,,1365,943,2098,.449,302,837,.361,416,612,.680,426,1266,464,241,127,317,542
295,Stetson,33,12,21,.364,-12.95,-4.95,,7,11,,9,5,,2,14,,2431,2631,,1325,854,1871,.456,306,843,.363,417,612,.681,315,1083,506,206,68,414,511
296,Stonehill,33,12,21,.364,-14.82,-9.49,,8,10,,8,5,,4,15,,2191,2263,,1340,786,1896,.415,248,770,.322,371,541,.686,331,1240,411,160,130,430,534
297,Stony Brook,32,17,15,.531,-5.74,-3.98,,9,9,,12,4,,4,9,,2295,2277,,1295,803,1892,.424,304,870,.349,385,533,.722,330,1111,424,216,119,360,515
298,Syracuse,32,15,17,.469,9.75,9.00,,6,12,,12,6,,2,7,,2400,2376,,1305,872,1876,.465,229,697,.329,427,659,.648,329,1093,411,198,189,353,526
299,Tarleton State,32,14,18,.438,-4.99,-1.70,,5,13,,10,6,,4,11,,2385,2349,,1295,836,1856,.450,147,456,.322,566,760,.745,356,1052,358,330,100,459,642
300,Temple,32,16,16,.500,0.96,-0.85,,8,10,,10,6,,5,6,,2366,2264,,1285,801,1793,.447,218,645,.338,546,731,.747,321,1077,394,182,128,288,553
,,Overall,Overall,Overall,Overall,Overall,Overall,,Conf.,Conf.,,Home,Home,,Away,Away,,Points,Points,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals
301,Tennessee NCAA,37,25,12,.676,21.97,12.70,,11,7,,14,3,,5,5,,2917,2574,,1495,1044,2266,.461,243,727,.334,586,848,.691,588,1571,631,270,136,437,664
302,Tennessee State NCAA,33,23,10,.697,-4.94,-7.81,,15,5,,10,2,,10,7,,2651,2455,,1325,954,2080,.459,209,637,.328,534,700,.763,428,1245,436,308,125,406,600
303,Tennessee Tech,31,13,18,.419,-13.61,-8.25,,8,12,,8,6,,5,12,,2272,2308,,1240,788,1778,.443,211,670,.315,485,639,.759,338,1122,377,184,92,412,502
304,Tennessee-Martin,33,22,11,.667,-6.28,-9.41,,13,7,,12,3,,8,6,,2303,2085,,1325,788,1873,.421,265,871,.304,462,682,.677,458,1317,448,292,143,475,552
305,Texas NCAA,36,21,15,.583,16.82,11.22,,9,9,,12,5,,4,6,,2979,2742,,1450,1017,2101,.484,266,750,.355,679,914,.743,432,1350,448,203,107,386,667
306,Texas A&M NCAA,34,22,12,.647,16.17,9.02,,11,7,,14,4,,6,5,,2927,2684,,1390,987,2169,.455,360,1003,.359,593,804,.738,409,1267,604,276,104,368,655
307,Texas A&M-Corpus Christi,33,18,15,.545,-2.78,-1.92,,13,9,,10,5,,7,9,,2393,2234,,1325,848,1855,.457,211,592,.356,486,718,.677,377,1191,441,251,99,436,666
308,Texas Christian NCAA,35,23,12,.657,15.25,9.97,,11,7,,14,5,,5,5,,2708,2523,,1415,943,2129,.443,260,784,.332,562,798,.704,433,1257,540,270,157,376,570
309,Texas Southern,30,12,18,.400,-14.44,-8.37,,10,8,,9,5,,3,12,,2251,2339,,1221,789,1753,.450,185,563,.329,488,681,.717,311,1069,338,204,102,409,590
310,Texas State,32,19,13,.594,-7.49,-6.92,,11,7,,16,1,,3,9,,2365,2271,,1295,865,1846,.469,151,458,.330,484,638,.759,364,1142,419,268,115,405,576
311,Texas Tech NCAA,34,23,11,.676,21.03,13.86,,12,6,,14,2,,5,5,,2729,2485,,1365,968,2067,.468,384,983,.391,409,572,.715,390,1249,532,203,128,366,553
312,Texas-Rio Grande Valley,33,19,14,.576,0.72,-2.41,,14,8,,10,5,,8,8,,2505,2293,,1335,889,1876,.474,310,828,.374,417,547,.762,314,1152,546,200,93,399,592
313,The Citadel,33,11,22,.333,-16.68,-6.08,,7,11,,7,8,,3,12,,2322,2558,,1345,817,1930,.423,314,959,.327,374,556,.673,345,1087,422,183,81,343,537
314,Toledo,34,19,15,.559,0.52,-1.83,,11,7,,11,4,,5,9,,2755,2603,,1360,1020,2084,.489,246,673,.366,469,618,.759,351,1155,550,262,103,347,504
315,Towson,34,19,15,.559,-1.09,-1.72,,9,9,,11,3,,3,10,,2354,2248,,1365,858,2028,.423,217,715,.303,421,606,.695,460,1332,346,204,114,351,533
316,Troy NCAA,34,22,12,.647,-1.20,-3.98,,12,6,,10,3,,9,7,,2696,2488,,1410,918,2060,.446,315,945,.333,545,735,.741,429,1297,538,268,114,409,564
317,Tulane,33,18,15,.545,-2.60,1.03,,8,10,,10,8,,6,4,,2389,2493,,1330,764,1806,.423,261,814,.321,600,783,.766,264,1027,424,254,148,354,584
318,Tulsa,38,30,8,.789,11.45,2.01,,13,5,,16,2,,8,4,,3233,2799,,1545,1056,2259,.467,399,1051,.380,722,926,.780,441,1465,584,245,98,411,615
319,UAB,32,20,12,.625,3.50,-0.31,,11,7,,8,9,,10,2,,2535,2361,,1295,915,2064,.443,177,629,.281,528,749,.705,413,1278,459,253,113,285,457
320,UC Davis,33,19,14,.576,-1.42,-1.46,,11,9,,12,4,,6,9,,2562,2478,,1330,849,1903,.446,285,820,.348,579,772,.750,304,1097,512,265,89,423,618
,,Overall,Overall,Overall,Overall,Overall,Overall,,Conf.,Conf.,,Home,Home,,Away,Away,,Points,Points,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals
321,UC Irvine,35,23,12,.657,3.29,-1.53,,15,5,,12,5,,7,5,,2704,2402,,1415,990,2140,.463,199,589,.338,525,756,.694,407,1410,561,279,204,444,553
322,UC Riverside,32,10,22,.313,-8.10,-0.63,,5,15,,7,7,,3,15,,2334,2492,,1280,810,1872,.433,235,727,.323,479,645,.743,330,1111,407,171,132,418,610
323,UC San Diego,34,23,11,.676,2.00,-2.00,,12,8,,10,5,,8,5,,2573,2390,,1360,919,2008,.458,284,858,.331,451,649,.695,328,1256,512,259,89,389,544
324,UC Santa Barbara,32,18,14,.563,0.83,-2.13,,11,9,,11,4,,5,8,,2483,2328,,1300,840,1794,.468,289,775,.373,514,674,.763,337,1123,455,205,76,411,601
325,UCF NCAA,33,21,12,.636,12.95,10.65,,9,9,,13,5,,5,5,,2662,2586,,1330,967,2089,.463,263,726,.362,465,638,.729,421,1243,519,184,98,375,577
326,UCLA NCAA,36,24,12,.667,17.64,11.61,,13,7,,17,1,,4,6,,2775,2558,,1455,980,2101,.466,283,746,.379,530,695,.763,362,1163,580,240,109,321,613
327,UNC Asheville,32,15,17,.469,-6.27,-3.99,,8,8,,9,7,,4,9,,2349,2334,,1295,820,1800,.456,221,633,.349,488,710,.687,336,1114,351,174,114,386,576
328,UNC Greensboro,34,15,19,.441,-11.45,-6.17,,9,9,,8,6,,4,9,,2673,2736,,1375,909,1983,.458,283,785,.361,572,809,.707,342,1204,436,189,63,346,549
329,UNC Wilmington,34,27,7,.794,1.99,-4.51,,15,3,,15,4,,12,2,,2594,2313,,1360,885,2002,.442,269,764,.352,555,812,.683,452,1355,455,181,83,337,584
330,UT Arlington,32,18,14,.563,-1.92,-1.88,,9,9,,9,4,,8,8,,2240,2134,,1295,776,1776,.437,157,540,.291,531,739,.719,392,1187,373,245,119,444,600
331,Utah,32,10,22,.313,5.81,10.56,,2,16,,8,9,,1,10,,2379,2531,,1285,848,1867,.454,247,700,.353,436,591,.738,321,1075,438,171,109,366,517
332,Utah State NCAA,36,29,7,.806,17.57,7.40,,15,5,,14,1,,7,5,,2958,2546,,1445,1043,2101,.496,303,866,.350,567,798,.711,388,1239,632,312,104,373,681
333,Utah Tech,34,19,15,.559,-3.77,-1.51,,11,7,,11,3,,6,10,,2612,2548,,1395,941,1989,.473,266,766,.347,464,636,.730,324,1155,498,245,108,420,551
334,Utah Valley,34,25,9,.735,5.24,-1.63,,14,4,,15,1,,6,7,,2724,2338,,1375,997,1989,.501,228,665,.343,502,722,.695,405,1243,630,321,183,477,622
335,UTEP,31,11,20,.355,-6.80,-0.55,,7,13,,9,7,,2,11,,2149,2244,,1255,746,1748,.427,228,675,.338,429,613,.700,303,1009,364,236,111,362,571
336,UTSA,30,5,25,.167,-14.26,1.38,,1,17,,2,12,,2,12,,2084,2422,,1200,743,1865,.398,225,757,.297,373,540,.691,370,1087,326,198,130,359,509
337,Valparaiso,33,18,15,.545,-0.44,0.25,,11,9,,13,4,,4,10,,2376,2358,,1345,808,1923,.420,240,705,.340,520,736,.707,397,1195,399,197,115,348,587
338,Vanderbilt NCAA,36,27,9,.750,22.23,11.48,,11,7,,13,3,,8,4,,3086,2699,,1450,1041,2194,.474,345,970,.356,659,835,.789,384,1268,587,286,163,344,684
339,Vermont,34,22,12,.647,-7.02,-10.39,,12,4,,13,3,,8,7,,2496,2330,,1375,886,1915,.463,292,859,.340,432,605,.714,299,1183,432,156,100,320,574
340,Villanova NCAA,33,24,9,.727,15.90,10.02,,15,5,,13,3,,9,3,,2545,2351,,1335,901,1975,.456,322,903,.357,421,611,.689,379,1130,512,244,70,333,534
,,Overall,Overall,Overall,Overall,Overall,Overall,,Conf.,Conf.,,Home,Home,,Away,Away,,Points,Points,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals
341,Virginia NCAA,36,30,6,.833,20.61,9.00,,15,3,,16,1,,8,2,,2896,2478,,1465,1007,2181,.462,369,1018,.362,513,705,.728,475,1441,587,228,230,389,626
342,Virginia Commonwealth NCAA,36,28,8,.778,13.17,4.11,,15,3,,15,2,,7,3,,2910,2584,,1445,962,2106,.457,335,922,.363,651,885,.736,399,1315,499,264,155,378,619
343,VMI,32,6,26,.188,-20.90,-6.21,,1,17,,5,9,,1,14,,2303,2560,,1280,776,1932,.402,343,1044,.329,408,564,.723,325,1064,403,225,77,321,535
344,Virginia Tech,32,19,13,.594,12.75,8.84,,8,10,,14,3,,3,7,,2521,2396,,1315,878,1943,.452,274,771,.355,491,661,.743,353,1113,460,205,102,334,548
345,Wagner,31,14,17,.452,-11.99,-8.88,,8,10,,8,5,,6,12,,2210,2222,,1265,786,1798,.437,229,655,.350,409,560,.730,368,1155,389,172,78,396,576
346,Wake Forest,35,18,17,.514,11.73,9.84,,7,11,,13,7,,2,7,,2759,2693,,1415,941,2079,.453,309,906,.341,568,732,.776,354,1165,503,270,124,381,649
347,Washington,33,16,17,.485,13.88,10.40,,7,13,,10,6,,4,9,,2545,2430,,1335,929,2029,.458,221,702,.315,466,610,.764,392,1226,459,189,137,347,557
348,Washington State,32,12,20,.375,3.09,4.70,,7,11,,9,6,,1,11,,2435,2480,,1280,857,1836,.467,303,822,.369,418,563,.742,314,1097,444,180,93,417,570
349,Weber State,32,16,16,.500,-3.20,-2.96,,10,8,,11,5,,5,10,,2598,2474,,1295,918,1959,.469,228,653,.349,534,728,.734,371,1183,430,230,50,354,588
350,West Georgia,32,15,17,.469,-11.31,-6.14,,8,10,,10,5,,4,11,,2450,2547,,1295,905,2026,.447,227,675,.336,413,590,.700,385,1185,408,207,159,360,538
351,West Virginia,35,21,14,.600,13.19,8.31,,9,9,,15,3,,3,6,,2472,2301,,1425,865,1944,.445,276,835,.331,466,682,.683,363,1214,449,222,108,384,541
352,Western Carolina,31,15,16,.484,-6.61,-3.92,,10,8,,10,3,,4,12,,2432,2397,,1250,872,1961,.445,269,806,.334,419,585,.716,428,1205,397,190,85,355,590
353,Western Illinois,31,5,26,.161,-23.76,-8.48,,1,19,,4,11,,1,15,,2011,2381,,1245,702,1742,.403,182,580,.314,425,639,.665,321,988,261,161,61,365,499
354,Western Kentucky,32,18,14,.563,0.35,-0.58,,11,9,,12,4,,5,7,,2537,2436,,1290,819,1984,.413,270,791,.341,629,829,.759,411,1245,426,244,74,332,633
355,Western Michigan,31,10,21,.323,-8.59,-2.42,,4,14,,7,8,,3,13,,2318,2464,,1245,815,1851,.440,228,649,.351,460,620,.742,342,1126,392,142,82,376,578
356,Wichita State,36,24,12,.667,9.47,2.67,,13,5,,15,3,,8,5,,2811,2547,,1470,995,2252,.442,261,767,.340,560,806,.695,528,1498,413,216,137,374,622
357,William & Mary,32,20,12,.625,-0.33,-2.97,,10,8,,11,2,,6,9,,2660,2487,,1280,895,1864,.480,263,793,.332,607,815,.745,284,1117,573,256,126,388,561
358,Winthrop,34,23,11,.676,-0.82,-4.59,,13,3,,13,1,,7,9,,2844,2566,,1365,927,2125,.436,320,944,.339,670,917,.731,474,1403,486,239,99,370,653
359,Wisconsin NCAA,35,24,11,.686,18.88,12.02,,14,6,,15,2,,6,4,,2904,2664,,1420,978,2171,.450,409,1131,.362,539,684,.788,359,1244,560,195,109,314,596
360,Wofford,32,19,13,.594,-7.53,-7.33,,11,7,,10,5,,9,7,,2520,2468,,1285,869,1913,.454,293,839,.349,489,695,.704,353,1114,450,185,98,300,554
,,Overall,Overall,Overall,Overall,Overall,Overall,,Conf.,Conf.,,Home,Home,,Away,Away,,Points,Points,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals
361,Wright State NCAA,35,23,12,.657,0.25,-3.90,,15,5,,11,5,,9,5,,2818,2579,,1405,1000,2057,.486,254,698,.364,564,764,.738,391,1228,480,260,152,390,604
362,Wyoming,33,18,15,.545,7.34,4.09,,9,11,,14,4,,3,10,,2537,2409,,1320,877,1945,.451,272,823,.330,511,693,.737,396,1172,465,216,78,363,690
363,Xavier,33,15,18,.455,7.75,10.02,,6,14,,12,6,,1,10,,2586,2661,,1330,925,2084,.444,309,846,.365,427,586,.729,329,1133,575,214,132,330,577
364,Yale,31,24,7,.774,5.69,-2.62,,11,3,,10,3,,9,3,,2520,2197,,1255,896,1823,.491,263,664,.396,465,625,.744,338,1105,508,172,101,288,485
365,Youngstown State,32,15,17,.469,-4.62,-4.82,,8,12,,10,5,,4,11,,2495,2338,,1285,869,1879,.462,318,918,.346,439,594,.739,347,1106,471,231,116,405,554
