,Date,Home_Team,Score_H,Away_Team,Score_A
476,11/10/2025,UCLA,83.0,West Georgia,62.0
477,11/10/2025,Niagara,68.0,Delaware St,57.0
478,11/10/2025,Utah,87.0,Holy Cross,69.0
479,11/10/2025,TCU,78.0,Lamar,65.0
480,11/10/2025,Miami FL,102.0,Stetson,61.0
481,11/10/2025,Georgia Tech,70.0,SE Louisiana,60.0
482,11/10/2025,LSU,93.0,New Orleans,58.0
483,11/10/2025,Youngstown St,115.0,PSU-Shenango,53.0
484,11/10/2025,Kent,86.0,UNC Wilmington,77.0
485,11/10/2025,Connecticut,89.0,Columbia,62.0
486,11/10/2025,Jacksonville St,114.0,Reinhardt,39.0
487,11/10/2025,ULM,88.0,Rust,55.0
488,11/10/2025,Furman,89.0,Columbia Intl,59.0
489,11/10/2025,Washington St,81.0,St Thomas MN,71.0
490,11/10/2025,UT Arlington,117.0,Arlington Bap,61.0
491,11/10/2025,Tennessee Tech,118.0,VA-Lynchburg,58.0
492,11/10/2025,Northwestern,110.0,Cleveland St,63.0
493,11/10/2025,North Greenville,92.0,Gardner Webb,81.0
494,11/10/2025,Indiana St,64.0,SIUE,55.0
495,11/10/2025,New Haven,73.0,MA Lowell,67.0
496,11/10/2025,McNeese St,132.0,CBS-Houston,50.0
497,11/10/2025,NC A&T,85.0,S Carolina St,62.0
498,11/10/2025,Presbyterian,63.0,Georgia St,61.0
499,11/10/2025,WI Green Bay,83.0,Ripon,63.0
500,11/10/2025,Southern Univ,115.0,Ecclesia,51.0
501,11/10/2025,Drake,89.0,Simpson IA,51.0
502,11/10/2025,UC Irvine,130.0,Lincoln CA,63.0
503,11/10/2025,Hofstra,95.0,Molloy,61.0
504,11/11/2025,Villanova,94.0,Sacred Heart,60.0
505,11/11/2025,Auburn,93.0,Wofford,62.0
506,11/11/2025,Buffalo,66.0,DePaul,53.0
507,11/11/2025,Toledo,81.0,Wright St,71.0
508,11/11/2025,Detroit,92.0,Cleary,54.0
509,11/11/2025,High Point,85.0,Jacksonville,64.0
510,11/11/2025,Arkansas St,86.0,Missouri St,85.0
511,11/11/2025,Nebraska,69.0,MD E Shore,50.0
512,11/11/2025,Wisconsin,86.0,Ball St,55.0
513,11/11/2025,Temple,90.0,La Salle,63.0
514,11/11/2025,Gonzaga,90.0,Creighton,63.0
515,11/11/2025,Butler,98.0,Chicago St,66.0
516,11/11/2025,Davidson,62.0,Charlotte,55.0
517,11/11/2025,Montana,102.0,UNLV,93.0
518,11/11/2025,Penn St,80.0,Navy,71.0
519,11/11/2025,Kansas,77.0,TAM C. Christi,46.0
520,11/11/2025,BYU,85.0,Delaware,68.0
521,11/11/2025,Michigan,85.0,Wake Forest,84.0
522,11/11/2025,Virginia,91.0,Hampton,53.0
523,11/11/2025,SMU,102.0,Murray St,91.0
524,11/11/2025,Notre Dame,78.0,E Illinois,58.0
525,11/11/2025,North Carolina,89.0,Radford,74.0
526,11/11/2025,Louisville,96.0,Kentucky,88.0
527,11/11/2025,Duke,114.0,Army,59.0
528,11/11/2025,Richmond,90.0,William & Mary,86.0
529,11/11/2025,Rhode Island,80.0,Stonehill,57.0
530,11/11/2025,Duquesne,87.0,Queens NC,81.0
531,11/11/2025,Cincinnati,74.0,Dayton,62.0
532,11/11/2025,UMBC,81.0,Morgan St,79.0
533,11/11/2025,Clemson,83.0,Morehead St,56.0
534,11/11/2025,Central Conn,60.0,Boston College,59.0
535,11/11/2025,Providence,106.0,Penn,81.0
536,11/11/2025,Mt St Mary's,74.0,St Francis PA,66.0
537,11/11/2025,Illinois,81.0,Texas Tech,77.0
538,11/11/2025,Princeton,73.0,Bucknell,63.0
539,11/11/2025,IUPUI,121.0,IU Columbus,77.0
540,11/11/2025,Abilene Chr,104.0,SW Adventist,63.0
541,11/11/2025,LIU Brooklyn,76.0,Air Force,72.0
542,11/11/2025,N Dakota St,90.0,CS Northridge,68.0
543,11/11/2025,CS Bakersfield,74.0,W Illinois,58.0
544,11/11/2025,North Alabama,87.0,Northwestern LA,83.0
545,11/11/2025,Ga Southern,95.0,FGCU,94.0
546,11/11/2025,Fordham,63.0,Wagner,61.0
547,11/11/2025,NJIT,66.0,Loyola MD,64.0
548,11/11/2025,Northeastern,77.0,Harvard,60.0
549,11/11/2025,Yale,97.0,Quinnipiac,60.0
550,11/11/2025,Southern Utah,118.0,Bethesda,60.0
551,11/11/2025,Tennessee St,114.0,Oakwood,76.0
552,11/11/2025,Arkansas,93.0,Cent Arkansas,56.0
553,11/11/2025,UCF,97.0,Florida A&M,60.0
554,11/11/2025,Pepperdine,113.0,Lincoln CA,76.0
555,11/11/2025,Loy Marymount,71.0,UTEP,58.0
556,11/11/2025,Boise St,85.0,UTRGV,65.0
557,11/11/2025,Wyoming,79.0,Austin Peay,65.0
558,11/11/2025,Iona,105.0,Missouri KC,91.0
559,11/11/2025,UNC Asheville,69.0,Lipscomb,64.0
560,11/11/2025,Alabama St,77.0,UAB,74.0
561,11/11/2025,Coastal Car,72.0,Winthrop,66.0
562,11/11/2025,Colgate,90.0,Drexel,83.0
563,11/11/2025,Florida,78.0,Florida St,76.0
564,11/11/2025,Ohio St,75.0,Appalachian St,53.0
565,11/11/2025,George Mason,86.0,Catawba,62.0
566,11/11/2025,IL Chicago,98.0,St Francis IL,55.0
567,11/11/2025,North Dakota,128.0,Mayville St,58.0
568,11/11/2025,Old Dominion,60.0,Norfolk St,57.0
569,11/11/2025,Arizona,84.0,Northern Arizona,49.0
570,11/11/2025,St Mary's CA,90.0,Ohio,60.0
571,11/11/2025,Troy,121.0,Pensacola Chr,56.0
572,11/11/2025,Bethune-Cookman,101.0,Coastal GA,60.0
573,11/11/2025,Incarnate Word,109.0,SW Christian,70.0
574,11/11/2025,Stony Brook,107.0,St Joseph's LI,43.0
575,11/11/2025,Tarleton St,76.0,Merrimack,62.0
576,11/11/2025,Towson,101.0,Wilson,62.0
577,11/11/2025,New Mexico,82.0,UC Riverside,68.0
578,11/11/2025,SUNY Albany,115.0,SUNY Delhi,52.0
579,11/11/2025,Maryland,84.0,Alcorn St,64.0
580,11/11/2025,SF Austin,81.0,Rice,69.0
581,11/11/2025,Tulane,66.0,Louisiana,62.0
582,11/11/2025,Oklahoma,95.0,Ark Pine Bluff,69.0
583,11/11/2025,Mississippi,83.0,Memphis,77.0
584,11/11/2025,UC Santa Barbara,92.0,CS Sacramento,87.0
585,11/11/2025,New Mexico St,74.0,NM Highlands,58.0
586,11/12/2025,San Diego,78.0,Idaho,74.0
587,11/12/2025,Seattle,94.0,E Washington,67.0
588,11/12/2025,Tennessee,99.0,North Florida,66.0
589,11/12/2025,W Michigan,83.0,PFW,71.0
590,11/12/2025,ETSU,75.0,N Kentucky,63.0
591,11/12/2025,Bellarmine,94.0,Hanover,55.0
592,11/12/2025,Marquette,89.0,Ark Little Rock,49.0
593,11/12/2025,MTSU,77.0,Evansville,72.0
594,11/12/2025,South Florida,100.0,Coppin St,50.0
595,11/12/2025,VCU,78.0,St Peter's,61.0
596,11/12/2025,Indiana,101.0,WI Milwaukee,70.0
597,11/12/2025,Bryant,82.0,Dartmouth,75.0
598,11/12/2025,Georgetown,83.0,Binghamton,70.0
599,11/12/2025,Boston Univ,90.0,Brown,77.0
600,11/12/2025,Virginia Tech,94.0,St Joseph's PA,59.0
601,11/12/2025,NC State,110.0,UNC Greensboro,64.0
602,11/12/2025,St Bonaventure,75.0,Siena,66.0
603,11/12/2025,G Washington,107.0,American Univ,67.0
604,11/12/2025,Canisius,58.0,Mercyhurst,55.0
605,11/12/2025,Marist,93.0,Vassar,61.0
606,11/12/2025,Oklahoma St,94.0,Prairie View,67.0
607,11/12/2025,Texas,93.0,F Dickinson,58.0
608,11/12/2025,South Dakota,89.0,Southern Indiana,74.0
609,11/12/2025,Pacific,69.0,Long Beach St,66.0
610,11/12/2025,Valparaiso,68.0,Nicholls St,63.0
611,11/12/2025,Stanford,77.0,Montana St,68.0
612,11/12/2025,Kennesaw,111.0,Point,60.0
613,11/12/2025,Hawaii,88.0,MS Valley St,56.0
614,11/12/2025,Houston,78.0,Oakland,45.0
615,11/12/2025,Oregon St,66.0,North Texas,64.0
616,11/12/2025,Colorado St,93.0,Cal Poly,79.0
617,11/12/2025,Marshall,96.0,Elon,89.0
618,11/12/2025,Longwood,82.0,James Madison,72.0
619,11/12/2025,Nevada,86.0,S Illinois,81.0
620,11/12/2025,NC Central,77.0,Bluefield St,61.0
621,11/12/2025,N Dakota St,111.0,St Scholastica,38.0
622,11/12/2025,Tulsa,88.0,Oral Roberts,87.0
623,11/12/2025,San Francisco,80.0,Portland St,70.0
624,11/12/2025,South Carolina,81.0,Presbyterian,61.0
625,11/12/2025,SC Upstate,114.0,Bob Jones,53.0
626,11/12/2025,Samford,93.0,TX Southern,90.0
627,11/12/2025,Texas St,80.0,UT San Antonio,69.0
628,11/12/2025,UC San Diego,78.0,Fresno St,73.0
629,11/12/2025,TN Martin,78.0,Bradley,67.0
630,11/12/2025,Utah St,83.0,Weber St,73.0
631,11/12/2025,SE Missouri St,87.0,Webster,41.0
632,11/12/2025,Utah Valley,91.0,Westminster UT,60.0
633,11/12/2025,Vanderbilt,92.0,E Kentucky,62.0
634,11/12/2025,Oregon,83.0,S Dakota St,69.0
635,11/12/2025,Missouri,83.0,Minnesota,60.0
636,11/12/2025,Akron,109.0,PSU-Shenango,51.0
637,11/12/2025,New Hampshire,97.0,Emmanuel MA,69.0
638,11/12/2025,Manhattan,79.0,Utah Tech,75.0
639,11/12/2025,VMI,106.0,VA-Lynchburg,54.0
640,11/13/2025,Robert Morris,81.0,Pitt-Greensburg,57.0
641,11/13/2025,Alabama A&M,68.0,Charleston So,64.0
642,11/13/2025,East Carolina,71.0,Eliz. City St,70.0
643,11/13/2025,West Virginia,71.0,Pittsburgh,49.0
644,11/13/2025,Kansas St,99.0,California,96.0
645,11/13/2025,Wichita St,95.0,Loyola-Chicago,74.0
646,11/13/2025,Purdue,87.0,Alabama,80.0
647,11/13/2025,Columbia,86.0,MA Lowell,72.0
648,11/13/2025,Seton Hall,70.0,Monmouth NJ,58.0
649,11/13/2025,Georgia St,90.0,Fort Valley St,56.0
650,11/13/2025,Grambling,75.0,Southern Miss,70.0
651,11/13/2025,Houston Chr,72.0,ULM,61.0
652,11/13/2025,Cornell,97.0,Lafayette,78.0
653,11/13/2025,Massachusetts,94.0,Le Moyne,80.0
654,11/13/2025,NC A&T,89.0,Washington Advt,83.0
655,11/13/2025,Tennessee Tech,86.0,Berea,64.0
656,11/13/2025,W Carolina,95.0,Voorhees,44.0
657,11/13/2025,St Thomas MN,80.0,WI Green Bay,61.0
658,11/13/2025,UNC Asheville,92.0,Bryan,54.0
659,11/13/2025,Michigan St,79.0,San Jose St,60.0
660,11/13/2025,Princeton,100.0,John Jay,59.0
661,11/13/2025,Howard,72.0,Alcorn St,64.0
662,11/13/2025,LSU,98.0,Florida Intl,81.0
663,11/13/2025,South Alabama,66.0,C Michigan,64.0
664,11/13/2025,N Illinois,117.0,Benedictine IL,62.0
665,11/13/2025,Campbell,108.0,Mid-Atlantic Chr,55.0
666,11/14/2025,Iowa,81.0,Xavier,62.0
667,11/14/2025,Mississippi,82.0,CS Bakersfield,60.0
668,11/14/2025,C Michigan,82.0,Coppin St,59.0
669,11/14/2025,Kentucky,99.0,E Illinois,53.0
670,11/14/2025,Fairfield,73.0,Stonehill,71.0
671,11/14/2025,Iona,76.0,Fordham,71.0
672,11/14/2025,Lindenwood,83.0,Charleston So,77.0
673,11/14/2025,Creighton,84.0,MD E Shore,45.0
674,11/14/2025,Northern Iowa,70.0,Furman,54.0
675,11/14/2025,Navy,97.0,Washington MD,64.0
676,11/14/2025,Texas Tech,80.0,WI Milwaukee,63.0
677,11/14/2025,Colorado,97.0,Providence,88.0
678,11/14/2025,Baylor,94.0,Tarleton St,81.0
679,11/14/2025,Gonzaga,77.0,Arizona St,65.0
680,11/14/2025,North Carolina,97.0,NC Central,53.0
681,11/14/2025,Duke,100.0,Indiana St,62.0
682,11/14/2025,Rhode Island,80.0,SUNY Albany,61.0
683,11/14/2025,Arizona,69.0,UCLA,65.0
684,11/14/2025,USC,87.0,Illinois St,67.0
685,11/14/2025,Michigan,67.0,TCU,63.0
686,11/14/2025,Hofstra,83.0,Bucknell,77.0
687,11/14/2025,New Orleans,85.0,Tulane,63.0
688,11/14/2025,IUPUI,90.0,E Michigan,83.0
689,11/14/2025,SF Austin,76.0,Abilene Chr,66.0
690,11/14/2025,Hampton,72.0,Brown,63.0
691,11/14/2025,Cal Baptist,69.0,W Illinois,59.0
692,11/14/2025,Hawaii,86.0,Manhattan,56.0
693,11/14/2025,UCF,86.0,Texas A&M,74.0
694,11/14/2025,Washington,81.0,Washington St,69.0
695,11/14/2025,Loy Marymount,74.0,Troy,63.0
696,11/14/2025,Alabama St,124.0,VA-Lynchburg,68.0
697,11/14/2025,UC Davis,77.0,CS Sacramento,73.0
698,11/14/2025,Jacksonville St,74.0,Coastal Car,67.0
699,11/14/2025,Illinois,84.0,Colgate,65.0
700,11/14/2025,Col Charleston,88.0,S Carolina St,61.0
701,11/14/2025,Utah Tech,81.0,MS Valley St,75.0
702,11/14/2025,SIUE,61.0,Drake,59.0
703,11/14/2025,Ga Southern,98.0,JC Smith,79.0
704,11/14/2025,UAB,91.0,High Point,74.0
705,11/14/2025,McNeese St,88.0,Louisiana,62.0
706,11/14/2025,Towson,51.0,Norfolk St,41.0
707,11/14/2025,Northwestern LA,95.0,Ecclesia,75.0
708,11/14/2025,St Mary's CA,80.0,North Texas,49.0
709,11/14/2025,Rutgers,84.0,Lehigh,72.0
710,11/14/2025,Rice,71.0,East Texas A&M,64.0
711,11/14/2025,Arkansas,79.0,Samford,75.0
712,11/14/2025,Georgia,92.0,Georgia Tech,87.0
713,11/14/2025,Northwestern,81.0,DePaul,79.0
714,11/14/2025,West Georgia,100.0,Citadel,92.0
715,11/14/2025,Montana,90.0,Cal Poly,82.0
716,11/15/2025,UNC Wilmington,73.0,SC Upstate,60.0
717,11/15/2025,Seattle,83.0,Idaho St,74.0
718,11/15/2025,NE Omaha,90.0,Southern Utah,85.0
719,11/15/2025,UC San Diego,75.0,Idaho,67.0
720,11/15/2025,Winthrop,105.0,Mercer,69.0
721,11/15/2025,Buffalo,80.0,Rochester Tech,64.0
722,11/15/2025,Davidson,91.0,Bowling Green,87.0
723,11/15/2025,Toledo,90.0,Detroit,83.0
724,11/15/2025,Jacksonville,69.0,VMI,67.0
725,11/15/2025,UT Arlington,67.0,Missouri St,49.0
726,11/15/2025,Wofford,94.0,Bellarmine,86.0
727,11/15/2025,Maryland,89.0,Marquette,82.0
728,11/15/2025,South Alabama,72.0,Coppin St,62.0
729,11/15/2025,Ark Little Rock,68.0,Ball St,62.0
730,11/15/2025,Penn St,83.0,La Salle,69.0
731,11/15/2025,Longwood,90.0,Binghamton,82.0
732,11/15/2025,Loyola MD,74.0,Stonehill,63.0
733,11/15/2025,Utah,85.0,Sam Houston St,79.0
734,11/15/2025,Kansas,76.0,Princeton,57.0
735,11/15/2025,Virginia,104.0,Marshall,78.0
736,11/15/2025,Syracuse,80.0,Drexel,50.0
737,11/15/2025,SMU,87.0,Butler,85.0
738,11/15/2025,Louisville,106.0,Ohio,81.0
739,11/15/2025,Boston College,76.0,Temple,71.0
740,11/15/2025,St Bonaventure,84.0,Youngstown St,80.0
741,11/15/2025,St Louis,78.0,Grand Canyon,64.0
742,11/15/2025,G Washington,96.0,Old Dominion,73.0
743,11/15/2025,Villanova,87.0,Duquesne,77.0
744,11/15/2025,Dayton,91.0,Bethune-Cookman,82.0
745,11/15/2025,Georgetown,79.0,Clemson,74.0
746,11/15/2025,Connecticut,86.0,BYU,84.0
747,11/15/2025,LIU Brooklyn,88.0,James Madison,79.0
748,11/15/2025,NJIT,93.0,F Dickinson,81.0
749,11/15/2025,Belmont,83.0,Oral Roberts,60.0
750,11/15/2025,Mississippi St,75.0,SE Louisiana,68.0
751,11/15/2025,Kent,102.0,Cleveland St,95.0
752,11/15/2025,Yale,86.0,Stony Brook,79.0
753,11/15/2025,Queens NC,81.0,Sacred Heart,64.0
754,11/15/2025,North Florida,122.0,New College FL,67.0
755,11/15/2025,PFW,118.0,Boyce,68.0
756,11/15/2025,FGCU,91.0,Chattanooga,73.0
757,11/15/2025,Pacific,85.0,CS Fullerton,73.0
758,11/15/2025,IL Chicago,67.0,Chicago St,63.0
759,11/15/2025,Miami OH,76.0,Air Force,61.0
760,11/15/2025,Harvard,75.0,Army,52.0
761,11/15/2025,ETSU,78.0,North Alabama,74.0
762,11/15/2025,Wright St,92.0,Radford,59.0
763,11/15/2025,Mercyhurst,86.0,Morgan St,72.0
764,11/15/2025,New Mexico St,76.0,New Mexico,68.0
765,11/15/2025,Rider,86.0,Eastern Univ,54.0
766,11/15/2025,Oakland,113.0,Defiance,47.0
767,11/15/2025,Hawaii,68.0,Utah Tech,62.0
768,11/15/2025,Merrimack,91.0,Boston Univ,79.0
769,11/15/2025,N Colorado,88.0,Pepperdine,81.0
770,11/15/2025,Boise St,62.0,Montana St,58.0
771,11/15/2025,Wyoming,93.0,Portland,56.0
772,11/15/2025,Lipscomb,98.0,Bryan,53.0
773,11/15/2025,Santa Clara,98.0,Nevada,83.0
774,11/15/2025,UT San Antonio,84.0,Denver,79.0
775,11/15/2025,American Univ,115.0,Central Penn,50.0
776,11/15/2025,Elon,95.0,Gardner Webb,84.0
777,11/15/2025,George Mason,61.0,New Hampshire,44.0
778,11/15/2025,Louisiana Tech,68.0,Jackson St,51.0
779,11/15/2025,New Haven,65.0,Delaware St,52.0
780,11/15/2025,Murray St,99.0,Nicholls St,79.0
781,11/15/2025,North Dakota,76.0,UC Riverside,74.0
782,11/15/2025,Vermont,85.0,Northeastern,74.0
783,11/15/2025,San Francisco,75.0,Bradley,64.0
784,11/15/2025,Southern Univ,129.0,Champion Bap,64.0
785,11/15/2025,Texas St,77.0,TX Southern,67.0
786,11/15/2025,Utah St,75.0,UTEP,51.0
787,11/15/2025,St John's,93.0,William & Mary,60.0
788,11/15/2025,Minnesota,72.0,WI Green Bay,65.0
789,11/15/2025,Vanderbilt,104.0,Ark Pine Bluff,75.0
790,11/15/2025,Fresno St,75.0,Utah Valley,74.0
791,11/15/2025,UC Irvine,79.0,Weber St,70.0
792,11/15/2025,Nebraska,105.0,Oklahoma,99.0
793,11/15/2025,Austin Peay,69.0,UNC Greensboro,63.0
794,11/15/2025,Arkansas St,95.0,Chr Brothers,67.0
795,11/15/2025,St Thomas MN,84.0,SE Missouri St,72.0
796,11/15/2025,Texas,71.0,Missouri KC,55.0
797,11/15/2025,Manhattan,80.0,MS Valley St,73.0
798,11/16/2025,N Kentucky,101.0,Cumberlands KY,73.0
799,11/16/2025,WKU,95.0,Tennessee St,82.0
800,11/16/2025,Alabama A&M,74.0,Lindenwood,65.0
801,11/16/2025,Valparaiso,68.0,Bryant,50.0
802,11/16/2025,Purdue,97.0,Akron,79.0
803,11/16/2025,UNLV,92.0,Memphis,78.0
804,11/16/2025,Fairfield,85.0,Loyola MD,82.0
805,11/16/2025,Wake Forest,109.0,MA Lowell,75.0
806,11/16/2025,Virginia Tech,84.0,Charlotte,76.0
807,11/16/2025,Ohio St,64.0,Notre Dame,63.0
808,11/16/2025,Colorado St,80.0,Loyola-Chicago,67.0
809,11/16/2025,Cincinnati,72.0,Mt St Mary's,55.0
810,11/16/2025,Oklahoma St,85.0,TAM C. Christi,69.0
811,11/16/2025,Holy Cross,67.0,Hampton,61.0
812,11/16/2025,Massachusetts,84.0,Central Conn,77.0
813,11/16/2025,South Dakota,83.0,W Michigan,78.0
814,11/16/2025,Florida,82.0,Miami FL,68.0
815,11/16/2025,Houston,73.0,Auburn,72.0
816,11/16/2025,Kent,76.0,Wright St,72.0
817,11/16/2025,Quinnipiac,70.0,Maine,64.0
818,11/16/2025,Fordham,96.0,Manhattanville,62.0
819,11/16/2025,Illinois St,82.0,Long Beach St,80.0
820,11/16/2025,CS Northridge,94.0,Troy,85.0
821,11/16/2025,Harvard,56.0,Marist,54.0
822,11/16/2025,Samford,84.0,Cent Arkansas,77.0
823,11/16/2025,CS Sacramento,64.0,Presbyterian,62.0
824,11/16/2025,Cleveland St,87.0,Radford,82.0
825,11/16/2025,Indiana,69.0,Incarnate Word,61.0
826,11/16/2025,South Florida,108.0,Kennesaw,89.0
827,11/16/2025,Southern Indiana,91.0,Loras,74.0
828,11/16/2025,UMBC,71.0,Wagner,70.0
829,11/16/2025,Morehead St,121.0,Kentucky Chr,51.0
830,11/16/2025,W Carolina,76.0,Stetson,65.0
831,11/16/2025,Appalachian St,85.0,Dartmouth,77.0
832,11/17/2025,Gonzaga,122.0,Southern Utah,50.0
833,11/17/2025,E Washington,91.0,Eastern Oregon,73.0
834,11/17/2025,Colgate,72.0,Siena,69.0
835,11/17/2025,West Virginia,81.0,Lafayette,59.0
836,11/17/2025,Kansas St,84.0,Tulsa,83.0
837,11/17/2025,Iowa St,96.0,Stonehill,57.0
838,11/17/2025,Colorado,94.0,Alabama St,66.0
839,11/17/2025,Arizona St,75.0,Georgia St,62.0
840,11/17/2025,NC State,85.0,VCU,79.0
841,11/17/2025,Le Moyne,74.0,Niagara,68.0
842,11/17/2025,High Point,93.0,Canisius,50.0
843,11/17/2025,Clemson,81.0,North Alabama,61.0
844,11/17/2025,Penn,83.0,St Joseph's PA,74.0
845,11/17/2025,Pittsburgh,84.0,Bucknell,50.0
846,11/17/2025,Portland St,93.0,CS Bakersfield,80.0
847,11/17/2025,UCF,87.0,Oakland,83.0
848,11/17/2025,Oregon,87.0,Oregon St,75.0
849,11/17/2025,Loy Marymount,78.0,UC Santa Barbara,74.0
850,11/17/2025,Drake,71.0,Col Charleston,62.0
851,11/17/2025,Lamar,79.0,ULM,66.0
852,11/17/2025,N Dakota St,92.0,S Illinois,85.0
853,11/17/2025,Liberty,98.0,Carolina Univ,46.0
854,11/17/2025,Missouri,91.0,Prairie View,73.0
855,11/17/2025,Wisconsin,94.0,SIUE,69.0
856,11/17/2025,Tarleton St,77.0,Angelo St,54.0
857,11/17/2025,UAB,112.0,Rhodes,56.0
858,11/17/2025,Tennessee,91.0,Rice,66.0
859,11/17/2025,FL Atlantic,92.0,Coastal GA,63.0
860,11/17/2025,West Georgia,61.0,Tennessee Tech,59.0
861,11/17/2025,Georgia,87.0,Florida A&M,57.0
862,11/17/2025,San Jose St,110.0,Bethesda,56.0
863,11/17/2025,UTRGV,110.0,SW Adventist,53.0
864,11/17/2025,S Dakota St,94.0,Peru St,46.0
865,11/17/2025,W Illinois,74.0,Coe,63.0
866,11/18/2025,Iowa,99.0,SE Missouri St,70.0
867,11/18/2025,Xavier,99.0,Old Dominion,69.0
868,11/18/2025,Santa Clara,64.0,Idaho St,55.0
869,11/18/2025,Buffalo,94.0,Vermont,90.0
870,11/18/2025,E Michigan,72.0,Detroit,62.0
871,11/18/2025,WKU,97.0,Bethel TN,67.0
872,11/18/2025,George Mason,79.0,Jacksonville,57.0
873,11/18/2025,MD E Shore,83.0,Longwood,82.0
874,11/18/2025,Minnesota,66.0,Chicago St,54.0
875,11/18/2025,Charleston So,103.0,IUPUI,91.0
876,11/18/2025,UNC Wilmington,85.0,East Carolina,60.0
877,11/18/2025,Northern Iowa,70.0,N Illinois,57.0
878,11/18/2025,Utah,85.0,PFW,77.0
879,11/18/2025,Syracuse,78.0,Monmouth NJ,73.0
880,11/18/2025,SMU,106.0,Ark Pine Bluff,60.0
881,11/18/2025,North Carolina,73.0,Navy,61.0
882,11/18/2025,Duke,78.0,Kansas,66.0
883,11/18/2025,California,67.0,Presbyterian,57.0
884,11/18/2025,Boston College,63.0,Hampton,52.0
885,11/18/2025,UCLA,79.0,CS Sacramento,48.0
886,11/18/2025,NC A&T,79.0,Morgan St,73.0
887,11/18/2025,Texas,99.0,Rider,65.0
888,11/18/2025,Lehigh,79.0,St Francis PA,62.0
889,11/18/2025,Pepperdine,90.0,New Orleans,79.0
890,11/18/2025,Coppin St,103.0,Central Penn,62.0
891,11/18/2025,Kent,93.0,E Kentucky,78.0
892,11/18/2025,Columbia,54.0,Boston Univ,49.0
893,11/18/2025,Brown,68.0,Holy Cross,49.0
894,11/18/2025,F Dickinson,100.0,St Elizabeth,58.0
895,11/18/2025,Texas St,63.0,Abilene Chr,49.0
896,11/18/2025,Rhode Island,86.0,Yale,77.0
897,11/18/2025,Cal Baptist,80.0,UC Riverside,57.0
898,11/18/2025,Stanford,93.0,Louisiana,66.0
899,11/18/2025,San Diego,78.0,Grambling,68.0
900,11/18/2025,UT Arlington,84.0,Evansville,76.0
901,11/18/2025,Boise St,62.0,Wichita St,59.0
902,11/18/2025,Troy,108.0,San Diego St,107.0
903,11/18/2025,Iona,89.0,Princeton,69.0
904,11/18/2025,Rutgers,80.0,American Univ,71.0
905,11/18/2025,DePaul,93.0,Gardner Webb,62.0
906,11/18/2025,Georgia Tech,68.0,Ga Southern,66.0
907,11/18/2025,Murray St,89.0,Ark Little Rock,68.0
908,11/18/2025,UC Davis,75.0,Nevada,71.0
909,11/18/2025,Seton Hall,68.0,New Haven,45.0
910,11/18/2025,NC Central,123.0,Toccoa Falls,67.0
911,11/18/2025,Oral Roberts,84.0,Haskell,64.0
912,11/18/2025,South Carolina,87.0,Radford,58.0
913,11/18/2025,Northern Arizona,108.0,Embry-Riddle AZ,79.0
914,11/18/2025,San Francisco,84.0,Northwestern LA,64.0
915,11/18/2025,Washington,99.0,Southern Univ,93.0
916,11/18/2025,UT San Antonio,103.0,SW Christian,70.0
917,11/18/2025,James Madison,81.0,Towson,75.0
918,11/18/2025,Southern Miss,82.0,Wm Carey,59.0
919,11/18/2025,Arkansas,84.0,Winthrop,83.0
920,11/18/2025,Delaware,81.0,St Peter's,70.0
921,11/18/2025,Texas A&M,86.0,Montana,81.0
922,11/18/2025,SUNY Albany,106.0,Paul Smith's,57.0
923,11/18/2025,Drexel,75.0,NJIT,43.0
924,11/18/2025,Michigan St,83.0,Kentucky,66.0
925,11/18/2025,Cornell,86.0,Army,73.0
926,11/18/2025,Providence,98.0,New Hampshire,66.0
927,11/18/2025,Florida St,87.0,TN Martin,73.0
928,11/18/2025,Mississippi,72.0,Austin Peay,65.0
929,11/18/2025,Florida Intl,104.0,Ft Lauderdale,80.0
930,11/18/2025,LSU,107.0,Alcorn St,81.0
931,11/18/2025,Fresno St,80.0,SF Austin,78.0
932,11/18/2025,Delaware St,88.0,Cheyney St,70.0
933,11/18/2025,Dartmouth,113.0,ME Augusta,68.0
934,11/19/2025,Washington St,98.0,Southern Utah,74.0
935,11/19/2025,Auburn,112.0,Jackson St,66.0
936,11/19/2025,Wofford,86.0,North Florida,78.0
937,11/19/2025,William & Mary,82.0,Bowling Green,74.0
938,11/19/2025,Toledo,92.0,Youngstown St,75.0
939,11/19/2025,Michigan,86.0,MTSU,61.0
940,11/19/2025,Valparaiso,90.0,Cleveland St,75.0
941,11/19/2025,Villanova,70.0,La Salle,55.0
942,11/19/2025,Creighton,75.0,North Dakota,60.0
943,11/19/2025,Merrimack,72.0,Maine,65.0
944,11/19/2025,Virginia Tech,78.0,Bryant,61.0
945,11/19/2025,Notre Dame,86.0,Bellarmine,79.0
946,11/19/2025,Richmond,87.0,VMI,54.0
947,11/19/2025,G Washington,89.0,UMBC,52.0
948,11/19/2025,Duquesne,92.0,Loyola MD,78.0
949,11/19/2025,Dayton,77.0,Marquette,71.0
950,11/19/2025,Maryland,95.0,Mt St Mary's,90.0
951,11/19/2025,Oklahoma St,103.0,South Florida,95.0
952,11/19/2025,Arizona,71.0,Connecticut,67.0
953,11/19/2025,Penn St,84.0,Harvard,80.0
954,11/19/2025,TCU,81.0,Missouri KC,45.0
