Player,Assigned_Team,Games_Tracked,Season_Off_Possessions,Weighted_ORtg,Season_Def_Possessions,Weighted_DRtg,Net_Efficiency_Rating,Net_Points_Produced
Kaden Magwood,Auburn Tigers,20,284.1,102.1,294.2,98.9,3.2,9.0
Bryce Baker,Charleston Cougars,8,163.5,92.3,162.3,86.9,5.5,8.9
Jasir Rencher,Washington Huskies,6,88.6,99.4,89.6,89.3,10.1,8.9
Kirk Cole,Oklahoma State Cowboys,7,64.5,107.0,68.7,93.2,13.8,8.9
Kasean Pryor,Louisville Cardinals,22,235.7,95.5,239.8,91.7,3.7,8.8
Abdul Bashir,Auburn Tigers,5,94.1,101.0,98.1,91.7,9.2,8.7
Isaiah Malone,Florida Gulf Coast Eagles,32,1236.5,93.0,1216.7,92.3,0.7,8.7
Mason Smith,Furman Paladins,4,82.5,90.9,83.4,80.3,10.6,8.7
Noah Haaland,Gonzaga Bulldogs,4,24.9,104.4,24.4,69.7,34.7,8.6
Kody Clancy,Ball State Cardinals,3,28.7,111.3,30.8,81.3,30.0,8.6
Jaret Valencia,Wichita State Shockers,10,206.1,87.8,222.4,83.6,4.2,8.6
Makhai Anderson,Wagner Seahawks,17,228.7,93.6,226.1,89.8,3.8,8.6
Kyle Cuffe Jr.,Mercer Bears,28,774.2,102.0,764.9,100.9,1.1,8.6
Reese Miller,William & Mary Tribe,28,1271.4,99.1,1256.6,98.4,0.7,8.5
Filip Petkovski,Ut Martin Skyhawks,27,933.3,88.7,1119.5,87.8,0.9,8.5
Anouar Mellouk,Morehead State Eagles,30,1203.7,98.9,1201.2,98.2,0.7,8.5
Donte Tisinger Jr.,Boston University Terriers,27,812.0,100.9,834.5,99.8,1.0,8.4
Wilguens Jr. Exacte,Drake Bulldogs,16,515.3,97.8,487.7,96.2,1.6,8.4
Tommy Clark,Bellarmine Knights,6,21.8,105.5,19.4,67.1,38.4,8.4
Dallas Thomas,Clemson Tigers,22,119.7,99.4,119.0,92.5,7.0,8.3
Zavier Fitch,Wagner Seahawks,14,473.9,100.4,478.4,98.7,1.8,8.3
Chris Johnson,Ucf Knights,32,834.7,99.6,824.9,98.6,1.0,8.3
KeShawn Murphy,Auburn Tigers,31,1163.4,101.4,1184.6,100.7,0.7,8.3
Cam Crawford,Duquesne Dukes,30,930.9,95.9,922.8,95.0,0.9,8.3
Owen Dease,Valparaiso Beacons,31,1405.5,94.1,1406.8,93.5,0.6,8.2
Alexis Marmolejos,Pacific Tigers,23,293.4,93.7,295.7,91.0,2.8,8.2
Rahmir Barno,Florida Gulf Coast Eagles,32,1725.6,95.9,1707.8,95.4,0.5,8.1
Cooper Haynes,Belmont Bruins,6,57.6,86.7,52.3,72.7,14.0,8.1
Clarence Massamba,Tennessee Volunteers,5,14.9,120.4,16.4,67.2,53.2,8.0
Blake Muschalek,Auburn Tigers,26,204.2,96.0,228.0,92.1,3.9,8.0
Marshal Destremau,Ut Rio Grande Valley Vaqueros,21,212.3,95.6,233.0,91.9,3.7,7.9
Djordje Curcic,Charleston Cougars,6,60.0,100.0,61.0,86.9,13.1,7.9
DJ Patrick,Unc Asheville Bulldogs,27,1422.5,94.8,1439.3,94.3,0.6,7.9
Misha Bednostin,Lafayette Leopards,25,394.4,94.1,410.6,92.1,2.0,7.9
Corey Jones,Unc Asheville Bulldogs,15,153.0,101.3,148.7,96.2,5.1,7.8
Dawson Baker,Byu Cougars,6,179.3,99.3,183.3,94.9,4.4,7.8
Jack McCaffery,Butler Bulldogs,9,108.3,96.9,117.0,89.7,7.2,7.8
Waka Mbatch,Montana State Bobcats,9,183.4,93.8,186.6,89.5,4.3,7.8
Jax Kerr,Saint Louis Billikens,7,26.9,100.6,27.8,71.9,28.6,7.7
Nolan Dorsey,California Golden Bears,30,529.2,94.1,546.1,92.6,1.4,7.7
Theo Seng,Troy Trojans,26,1276.1,95.5,1290.5,94.9,0.6,7.7
Dylan James,Georgia Bulldogs,33,809.0,99.1,817.9,98.2,1.0,7.7
Andrew Crawford,Colorado Buffaloes,5,41.5,96.4,46.1,78.1,18.3,7.6
Xavier Brown,South Florida Bulls,3,72.6,101.9,77.7,91.4,10.5,7.6
Jalen Shelley,Loyola Marymount Lions,24,1255.5,91.9,1256.1,91.3,0.6,7.6
Myles Watkins,Bellarmine Knights,28,463.0,108.2,477.7,106.6,1.6,7.6
Daquan Davis,Providence Friars,3,51.8,90.8,53.8,76.2,14.6,7.6
Joao Das Chagas,Uab Blazers,1,9.9,140.7,12.3,64.9,75.8,7.5
D'Andre Harrison,Kansas City Roos,5,106.0,87.7,107.9,80.6,7.1,7.5
Kerr Kriisa,Cincinnati Bearcats,19,687.2,83.8,666.1,82.7,1.1,7.5
Jaylen Harrell,Providence Friars,6,70.0,104.2,73.6,93.7,10.6,7.4
Aram Soqui Urbano,Fresno State Bulldogs,12,187.1,103.1,183.5,99.2,4.0,7.4
Caden Wilkins,Green Bay Phoenix,31,1012.5,100.1,1020.0,99.3,0.7,7.4
Joe Hurlburt,Davidson Wildcats,8,104.3,87.2,101.2,80.1,7.1,7.4
Romari Robinson,Sacramento State Hornets,19,373.4,90.5,378.4,88.5,2.0,7.4
Jai Chisolm,Cal State Northridge Matadors,30,447.0,87.9,447.3,86.3,1.6,7.3
Josh Townley-Thomas,Creighton Bluejays,1,8.9,134.1,9.5,52.8,81.3,7.3
Alex Dupre,Portland State Vikings,28,749.7,93.1,749.0,92.1,1.0,7.3
LA Pratt,Northeastern Huskies,3,165.7,92.4,161.5,87.9,4.4,7.3
Kyle Jones,Buffalo Bulls,18,251.1,101.6,269.7,98.6,2.9,7.3
Brayden Johnson,Southern Utah Thunderbirds,7,25.2,131.1,25.3,102.7,28.4,7.2
Danny Carbuccia,Massachusetts Minutemen,32,1536.0,99.2,1529.0,98.8,0.5,7.2
Quan Lax,Austin Peay Governors,8,199.5,89.7,207.8,86.1,3.6,7.2
Luke Fennell,Syracuse Orange,8,81.6,80.9,79.1,72.1,8.8,7.2
Landon Moore,Illinois State Redbirds,34,700.2,95.3,714.2,94.2,1.0,7.2
Grant Newell,Western Kentucky Hilltoppers,30,1381.9,94.1,1367.1,93.6,0.5,7.2
Dezdrick Lindsay,Oregon Ducks,32,1007.1,94.8,1016.8,94.1,0.7,7.1
Curtis Stinson Jr.,North Texas Mean Green,30,371.6,88.0,390.4,86.1,1.9,7.1
Jalin Holland,Colorado Buffaloes,31,903.7,99.9,893.7,99.1,0.8,7.1
Hayden Welling,Utah Valley Wolverines,31,861.8,96.5,888.0,95.7,0.8,7.0
Eian Lowe,Lamar Cardinals,29,817.8,91.6,822.2,90.7,0.9,7.0
Morris Ugusuk,West Virginia Mountaineers,24,385.0,89.6,380.4,87.8,1.8,7.0
Grayson Grove,Minnesota Golden Gophers,32,947.4,92.6,966.9,91.8,0.7,6.9
Jaylin Payne,Longwood Lancers,26,308.2,90.5,313.7,88.3,2.2,6.8
Isaiah Henderson,Siena Saints,27,546.4,94.6,543.0,93.4,1.3,6.8
Jayden Dawson,Kansas Jayhawks,23,312.3,89.3,316.7,87.2,2.2,6.8
Or Faran,Mercyhurst Lakers,6,21.4,112.3,22.4,80.4,31.8,6.8
Noah Shelby,Texas A&M Aggies,2,11.9,108.8,9.5,52.8,56.0,6.7
Gabe Newhof,James Madison Dukes,32,985.9,98.4,982.6,97.7,0.7,6.7
Nginyu Ngala,Kansas Jayhawks,6,27.8,118.7,25.4,94.6,24.1,6.7
Jalen Stokes,Uc Davis Aggies,25,585.2,94.2,599.9,93.0,1.1,6.7
Michael Jacobs,Southern Jaguars,29,1624.5,97.1,1632.5,96.7,0.4,6.7
Nic Book,South Carolina Upstate Spartans,5,83.5,100.6,84.2,92.6,8.0,6.7
Isaiah Kalala,Longwood Lancers,9,28.8,114.8,29.3,92.1,22.7,6.5
Daniel Hankins-Sanford,Massachusetts Minutemen,29,1467.1,97.5,1442.7,97.0,0.4,6.4
Joe Sayler,South Dakota State Jackrabbits,29,1554.4,94.6,1553.7,94.2,0.4,6.4
Kobe MaGee,Florida State Seminoles,33,1097.7,93.5,1089.6,92.9,0.6,6.4
Taison Chatman,Ohio State Buckeyes,27,535.6,99.3,553.3,98.1,1.2,6.3
Aidan Braccia,San Francisco Dons,13,87.2,103.2,88.6,95.9,7.2,6.3
Jalen Bolden,Texas State Bobcats,30,764.1,93.7,790.3,92.9,0.8,6.3
D'Avian Houston,Texas A&M-Corpus Christi Islanders,25,844.9,91.6,828.7,90.9,0.7,6.3
Jay Jones,Pennsylvania Quakers,26,564.7,91.7,560.5,90.6,1.1,6.2
Owen Schlager,Siena Saints,5,71.3,82.7,71.6,74.1,8.7,6.2
Jordan Marsh,Usc Trojans,26,815.8,97.1,804.6,96.3,0.8,6.2
Braylhan Thomas,Winthrop Eagles,3,19.8,126.3,17.9,94.7,31.6,6.2
Chris Nwuli,Rutgers Scarlet Knights,30,458.3,97.3,481.5,96.0,1.4,6.2
Terrance Dixon Jr.,Southern Jaguars,31,1143.3,94.3,1144.5,93.8,0.5,6.1
Zach Bloch,Northern Colorado Bears,29,1657.3,99.1,1650.4,98.8,0.4,6.1
Tay Knox,Texas State Bobcats,30,668.1,90.3,672.7,89.3,0.9,6.1
Isaiah Johnson,Colorado Buffaloes,32,1617.8,100.9,1615.9,100.5,0.4,6.1
Alex Kovatchev,Florida Gators,2,16.8,101.5,18.5,65.0,36.5,6.1
Brayden O'Connor,George Mason Patriots,1,23.0,69.6,22.9,43.7,25.9,6.0
Jojo McIver,Colorado State Rams,32,549.3,95.9,559.9,94.8,1.1,6.0
Tafara Gapare,Villanova Wildcats,9,190.9,95.3,191.0,92.2,3.2,6.0
Godslove Nwabude,Eastern Michigan Eagles,29,890.3,93.1,904.4,92.4,0.7,6.0
Cooper Jones,Old Dominion Monarchs,1,3.0,203.4,3.0,0.0,203.4,6.0
Nilavan Daniels,Providence Friars,18,290.8,102.1,308.8,100.1,2.1,6.0
Tate Darner,Chattanooga Mocs,27,1243.2,99.4,1266.3,98.9,0.5,5.9
Ziare Wells,Oakland Golden Grizzlies,31,1389.5,101.0,1358.6,100.6,0.4,5.9
Danas Kazakevicius,Howard Bison,29,685.9,90.8,665.6,90.0,0.8,5.8
Reggie Hill,Coastal Carolina Chanticleers,30,1241.8,90.4,1233.8,89.9,0.5,5.8
Rex Stirling,Wofford Terriers,28,690.4,99.1,693.4,98.2,0.8,5.8
Zion Fruster,Eastern Illinois Panthers,28,1415.0,91.2,1422.4,90.8,0.4,5.7
Antwan Burnett,Missouri State Bears,19,736.7,94.2,724.6,93.4,0.8,5.7
Mike Walz,Richmond Spiders,31,1066.9,95.9,1069.7,95.4,0.5,5.7
Grant Neal,Bellarmine Knights,6,18.3,98.2,16.3,67.4,30.8,5.7
Toby Nnadozie,Jacksonville State Gamecocks,20,262.6,91.0,273.4,88.9,2.1,5.6
Jason Kimbrough Jr.,Bowling Green Falcons,6,30.8,100.6,32.7,82.6,18.1,5.6
RJ Jones,Tcu Horned Frogs,5,51.7,110.4,52.2,99.7,10.7,5.5
Jackson McAndrew,Creighton Bluejays,4,138.7,96.6,138.1,92.7,4.0,5.5
Josiah Lee,Le Moyne Dolphins,10,71.6,106.2,72.0,98.6,7.6,5.5
Luke Flynn,Wofford Terriers,19,825.3,96.8,819.6,96.1,0.7,5.5
Samuel Stewart IV,Portland State Vikings,5,13.9,115.5,14.4,76.5,39.0,5.4
Braelon Green,Eastern Michigan Eagles,27,889.2,97.7,912.2,97.1,0.6,5.3
Zion Wilburn,Samford Bulldogs,28,784.9,96.1,771.5,95.4,0.7,5.3
Ilia Ermakov,St. Bonaventure Bonnies,8,136.9,84.7,137.2,80.9,3.8,5.3
Courtney Wallace,Yale Bulldogs,5,23.7,113.9,23.9,91.9,22.1,5.2
Fischer Brown,Western Carolina Catamounts,8,84.0,103.6,89.4,97.4,6.2,5.2
Isaac Traudt,Creighton Bluejays,34,1025.0,93.5,1037.1,93.0,0.5,5.2
Delrecco Gillespie,Kent State Golden Flashes,32,1874.8,97.3,1840.0,97.0,0.3,5.2
Tarence Guinyard,Duquesne Dukes,30,1702.8,94.8,1656.3,94.5,0.3,5.1
Jerry Easter II,Usc Trojans,28,800.9,99.5,823.2,98.9,0.6,5.1
Paul Mbiya,Kansas Jayhawks,16,127.6,98.8,126.6,94.8,4.0,5.1
Aidan Skradis,Omaha Mavericks,6,14.8,114.9,22.4,80.4,34.4,5.1
Chris Jeffrey,Villanova Wildcats,22,246.6,94.5,251.0,92.4,2.1,5.1
Langston Reynolds,Minnesota Golden Gophers,33,1602.0,94.1,1624.4,93.8,0.3,5.0
Nathan Claerbaut,Central Michigan Chippewas,28,1292.3,98.5,1299.4,98.1,0.4,5.0
Evan Nelson,Arizona Wildcats,5,27.7,140.8,30.9,123.2,17.6,4.9
Creighton Morisch,Austin Peay Governors,29,401.7,95.6,423.9,94.4,1.2,4.9
Max Smith,Ole Miss Rebels,5,26.2,103.2,25.9,84.9,18.2,4.8
Jordan Burks,Ucf Knights,33,1609.0,98.9,1590.5,98.6,0.3,4.8
Hampton Sanders,Columbia Lions,26,588.9,97.1,573.2,96.3,0.8,4.8
Dhiaukuei Manyiel Dut,California Golden Bears,7,58.5,93.9,59.5,85.8,8.2,4.8
Will Garlock,Wisconsin Badgers,30,284.1,97.2,297.4,95.5,1.7,4.8
Daniel Zatsepin,Chicago State Cougars,28,290.2,93.0,352.4,91.4,1.7,4.8
Nick Davidson,Clemson Tigers,35,1185.8,93.3,1187.7,92.9,0.4,4.8
Pape N'Diaye,Xavier Musketeers,28,417.3,92.7,452.0,91.6,1.2,4.8
Enel St. Bernard,Indiana State Sycamores,29,824.4,91.9,849.2,91.4,0.6,4.7
Jared Harris,Wyoming Cowboys,11,167.0,95.2,160.2,92.4,2.8,4.7
Frank Mitchell,St. Bonaventure Bonnies,33,1836.6,98.9,1811.9,98.7,0.2,4.6
Jayland Randall,New Mexico State Aggies,28,893.2,93.3,895.0,92.7,0.5,4.6
Ethan Elliott,Northern Kentucky Norse,29,1408.1,94.9,1391.7,94.6,0.3,4.5
Brycen Long,Portland State Vikings,24,405.1,89.6,394.4,88.5,1.1,4.5
Justin Taylor,James Madison Dukes,16,198.8,88.5,199.3,86.3,2.3,4.5
Mason Gibson,Texas A&M-Corpus Christi Islanders,26,939.2,91.4,936.4,90.9,0.5,4.5
Yame Butler,Butler Bulldogs,31,666.1,97.3,653.1,96.6,0.7,4.5
Elijah Moore,Utah Utes,1,10.4,115.1,10.9,73.1,42.0,4.4
Chris Hodges,Montana State Bobcats,29,1139.2,94.5,1137.5,94.2,0.4,4.4
Caleb Sanders,South Florida Bulls,9,112.2,100.7,120.9,96.8,3.9,4.4
Kuol Atak,Oklahoma Sooners,24,484.5,100.1,446.6,99.2,0.9,4.4
David Burnett,Navy Midshipmen,9,126.4,98.9,126.8,95.5,3.4,4.3
James Jones,Central Connecticut Blue Devils,24,1104.0,95.1,1149.7,94.7,0.4,4.3
Prince Johnson,Eastern Illinois Panthers,28,438.9,89.8,446.0,88.8,1.0,4.3
Nicholas Errica,Western Michigan Broncos,2,10.5,85.9,8.9,44.7,41.2,4.3
Ajay Holubar,Iu Indianapolis Jaguars,1,11.9,117.6,10.9,82.2,35.5,4.2
Donnie Freeman,Syracuse Orange,23,1156.1,95.7,1141.6,95.3,0.4,4.2
Jay Rodgers,Central Connecticut Blue Devils,28,1328.5,98.0,1336.9,97.7,0.3,4.2
Jake Dykstra,Belmont Bruins,5,7.4,135.6,10.0,80.0,55.6,4.1
Timéo Pons,New Mexico Lobos,3,29.3,112.7,28.4,98.7,14.0,4.1
Yancarlos Cueto,North Carolina A&T Aggies,4,28.1,92.4,28.2,77.9,14.5,4.1
Julian Bowie,Boise State Broncos,6,47.5,100.9,48.7,92.4,8.5,4.1
Tyler King,Siu Edwardsville Cougars,27,912.1,89.1,890.7,88.7,0.4,4.0
Ilija Milijaševic,Depaul Blue Demons,1,12.0,133.3,13.9,100.4,33.0,4.0
George Perkins,Rice Owls,1,7.5,120.4,6.0,67.2,53.2,4.0
James Graham III,Alabama A&M Bulldogs,25,979.0,95.8,978.0,95.4,0.4,4.0
Leo Curtis,Nebraska Cornhuskers,4,39.9,92.8,42.3,82.7,10.2,4.0
Emmanuel Manyuon,Pacific Tigers,4,9.8,112.2,13.8,72.2,40.0,3.9
Ariik Mawien,Northern Colorado Bears,28,377.9,97.4,370.5,96.3,1.0,3.9
Bryson Dawkins,Youngstown State Penguins,29,1327.1,95.5,1338.6,95.3,0.3,3.9
Kaia Isaac,Tarleton State Texans,28,1155.0,94.1,1115.5,93.8,0.3,3.9
Myles Colvin,Wake Forest Demon Deacons,35,1592.9,95.4,1591.7,95.2,0.2,3.9
Ryan Erikson,North Dakota Fighting Hawks,3,6.8,116.8,6.5,61.8,55.0,3.8
Chauncey Wiggins,Florida State Seminoles,32,1481.7,92.9,1484.8,92.6,0.3,3.8
Vukasin Todorovic,Green Bay Phoenix,18,265.1,101.8,261.9,100.4,1.4,3.8
PJ Eason,Alabama A&M Bulldogs,29,1219.3,96.1,1207.5,95.8,0.3,3.7
Demarris Winters,Ut Rio Grande Valley Vaqueros,19,179.6,97.5,198.1,95.4,2.0,3.7
Yohann Sissoko,Florida Atlantic Owls,25,400.9,96.8,403.8,95.8,0.9,3.7
Sam Nosakhare,Quinnipiac Bobcats,18,243.6,90.7,267.8,89.2,1.5,3.7
Chase Courbat,Northern Iowa Panthers,4,18.9,95.0,19.8,75.8,19.2,3.6
Izaiah Pasha,Virginia Tech Hokies,17,207.6,90.1,212.9,88.3,1.7,3.6
Johnnie Walter,Pennsylvania Quakers,4,23.8,100.8,24.3,86.3,14.5,3.5
Michael Van Raaphorst,Georgetown Hoyas,2,4.4,113.0,3.0,33.9,79.1,3.5
Samis Calderon,Kansas Jayhawks,9,48.8,104.6,50.3,97.5,7.2,3.5
Devin Ceaser,Umbc Retrievers,3,40.7,73.8,38.3,65.2,8.6,3.5
Johan Nziemi,Longwood Lancers,27,1204.2,95.5,1213.1,95.2,0.3,3.5
Marko Radunovic,Boston College Eagles,18,275.9,84.1,271.6,82.9,1.3,3.5
Josiah Sanders,Colorado Buffaloes,33,951.5,100.2,972.0,99.8,0.4,3.5
Josiah Brown,Coppin State Eagles,5,49.7,112.6,47.3,105.7,6.9,3.4
Connor Loy,Jacksonville State Gamecocks,4,16.2,92.4,16.8,71.4,21.0,3.4
DJ Stickman,Fresno State Bulldogs,20,446.8,92.9,454.7,92.2,0.7,3.3
Louis Bond,Idaho State Bengals,20,497.2,95.3,529.2,94.7,0.7,3.3
Cam Cormany,Navy Midshipmen,1,6.0,133.3,5.0,80.0,53.3,3.2
Leon Nahar,Stony Brook Seawolves,2,13.4,89.4,13.8,65.2,24.2,3.2
Freddy Hicks,Tarleton State Texans,22,1029.5,96.0,1012.0,95.7,0.3,3.2
Hayden Jones,Wisconsin Badgers,23,236.4,95.6,239.8,94.2,1.4,3.2
Barrett Loer,Rhode Island Rams,2,15.9,100.6,14.9,80.5,20.1,3.2
Jahseem Felton,Seton Hall Pirates,2,30.7,101.0,33.2,90.4,10.5,3.2
Kordel Jefferson,Houston Cougars,2,14.3,97.7,13.3,75.3,22.4,3.2
Joseph Thomas,Little Rock Trojans,9,168.7,98.4,167.8,96.5,1.9,3.2
Kowacie Reeves Jr.,Georgia Tech Yellow Jackets,29,1488.4,90.5,1476.4,90.3,0.2,3.2
Sean Van Dorn Jr,Georgia Southern Eagles,1,2.0,205.1,2.5,40.4,164.7,3.2
Kyle Frazier,William & Mary Tribe,11,77.4,86.6,79.9,82.6,4.0,3.1
AJ Rohosy,Stanford Cardinal,33,1105.1,96.3,1100.0,96.0,0.3,3.1
Jael Martin,Loyola Marymount Lions,15,135.7,95.1,142.2,92.8,2.3,3.1
Kenyon Aguino,Montana Grizzlies,30,1207.0,92.8,1204.9,92.5,0.3,3.1
Caden Hawkins,Southern Illinois Salukis,9,81.4,90.9,88.2,87.3,3.7,3.0
Noah Collier,La Salle Explorers,3,69.1,91.2,73.7,86.8,4.4,3.0
David Dixon,Duquesne Dukes,31,1131.2,94.1,1111.0,93.9,0.3,3.0
Eli Yofan,Miami (Oh) Redhawks,1,3.0,101.7,2.0,0.0,101.7,3.0
BJ Roy,Washington Huskies,1,3.0,200.0,2.0,100.0,100.0,3.0
Abdoulaye Fall,Ualbany Great Danes,7,307.5,91.1,311.9,90.1,1.0,3.0
Marcus Whitlock Jr.,Middle Tennessee Blue Raiders,17,295.1,102.3,295.1,101.3,1.0,3.0
Augustine Ekwe,New Mexico State Aggies,18,300.1,96.7,307.3,95.7,1.0,2.9
Sebastian Hartmann,Chattanooga Mocs,5,193.2,93.2,197.4,91.7,1.5,2.9
Broek Ostrom,St. Bonaventure Bonnies,2,11.4,105.5,10.0,80.0,25.5,2.9
Keith Robbins,Belmont Bruins,3,5.4,165.9,8.0,113.2,52.7,2.9
Amarion Nimmers,Florida International Panthers,1,6.0,134.5,7.0,85.7,48.7,2.9
Jadin Booth,Samford Bulldogs,29,1796.4,98.5,1763.7,98.3,0.2,2.8
Naas Cunningham,Unlv Rebels,18,416.3,98.7,425.3,98.1,0.7,2.8
Janko Bulajic,Lamar Cardinals,29,538.6,90.4,557.3,89.9,0.5,2.8
Ryan Pettis,Fordham Rams,4,60.0,86.6,60.9,82.2,4.5,2.7
Zaide Lowery,Marquette Golden Eagles,11,448.2,91.9,438.0,91.3,0.6,2.7
Kellen Welch,Bucknell Bison,3,3.0,133.3,4.5,44.7,88.6,2.7
Grant Stubblefield,Omaha Mavericks,26,1261.8,95.8,1251.0,95.6,0.2,2.7
Kylan Howze,Louisiana Tech Bulldogs,21,349.5,85.3,345.6,84.5,0.8,2.7
Maurizio D'Alessandro,Rider Broncs,1,2.0,205.1,3.0,66.7,138.5,2.7
Kevo St. Hilaire,Cleveland State Vikings,11,68.9,88.5,73.3,84.6,3.9,2.7
KJ Debrick,North Carolina A&T Aggies,27,477.9,92.3,484.1,91.7,0.6,2.7
Ognjen Stankovic,Akron Zips,10,94.7,103.5,102.2,100.8,2.7,2.6
Leo Torbor,Texas A&M-Corpus Christi Islanders,29,894.7,89.3,933.5,89.0,0.3,2.5
Preston Vandermyde,Utah Tech Trailblazers,1,2.5,202.0,4.0,100.0,102.0,2.5
Tito Deng,Jacksonville Dolphins,1,3.4,175.2,4.0,101.3,73.9,2.5
Noah Hill,Wichita State Shockers,16,101.7,92.4,110.0,90.0,2.4,2.5
Miles Amos,Seattle U Redhawks,29,464.7,89.1,487.8,88.6,0.5,2.5
Dylan Williams,Pennsylvania Quakers,7,105.4,99.6,107.0,97.2,2.4,2.5
Cam Hutson,Saint Louis Billikens,3,16.9,71.0,15.8,56.8,14.2,2.4
Dylan Andrews,Boise State Broncos,30,1405.7,98.7,1389.8,98.5,0.2,2.4
Justin Allen,Green Bay Phoenix,30,1278.8,102.8,1288.9,102.6,0.2,2.4
Tomas Thrastarson,Washington State Cougars,18,712.5,93.1,718.2,92.7,0.3,2.4
Elias Rapieque,Kansas State Wildcats,19,524.3,95.4,524.6,94.9,0.4,2.3
Jayden Reid,Northwestern Wildcats,34,1394.7,99.9,1404.1,99.7,0.2,2.3
Jabrion Spikes,Tennessee State Tigers,27,401.8,88.6,415.8,88.0,0.6,2.3
Devin Williams,Florida Atlantic Owls,31,1241.8,91.3,1245.5,91.1,0.2,2.3
Amani Drummond,Incarnate Word Cardinals,16,102.2,97.8,108.8,95.6,2.2,2.2
Jermaurhiyun Anderson,Louisiana Tech Bulldogs,4,79.7,74.1,77.1,71.4,2.7,2.2
Daniel Rouzan,Bethune-Cookman Wildcats,31,1225.8,97.2,1207.3,97.0,0.2,2.1
Hamza Asadallah,Hampton Pirates,4,15.4,78.0,13.9,64.5,13.5,2.1
Tishan Ahir,Uc Irvine Anteaters,1,1.0,200.0,1.0,0.0,200.0,2.0
Aidan Driggers,Jacksonville State Gamecocks,4,1.5,135.6,1.0,0.0,135.6,2.0
Rich Brisco,Akron Zips,1,2.0,100.0,2.0,0.0,100.0,2.0
Peyton Seals,Princeton Tigers,16,165.2,89.6,170.8,88.4,1.2,2.0
Jack Sullivan,Yale Bulldogs,15,112.5,76.4,116.5,74.6,1.8,2.0
Caleb Delzell,South Dakota State Jackrabbits,25,363.4,92.7,349.3,92.2,0.6,2.0
CJ Rich,South Carolina Upstate Spartans,1,11.0,72.7,11.0,54.5,18.2,2.0
Thiago Sucatzky,Florida International Panthers,29,617.6,98.3,627.7,98.0,0.3,1.9
Braeden Shrewsberry,Notre Dame Fighting Irish,31,1638.5,95.1,1645.8,95.0,0.1,1.9
Jaye Nash,Jacksonville State Gamecocks,29,1237.3,93.0,1240.4,92.9,0.2,1.9
Bhan Buom,Boise State Broncos,18,99.5,97.5,96.2,95.6,1.9,1.9
Isaiah Sutherland,East Tennessee State Buccaneers,19,297.6,94.4,300.6,93.8,0.6,1.8
Brandon Benjamin,Fairfield Stags,32,1603.6,95.3,1582.4,95.2,0.1,1.8
Avantae Parker,Queens University Royals,34,1273.5,101.5,1281.2,101.4,0.1,1.8
Josiah Cunningham,Columbia Lions,3,20.4,93.3,21.4,84.2,9.0,1.8
Trevon Blassingame,Idaho Vandals,32,854.2,91.5,873.6,91.3,0.2,1.7
Tanner Braketa,Northern Colorado Bears,8,76.1,103.8,73.8,101.7,2.2,1.7
Justin Wright,Unc Asheville Bulldogs,29,1588.9,96.0,1576.0,95.9,0.1,1.7
Blake Fagbemi,Illinois Fighting Illini,2,13.3,97.6,15.4,84.6,13.0,1.7
Brandon Benjamin,San Diego Toreros,17,181.7,99.6,178.3,98.7,0.9,1.7
Tichyque Musaka,Stephen F. Austin Lumberjacks,2,5.5,109.6,5.0,80.8,28.8,1.6
Sammie Yeanay,California Golden Bears,9,66.6,93.2,69.5,90.7,2.5,1.6
Sin'Cere Jones,Virginia Tech Hokies,10,100.1,94.9,100.8,93.3,1.6,1.6
Bryce Roberts,Texas Southern Tigers,23,1120.2,94.9,1124.0,94.7,0.1,1.6
Abijah Franklin,Furman Paladins,21,357.2,92.7,362.3,92.2,0.5,1.6
Sam Hughes,Boston University Terriers,33,1525.8,99.2,1528.3,99.1,0.1,1.5
Quante Berry,Memphis Tigers,30,910.2,88.7,908.4,88.5,0.2,1.5
Jack Francis,Texas Tech Red Raiders,1,1.0,200.0,2.0,51.3,148.7,1.5
Dean Shepherd,Delaware State Hornets,24,441.4,92.2,437.6,91.9,0.3,1.5
Daniel Tobiloba,Uc Riverside Highlanders,6,20.2,93.9,20.8,86.7,7.2,1.5
Ty Bevins,George Washington Revolutionaries,8,59.7,93.8,59.1,91.3,2.5,1.5
Emondrek Erkins-Ford,Jacksonville State Gamecocks,29,1023.2,95.5,1048.8,95.3,0.1,1.5
Dennis Parker Jr.,Radford Highlanders,29,1546.6,95.6,1535.5,95.5,0.1,1.4
Patrick Tivnan Jr.,Dartmouth Big Green,9,102.1,80.3,106.5,78.9,1.4,1.4
Lane Sparks,Oral Roberts Golden Eagles,1,28.3,109.6,30.6,104.6,5.1,1.4
Caleb Versher,San Diego Toreros,2,3.0,133.3,3.4,87.6,45.7,1.4
Jack Williams,Providence Friars,2,4.5,111.7,2.5,80.8,30.9,1.4
Jayden Forsythe,West Virginia Mountaineers,1,7.9,75.9,8.5,59.0,17.0,1.3
Alon Michaeli,Colorado Buffaloes,31,911.6,100.5,937.9,100.3,0.1,1.3
Christopher Skenderi,Quinnipiac Bobcats,2,1.0,200.0,1.5,67.8,132.2,1.3
Kimani Hamilton,Unlv Rebels,34,1648.9,97.8,1685.0,97.7,0.1,1.2
Charles Chukwu,Portland State Vikings,16,89.9,84.6,81.7,83.2,1.4,1.2
Bendji Pierre,Mercer Bears,19,228.0,99.1,223.1,98.6,0.5,1.2
