Player,Assigned_Team,Games_Tracked,Season_Off_Possessions,Weighted_ORtg,Season_Def_Possessions,Weighted_DRtg,Net_Efficiency_Rating
KJ Greene,Tulane Green Wave,22,545.1,95.6,563.8,93.1,2.5
Errol White,Lamar Cardinals,23,807.8,89.9,806.9,87.5,2.4
Mostapha El Moutaouakkil,Jacksonville State Gamecocks,21,1016.3,92.4,1003.2,90.0,2.4
Andrew Rohde,Wisconsin Badgers,24,1027.3,97.2,1004.3,94.8,2.4
Brady Koehler,Notre Dame Fighting Irish,25,603.5,97.6,609.2,95.2,2.4
Sheldon Williams,Texas A&M-Corpus Christi Islanders,21,919.2,92.1,916.4,89.7,2.4
Daniel Freitag,Buffalo Bulls,20,1141.0,100.4,1137.8,97.9,2.4
Marvin Musiime-Kamali,Akron Zips,23,319.8,99.4,328.8,97.0,2.4
Magnus Entenmann,Kent State Golden Flashes,23,497.0,96.6,485.2,94.2,2.4
RJ Johnson,Rhode Island Rams,44,1779.4,95.8,1787.4,93.4,2.4
Jaden Steppe,Montana State Bobcats,22,496.9,97.8,493.5,95.4,2.4
Cameron Piggee,Njit Highlanders,10,53.3,80.7,54.9,78.4,2.4
Dylan Williams,Pennsylvania Quakers,7,105.4,99.6,107.0,97.2,2.4
Derrion Reid,Oklahoma Sooners,24,1059.9,100.3,1060.9,97.9,2.4
Braeden Shrewsberry,Notre Dame Fighting Irish,26,1358.1,95.7,1358.9,93.3,2.4
Victor Panov,Drexel Dragons,23,1006.2,92.6,1020.9,90.3,2.3
Charles Chukwu,Portland State Vikings,12,73.0,79.4,67.5,77.1,2.3
Armelo Boone,Western Kentucky Hilltoppers,20,910.4,92.5,904.9,90.2,2.3
DJ Dudley,Louisiana Tech Bulldogs,21,991.3,92.8,967.9,90.5,2.3
Layden Blocker,Depaul Blue Demons,25,1129.8,91.3,1137.2,89.0,2.3
Zaakir Williamson,Saint Peter'S Peacocks,20,732.8,94.3,725.4,91.9,2.3
Landren Blocker,Southeast Missouri State Redhawks,23,645.9,91.7,627.0,89.3,2.3
Jalen Quinn,Drake Bulldogs,25,1390.1,99.6,1386.1,97.3,2.3
Morgan Safford,Kent State Golden Flashes,24,1383.5,97.7,1336.5,95.3,2.3
Noah Batchelor,Buffalo Bulls,23,1108.2,100.8,1109.2,98.5,2.3
Corey Thomas,Bradley Braves,25,685.6,94.8,680.7,92.6,2.3
Keyshuan Tillery,Cincinnati Bearcats,22,334.0,85.3,341.9,83.1,2.3
Travis Perry,Ole Miss Rebels,24,563.1,94.3,562.8,92.0,2.3
Andy Johnson,Uic Flames,24,1148.6,94.7,1146.4,92.6,2.2
Scooter Williams,Louisiana Tech Bulldogs,21,761.2,92.0,758.5,89.8,2.2
Tanner Braketa,Northern Colorado Bears,8,76.1,103.8,73.8,101.7,2.2
Isaiah Sutherland,East Tennessee State Buccaneers,12,162.1,95.0,163.7,92.9,2.2
Tegra Izay,Southern Miss Golden Eagles,25,414.5,97.7,423.0,95.5,2.2
Warren Keel Jr.,Radford Highlanders,3,34.7,89.3,33.3,87.2,2.2
Viljami Vartiainen,Weber State Wildcats,19,932.3,101.3,935.8,99.1,2.2
Aaron Nkrumah,Tennessee State Tigers,22,1188.7,97.7,1163.4,95.5,2.2
Chandler Cuthrell,Elon Phoenix,25,1204.5,100.7,1197.4,98.5,2.2
Ta'Zir Smith,Robert Morris Colonials,23,684.0,107.9,689.4,105.7,2.2
Redd Thompson Jr.,Longwood Lancers,24,838.6,96.7,819.9,94.5,2.2
Chandler Jackson,Arkansas State Red Wolves,41,1787.3,99.4,1767.2,97.2,2.2
Tim Oboh,Buffalo Bulls,23,756.7,96.9,767.4,94.7,2.1
Declan Wucherpfennig,Fairfield Stags,25,1251.3,96.5,1237.6,94.5,2.1
Michael Wilson Jr.,Bellarmine Knights,22,532.8,108.7,537.9,106.5,2.1
Kerrington Kiel,Troy Trojans,24,687.2,92.7,692.8,90.6,2.1
NaVaughn Long,Portland Pilots,7,114.9,99.2,113.2,97.1,2.1
Andrew Alekseyenko,Colgate Raiders,25,1240.3,99.4,1217.2,97.3,2.1
Roderick Coffee III,Grambling Tigers,19,1076.9,91.3,1085.3,89.2,2.1
Mikkel Tyne,Richmond Spiders,23,720.2,96.1,711.7,94.0,2.1
Brent Bland,Saint Peter'S Peacocks,22,1160.7,94.3,1155.0,92.2,2.1
Montana Wheeler,Bradley Braves,25,934.8,96.0,918.4,93.9,2.1
Ring Malith,Siu Edwardsville Cougars,11,589.2,90.5,581.6,88.4,2.1
Vince Dawson III,Morehead State Eagles,23,595.1,95.3,593.1,93.2,2.0
Josh Smith,Liberty Flames,45,1429.2,99.0,1441.0,97.0,2.0
Hunter Caldwell,Northern Colorado Bears,7,52.8,98.6,58.0,96.6,2.0
Bryce Cofield,Cal State Fullerton Titans,24,963.0,95.3,961.7,93.4,2.0
Alex Huibregtse,Bradley Braves,25,1276.9,94.2,1236.1,92.2,2.0
Trap Johnson,Uc San Diego Tritons,20,320.6,93.6,317.8,91.6,2.0
Cam McDowell,Tarleton State Texans,17,735.5,96.7,706.7,94.7,2.0
Jefferson De La Cruz Monegro,Cal State Fullerton Titans,23,1251.2,94.8,1242.4,92.8,2.0
Bilal Abdur-Rahman,Alabama A&M Bulldogs,18,309.2,94.7,302.0,92.7,2.0
Zane Nelson,Denver Pioneers,24,1043.7,103.6,1048.0,101.5,2.0
Yoav Berman,Queens University Royals,25,1168.6,102.6,1155.8,100.6,2.0
Alex Cotton,Howard Bison,19,756.0,92.7,749.3,90.8,2.0
Prince Johnson,Eastern Illinois Panthers,21,325.6,88.2,331.0,86.1,2.0
Gavin Hightower,South Florida Bulls,16,224.8,93.4,218.8,91.4,2.0
Labaron Philon Jr.,Alabama Crimson Tide,23,1248.7,101.3,1239.1,99.3,2.0
Braden Sparks,Fairfield Stags,25,1322.0,96.9,1310.9,94.9,2.0
Clayton Jackson,Lindenwood Lions,23,1045.8,91.6,1042.3,89.7,1.9
Jacoby Hill,Jacksonville State Gamecocks,21,1027.8,91.9,1032.9,90.0,1.9
James Graham III,Alabama A&M Bulldogs,16,560.6,92.4,561.4,90.5,1.9
Lucas Mari,Vermont Catamounts,21,624.8,94.1,634.6,92.2,1.9
Devin Williams,Florida Atlantic Owls,23,907.2,92.4,907.9,90.4,1.9
Nick Martinelli,Northwestern Wildcats,25,1418.0,100.5,1409.3,98.6,1.9
Owen Dease,Valparaiso Beacons,24,1076.6,94.7,1070.8,92.8,1.9
Yohann Sissoko,Florida Atlantic Owls,19,314.0,98.7,320.3,96.8,1.9
Milos Nenadic,Lindenwood Lions,23,1172.3,94.0,1130.0,92.1,1.9
DaMariee Jones,Southern Jaguars,20,855.4,96.6,848.9,94.7,1.9
Titas Sargiunas,Lipscomb Bisons,24,931.9,94.4,940.0,92.6,1.9
Aidan Cammann,Stanford Cardinal,25,844.5,96.7,847.1,94.8,1.9
Jordan Burks,Ucf Knights,23,1042.4,101.5,1027.3,99.6,1.9
Nadjrick Peat,Coastal Carolina Chanticleers,26,989.9,87.9,993.3,86.0,1.9
Alon Michaeli,Colorado Buffaloes,24,719.4,102.6,730.8,100.7,1.9
Demitri Gardner,East Carolina Pirates,12,468.5,96.5,468.3,94.6,1.9
Camren Hunter,Central Arkansas Bears,25,1291.0,93.6,1252.4,91.7,1.9
Brody Robinson,Oakland Golden Grizzlies,25,1546.9,101.2,1533.4,99.5,1.8
Chris Bell,California Golden Bears,25,1181.1,95.2,1166.6,93.3,1.8
Mykolas Ivanauskas,Mercyhurst Lakers,24,793.1,95.3,808.5,93.5,1.8
Bryson Tucker,Washington Huskies,19,690.3,101.3,704.5,99.5,1.8
Akira Jacobs,Fordham Rams,23,1037.7,92.8,1026.4,91.0,1.8
Torey Alston,Middle Tennessee Blue Raiders,21,975.5,94.2,978.9,92.4,1.8
Theo Seng,Troy Trojans,24,1216.0,96.5,1228.1,94.7,1.8
Emmanuel Okorafor,Wichita State Shockers,24,644.1,91.6,662.6,89.8,1.8
Tyler Thompson,Montana Grizzlies,21,1068.2,95.6,1068.5,93.8,1.8
Cayden Charles,St. Bonaventure Bonnies,23,1203.2,100.9,1200.2,99.1,1.8
Owen Freeman,Creighton Bluejays,22,429.6,93.1,444.7,91.3,1.8
AC Bryant,Jacksonville State Gamecocks,21,1046.7,93.3,1053.7,91.6,1.8
Meechie Johnson,South Carolina Gamecocks,24,1169.1,97.5,1165.5,95.7,1.8
C.J. O'Hara,Green Bay Phoenix,25,1273.6,101.1,1288.4,99.3,1.8
Asa Thomas,Furman Paladins,17,840.2,94.1,842.4,92.4,1.8
Dimitrije Vukicevic,Uc San Diego Tritons,15,158.0,87.3,169.5,85.5,1.8
Tyler Betsey,Syracuse Orange,25,688.7,97.6,685.9,95.8,1.8
Josh Ogundele,Hampton Pirates,20,559.5,96.2,559.6,94.4,1.8
Donovan Rakotonanahary,Northern Kentucky Norse,23,475.8,101.3,463.4,99.5,1.8
Biggie Patterson,Hofstra Pride,20,708.4,93.5,714.3,91.7,1.8
Christian Williams,Cal State Fullerton Titans,24,1183.1,94.3,1163.7,92.6,1.7
Sam Nosakhare,Quinnipiac Bobcats,15,204.9,88.3,228.5,86.6,1.7
Tarence Guinyard,Duquesne Dukes,21,1207.0,96.8,1180.8,95.0,1.7
Kelvin Odih,St. John'S Red Storm,9,49.0,87.7,50.0,86.0,1.7
Cole Franklin,North Texas Mean Green,23,892.8,92.3,928.6,90.6,1.7
Tyler Wagner,Austin Peay Governors,17,133.8,87.4,141.2,85.7,1.7
Sam Walters,Smu Mustangs,17,273.8,96.1,274.5,94.3,1.7
Arrinten Page,Northwestern Wildcats,25,939.0,100.0,936.3,98.3,1.7
Cash Chavis,Ut Arlington Mavericks,22,985.7,95.9,980.0,94.2,1.7
Brody Whitaker,Valparaiso Beacons,23,939.2,92.3,952.8,90.6,1.7
Will Mortimore,Charleston Cougars,6,69.2,76.5,73.5,74.9,1.7
Mekhi Mason,Wake Forest Demon Deacons,23,786.2,94.2,799.9,92.5,1.7
Jaye Nash,Jacksonville State Gamecocks,21,843.7,93.6,847.8,91.9,1.7
Emondrek Erkins-Ford,Jacksonville State Gamecocks,21,695.5,97.5,719.3,95.8,1.7
Tommy Kamarad,Winthrop Eagles,23,709.4,97.3,708.7,95.5,1.7
Bowen Hardman,Akron Zips,23,711.7,97.5,665.7,95.8,1.7
Jaylen Peterson,Presbyterian Blue Hose,24,1059.1,95.6,1048.2,93.9,1.7
Kalen Garry,South Dakota State Jackrabbits,23,1124.6,95.4,1120.3,93.7,1.7
Anias Futrell,Lindenwood Lions,22,1274.5,94.5,1267.2,92.9,1.7
Damarion Dennis,Wyoming Cowboys,22,719.9,99.5,725.1,97.8,1.7
Kanye Clary,Oklahoma State Cowboys,24,1066.8,96.6,1052.2,94.9,1.7
Gregory Lawson II,Eastern Michigan Eagles,20,466.2,93.7,465.4,92.2,1.6
Brandon Benjamin,San Diego Toreros,39,1419.8,97.6,1392.7,96.1,1.6
Tijan Saine Jr.,Weber State Wildcats,24,1408.7,100.1,1446.7,98.5,1.6
Roberts Blums,Davidson Wildcats,22,731.7,95.9,736.5,94.4,1.6
Daniel Hankins-Sanford,Massachusetts Minutemen,25,1249.9,97.0,1224.7,95.5,1.6
Jay Rodgers,Central Connecticut Blue Devils,23,1100.2,99.1,1106.6,97.5,1.6
Jemel Jones,New Mexico State Aggies,20,853.4,95.1,867.9,93.6,1.6
Tay Knox,Texas State Bobcats,25,532.9,88.0,537.2,86.4,1.6
Jack Collins,Monmouth Hawks,21,1216.9,93.4,1220.9,91.8,1.6
Javion Guy-King,Central Arkansas Bears,23,822.5,92.3,813.5,90.7,1.6
Sin'Cere Jones,Virginia Tech Hokies,10,100.1,94.9,100.8,93.3,1.6
Mekhi Lowery,Uic Flames,24,1014.3,97.2,1012.4,95.6,1.6
Tajden Davis,Alabama A&M Bulldogs,9,56.1,103.4,56.0,101.7,1.6
Logan Imes,Notre Dame Fighting Irish,26,805.5,94.2,831.5,92.6,1.6
Dylan James,Georgia Bulldogs,24,620.9,97.0,619.7,95.4,1.6
Marcus Whitlock Jr.,Middle Tennessee Blue Raiders,11,173.2,101.1,175.9,99.5,1.6
Kaleb Banks,Depaul Blue Demons,25,652.0,90.6,659.3,89.2,1.5
Elijah Elliott,New Mexico State Aggies,31,1062.6,97.2,1077.5,95.7,1.5
Michael Rataj,Baylor Bears,24,1001.7,99.8,1002.9,98.3,1.5
Cian Medley,Kent State Golden Flashes,23,1411.5,98.1,1372.9,96.6,1.5
Delrecco Gillespie,Kent State Golden Flashes,24,1482.3,97.8,1444.2,96.3,1.5
Davius Loury,Cal State Northridge Matadors,22,788.2,90.5,753.3,88.9,1.5
Money Williams,Montana Grizzlies,21,1150.3,97.8,1129.0,96.3,1.5
Ariik Mawien,Northern Colorado Bears,22,322.2,99.9,318.8,98.5,1.5
Luke Haertle,South Dakota State Jackrabbits,21,403.1,90.5,406.7,89.0,1.5
Denis Badalau,Rutgers Scarlet Knights,19,402.4,89.0,411.5,87.5,1.5
LJ Hackman,Western Kentucky Hilltoppers,22,793.6,90.5,802.9,88.9,1.5
Tamaury Releford,Morehead State Eagles,23,552.5,90.5,559.3,89.0,1.5
Or Ashkenazi,Lipscomb Bisons,23,792.6,98.2,819.5,96.6,1.5
Sebastian Hartmann,Chattanooga Mocs,5,193.2,93.2,197.4,91.7,1.5
Etienne Strothers,Hampton Pirates,24,657.0,94.7,665.1,93.2,1.5
Makai Willis,Texas State Bobcats,25,549.4,97.9,570.0,96.5,1.4
Benjamin Ahmed,Oklahoma State Cowboys,11,140.8,97.3,150.2,95.9,1.4
Chris Davis Jr.,Charleston Cougars,24,621.4,94.9,611.7,93.5,1.4
Enel St. Bernard,Indiana State Sycamores,24,677.4,92.3,695.5,90.9,1.4
Warren Marshall IV,Oakland Golden Grizzlies,22,386.5,94.4,392.5,93.0,1.4
Andrija Jelavic,Kentucky Wildcats,9,337.4,102.3,335.1,100.9,1.4
Brandon Garrison,Kentucky Wildcats,25,595.3,97.4,611.0,96.1,1.4
Jaylen Robinson,Richmond Spiders,23,301.6,98.8,298.6,97.4,1.4
Dasonte Bowen,St. Bonaventure Bonnies,22,1209.0,100.2,1199.3,98.8,1.4
Jahari Williamson,Kent State Golden Flashes,24,1023.4,97.2,999.0,95.8,1.4
Khaden Bennett,Wyoming Cowboys,23,1004.1,94.5,1009.5,93.1,1.4
Bryce Dortch,Rutgers Scarlet Knights,24,574.9,94.5,581.6,93.0,1.4
Danny Carbuccia,Massachusetts Minutemen,25,1189.0,99.0,1176.1,97.6,1.4
Israel Hart,Southern Miss Golden Eagles,24,834.8,96.4,810.2,95.0,1.4
Blake Muschalek,Auburn Tigers,16,109.2,96.1,123.5,94.8,1.4
Patrick Tivnan Jr.,Dartmouth Big Green,9,102.1,80.3,106.5,78.9,1.4
Ebuka Okorie,Stanford Cardinal,23,1335.6,95.5,1315.1,94.1,1.4
Sergej Macura,Mississippi State Bulldogs,19,645.0,96.7,638.7,95.3,1.4
Travis Harper II,Tennessee State Tigers,22,1146.1,97.6,1112.3,96.2,1.4
Tyson Brown,Radford Highlanders,23,1186.8,95.0,1188.0,93.8,1.3
Grant Stubblefield,Omaha Mavericks,20,963.4,98.6,949.6,97.3,1.3
Isaiah Brickner,Idaho Vandals,21,638.5,96.5,634.6,95.2,1.3
Marko Radunovic,Boston College Eagles,18,275.9,84.1,271.6,82.9,1.3
DJ Patrick,Unc Asheville Bulldogs,22,1206.4,95.1,1217.6,93.8,1.3
Randall Pettus II,Elon Phoenix,25,1196.2,99.8,1195.5,98.5,1.3
Cobi Campbell,Troy Trojans,23,1084.1,98.0,1083.8,96.7,1.3
Shawn Simmons II,Umass Lowell River Hawks,19,754.6,95.7,747.0,94.4,1.3
Kade Douglas,Tarleton State Texans,20,471.0,94.9,458.5,93.6,1.3
Jaylin Sellers,Providence Friars,26,1302.3,101.3,1289.8,99.9,1.3
Luke Flynn,Wofford Terriers,18,809.9,97.4,801.8,96.2,1.3
Chisom Okpara,Stanford Cardinal,17,834.9,96.4,821.7,95.2,1.3
Cliff Davis,James Madison Dukes,25,1213.1,98.5,1226.9,97.2,1.3
Mason Porter-Brown,Long Island University Sharks,26,778.7,93.9,777.8,92.6,1.3
Chris Nwuli,Rutgers Scarlet Knights,23,342.4,96.1,359.8,94.8,1.3
Kimani Hamilton,Unlv Rebels,24,1102.7,97.8,1138.8,96.5,1.3
Anthony Roy,Oklahoma State Cowboys,22,1117.4,94.1,1085.7,92.8,1.3
Austin Williford,Saint Joseph'S Hawks,23,851.3,90.1,880.7,88.8,1.3
Brady Shoulders,Mercer Bears,24,1293.7,96.7,1293.9,95.4,1.3
Justin Taylor,James Madison Dukes,14,180.3,90.4,186.4,89.1,1.3
Tyonne Farrell,Morehead State Eagles,18,414.2,95.8,412.8,94.5,1.3
Jorge Diaz Graham,Oregon State Beavers,26,580.4,95.4,596.8,94.2,1.3
Willie Williams,Northwestern State Demons,18,833.3,91.3,874.0,90.2,1.2
Cameron Jackson,Ut Arlington Mavericks,22,718.2,92.7,713.4,91.5,1.2
Carson Towt,Notre Dame Fighting Irish,26,1084.2,94.8,1083.0,93.6,1.2
Kylan Howze,Louisiana Tech Bulldogs,19,344.0,84.6,340.6,83.4,1.2
Kuol Atak,Oklahoma Sooners,18,350.8,100.0,326.8,98.9,1.2
Isaiah Johnson,Colorado Buffaloes,26,1273.2,100.5,1269.2,99.4,1.2
Tyler Ringgold,Tulane Green Wave,22,956.3,89.0,946.2,87.8,1.2
Joshua O'Garro,Cal State Northridge Matadors,22,1347.2,94.4,1304.3,93.2,1.2
Amier Ali,Mississippi State Bulldogs,8,99.9,94.1,94.7,92.9,1.2
Brock Wisne,Northern Colorado Bears,23,1289.9,99.5,1280.6,98.3,1.2
Jaden Toombs,Smu Mustangs,18,538.0,98.5,544.6,97.3,1.2
Josh Pascarelli,Colorado State Rams,23,998.4,98.5,991.1,97.4,1.1
Jason Edwards,Providence Friars,18,875.5,98.0,860.5,96.9,1.1
Khaman Maker,Depaul Blue Demons,10,61.9,82.4,61.5,81.3,1.1
Josiah Parker,Florida Atlantic Owls,22,680.7,97.4,698.8,96.3,1.1
Trent Mosquera,Le Moyne Dolphins,26,1409.8,94.6,1402.5,93.5,1.1
Kerr Kriisa,Cincinnati Bearcats,19,687.2,83.8,666.1,82.7,1.1
Keaton Norris,Samford Bulldogs,23,1253.8,97.4,1247.5,96.3,1.1
ND Okafor,Washington State Cougars,26,973.4,96.5,967.3,95.3,1.1
Jermaine Coleman,St. Thomas-Minnesota Tommies,24,603.7,96.9,624.4,95.8,1.1
Carl Parrish,Presbyterian Blue Hose,24,1239.6,95.2,1235.6,94.0,1.1
Abdoulaye Fall,Ualbany Great Danes,7,307.5,91.1,311.9,90.1,1.0
Quincy Ballard,Mississippi State Bulldogs,23,797.5,96.2,792.5,95.1,1.0
Cole Certa,Notre Dame Fighting Irish,26,1069.8,95.9,1076.6,94.9,1.0
Preston Ruedinger,Green Bay Phoenix,25,1382.7,102.4,1386.8,101.4,1.0
Lewis Walker,North Carolina A&T Aggies,22,1250.7,97.3,1262.6,96.3,1.0
Dante Harris,Tennessee State Tigers,22,1219.1,98.1,1188.3,97.1,1.0
Tyler McKinley,Cincinnati Bearcats,20,466.2,88.6,470.6,87.5,1.0
Baye Ndongo,Georgia Tech Yellow Jackets,22,1015.5,92.1,1018.9,91.1,1.0
Mazi Mosley,Lsu Tigers,10,104.2,90.2,108.8,89.2,1.0
Sherman Weatherspoon IV,Utah Valley Wolverines,20,354.2,96.8,368.4,95.8,1.0
Joe Sayler,South Dakota State Jackrabbits,23,1205.9,94.0,1210.8,93.0,1.0
Evan Otten,Idaho State Bengals,23,553.6,102.8,613.2,101.8,1.0
Toyaz Solomon,Unc Asheville Bulldogs,23,1224.6,95.5,1235.0,94.5,1.0
Hampton Sanders,Columbia Lions,21,465.0,96.6,448.7,95.6,1.0
Logan Epes,Missouri State Bears,16,235.0,97.5,231.0,96.5,0.9
Quinton Perkins II,Mercer Bears,20,721.0,97.4,740.1,96.5,0.9
Braden Appelhans,Drake Bulldogs,23,455.5,95.5,457.6,94.6,0.9
Andrew Alia,Drake Bulldogs,25,1332.2,96.2,1314.9,95.2,0.9
Rickey Ballard,Grambling Tigers,20,780.8,88.0,790.3,87.1,0.9
Trevin Jirak,Iowa Hawkeyes,11,115.0,104.3,116.0,103.4,0.9
Barrington Hargress,Colorado Buffaloes,26,1350.7,100.8,1361.0,99.9,0.9
Kevair Kennedy,Merrimack Warriors,26,1418.3,94.3,1410.0,93.4,0.9
Obi Agbim,Baylor Bears,24,1250.2,97.1,1253.1,96.2,0.9
Kade Sebastian,American University Eagles,25,826.2,92.6,831.8,91.7,0.9
CJ Beaumont,Sam Houston Bearkats,16,161.0,88.2,160.5,87.2,0.9
Grady Lewis,Cal State Northridge Matadors,23,332.1,96.7,334.2,95.8,0.9
Cougar Downing,Umbc Retrievers,20,330.2,95.4,340.6,94.5,0.9
Jaiden Glover-Toscano,Saint Joseph'S Hawks,21,1071.0,92.2,1066.4,91.3,0.8
Milos Ilic,California Golden Bears,25,717.3,95.4,727.4,94.6,0.8
Jackson Mosley,Cal Poly Mustangs,8,227.2,96.4,233.3,95.6,0.8
Edwin Daniel,La Salle Explorers,23,562.9,89.5,549.0,88.7,0.8
Babatunde Durodola,Temple Owls,23,728.4,98.9,711.0,98.0,0.8
Cameron Brennan,Colgate Raiders,6,37.8,79.3,39.5,78.5,0.8
TJ Long,Vermont Catamounts,20,961.3,97.1,952.5,96.3,0.8
William Kyle III,Syracuse Orange,26,1189.2,93.8,1179.0,93.0,0.8
Ilias Kamardine,Ole Miss Rebels,24,1166.1,96.0,1183.6,95.1,0.8
Caden Hawkins,Southern Illinois Salukis,7,77.4,90.4,84.8,89.6,0.8
Justin Wright,Unc Asheville Bulldogs,23,1230.5,96.7,1218.4,95.9,0.8
Robert McCray V,Florida State Seminoles,25,1197.3,93.5,1188.5,92.7,0.8
Josh Dix,Creighton Bluejays,25,1312.2,95.7,1344.1,94.9,0.8
Isaiah Henderson,Siena Saints,20,361.3,94.4,355.7,93.6,0.8
Damoni Harrison,Charlotte 49Ers,20,558.7,98.3,558.5,97.4,0.8
Bobby Durkin,Minnesota Golden Gophers,24,1068.8,92.4,1085.5,91.7,0.8
Noah Otshudi,Marshall Thundering Herd,24,1315.7,97.1,1316.9,96.4,0.8
Jahki Gupton,Saint Peter'S Peacocks,22,861.3,92.9,866.0,92.2,0.7
Niccolo Moretti,Florida Atlantic Owls,23,873.8,94.5,882.4,93.8,0.7
Darryl Simmons II,St. Bonaventure Bonnies,23,1361.3,100.6,1341.2,99.8,0.7
Jayden Tyler,Wofford Terriers,17,342.7,98.9,351.4,98.2,0.7
Lathan Sommerville,Washington Huskies,14,318.5,90.4,312.1,89.7,0.7
Lajae Jones,Florida State Seminoles,25,1171.6,93.4,1151.8,92.7,0.7
Romad Dean,Tulsa Golden Hurricane,22,532.8,100.8,528.7,100.1,0.7
Elijah Parker,Central Connecticut Blue Devils,22,494.9,92.3,493.4,91.6,0.7
Walter Brown,Unlv Rebels,23,530.4,103.5,554.2,102.8,0.7
Cheikh Sow,Idaho State Bengals,22,600.1,97.3,648.8,96.6,0.7
Jeremy Dent-Smith,Stanford Cardinal,25,895.8,95.1,905.7,94.4,0.7
Scotty Middleton,Tulane Green Wave,23,949.0,90.7,968.7,90.0,0.7
Devan Cambridge,Ucf Knights,23,682.9,98.6,677.7,97.8,0.7
Alex Dupre,Portland State Vikings,20,585.8,94.4,581.5,93.7,0.7
Ed Nnamoko,Winthrop Eagles,24,366.4,89.8,393.8,89.1,0.7
Rashund Washington Jr.,Uic Flames,24,892.6,98.1,891.6,97.5,0.7
Ian Smikle,Tulsa Golden Hurricane,22,516.4,94.3,512.0,93.8,0.6
Zaide Lowery,Marquette Golden Eagles,11,448.2,91.9,438.0,91.3,0.6
Jordan Lowery,Ut Arlington Mavericks,22,418.9,87.8,425.1,87.3,0.6
Larry Hughes II,Cal State Northridge Matadors,22,1252.7,92.4,1214.3,91.8,0.6
Stefan Vaaks,Providence Friars,26,1405.3,101.5,1410.2,100.9,0.6
Aidan Mahaney,Uc Santa Barbara Gauchos,23,1301.9,97.6,1275.6,97.0,0.6
Brendan Terry,Southeast Missouri State Redhawks,23,956.5,96.5,939.6,95.9,0.6
Rowan Brumbaugh,Tulane Green Wave,23,1373.1,92.5,1384.8,91.9,0.6
Khamari McGriff,Kansas State Wildcats,21,746.4,99.5,733.0,98.9,0.6
Jace Whiting,Weber State Wildcats,17,915.3,97.9,964.9,97.3,0.6
Jaylen Benard,Longwood Lancers,24,748.1,92.4,767.1,91.8,0.6
Randarius Jones,Grambling Tigers,17,441.5,94.5,446.2,93.9,0.6
Aidan Noyes,Belmont Bruins,9,225.6,103.7,228.8,103.1,0.6
Kenan Parrish,Harvard Crimson,14,142.2,87.9,147.6,87.4,0.6
Jalen Shelley,Loyola Marymount Lions,24,1255.5,91.9,1256.1,91.3,0.6
Adetokunbo Bakare,Saint Peter'S Peacocks,19,315.5,93.2,332.6,92.6,0.6
Andrew Meadow,Boise State Broncos,23,1090.1,98.0,1070.0,97.4,0.6
Quimari Peterson,Washington Huskies,25,1204.2,96.9,1195.5,96.3,0.6
Mike Sharavjamts,South Carolina Gamecocks,24,1116.8,96.7,1103.2,96.1,0.6
Ty Davis,Creighton Bluejays,24,449.2,94.4,479.4,93.9,0.5
Maleek Arington,Seattle U Redhawks,24,1215.3,89.4,1237.2,88.8,0.5
Aaron McBride,Loyola Marymount Lions,25,1066.8,89.9,1072.4,89.4,0.5
Cody Pennebaker,Lamar Cardinals,23,998.3,93.6,1019.5,93.1,0.5
Stephen Giwa,Rice Owls,24,584.1,94.2,596.6,93.7,0.5
Po'Boigh King,Sam Houston Bearkats,21,1089.9,95.5,1063.5,95.1,0.5
Jacob Walker,Sam Houston Bearkats,21,766.5,93.4,762.2,92.9,0.5
Latrell Wrightsell,Alabama Crimson Tide,16,742.5,98.9,746.5,98.3,0.5
Grant Polk,South Carolina Gamecocks,22,490.7,95.8,486.8,95.3,0.5
Mookie Cook,San Francisco Dons,18,625.7,95.9,634.2,95.4,0.5
Kelcy Phipps,Portland State Vikings,20,576.0,93.4,578.3,92.9,0.5
Justin Amadi,Mount St. Mary'S Mountaineers,24,841.5,89.0,844.0,88.5,0.5
Dayton Forsythe,Oklahoma Sooners,18,465.7,94.3,456.5,93.8,0.5
Toby Onyekonwu,Stony Brook Seawolves,13,250.6,96.6,257.2,96.0,0.5
Caleb Hollenbeck,Marshall Thundering Herd,24,808.2,98.2,815.0,97.8,0.5
JJ Traynor,Murray State Racers,27,1059.1,99.2,1076.2,98.9,0.4
Leo Torbor,Texas A&M-Corpus Christi Islanders,21,716.4,88.2,744.9,87.8,0.4
Adam Hinton,Cornell Big Red,20,890.7,103.3,886.8,102.8,0.4
Raul Villar,Charlotte 49Ers,22,417.2,100.2,435.0,99.8,0.4
Colin White,Ohio State Buckeyes,22,282.2,102.8,281.2,102.4,0.4
Cooper Bowser,Furman Paladins,14,709.8,93.1,702.1,92.7,0.4
Tyran Mason,Ut Arlington Mavericks,22,538.8,93.4,546.2,93.0,0.4
William Whorton,Memphis Tigers,14,190.1,87.8,184.2,87.4,0.4
Chase Forte,Boston College Eagles,24,818.0,91.3,829.5,90.9,0.4
Melo Sanchez,Central Connecticut Blue Devils,22,875.9,93.8,874.7,93.4,0.4
Louis Bond,Idaho State Bengals,14,233.1,96.1,249.6,95.7,0.4
Mason Gibson,Texas A&M-Corpus Christi Islanders,18,745.0,91.1,740.1,90.8,0.3
Lamar Washington,Georgia Tech Yellow Jackets,24,1196.8,90.7,1208.6,90.4,0.3
