Player,Points_Per_Game,Assigned_Team_x,Unnamed: 0,Assigned_Team,Games_Tracked,Season_Off_Possessions,Weighted_ORtg,Season_Def_Possessions,Weighted_DRtg,Net_Efficiency_Rating,Net_Points_Produced,Balanced,Star,Defense,WAR
Amari Evans,4.1,Tennessee,543,Tennessee Volunteers,32,758.6,102.2,784.9,90.3,11.8,89.8,66.5,90.3,918.2,92.8
Cade Phillips,3.8,Tennessee,973,Tennessee Volunteers,10,262.7,97.8,261.4,80.7,17.1,44.9,46.0,44.9,448.1,44.7
Amaree Abram,3.2,Tennessee,753,Tennessee Volunteers,23,395.1,100.2,396.5,84.0,16.2,64.2,62.8,64.0,641.2,64.2
Ethan Burg,2.5,Tennessee,431,Tennessee Volunteers,29,498.5,104.1,515.9,82.2,21.9,109.3,94.9,109.2,1110.6,112.3
Troy Henderson,1.8,Tennessee,979,Tennessee Volunteers,26,248.5,101.4,250.5,83.4,18.0,44.7,43.1,44.7,449.1,45.1
Clarence Massamba,0.3,Tennessee,1650,Tennessee Volunteers,5,14.9,120.4,16.4,67.2,53.2,8.0,6.9,7.9,83.2,8.4
Ronnie Harrison,14.7,Texas Am Commerce,4240,East Texas A&M Lions,28,1378.2,86.4,1388.4,94.8,-8.4,-115.4,-125.4,-115.8,-1162.0,-115.2
Gianni Hunt,10.8,Texas Am Commerce,3832,East Texas A&M Lions,30,1570.6,87.6,1598.7,92.0,-4.3,-68.2,-95.0,-69.1,-697.2,-66.9
Damian Garcia,10.5,Texas Am Commerce,3902,East Texas A&M Lions,30,1266.0,86.9,1290.3,92.7,-5.8,-73.5,-96.0,-73.4,-741.3,-71.7
Noah Pagotto,10.4,Texas Am Commerce,3872,East Texas A&M Lions,30,1235.0,87.1,1263.9,92.9,-5.8,-71.2,-98.5,-71.6,-724.6,-69.6
Vinny Sigona,8.1,Texas Am Commerce,4423,East Texas A&M Lions,26,818.2,80.4,812.0,100.7,-20.3,-166.2,-159.9,-166.1,-1654.6,-166.1
Josh Taylor,5.1,Texas Am Commerce,4175,East Texas A&M Lions,30,795.6,79.7,801.3,92.9,-13.2,-104.7,-110.3,-105.0,-1053.9,-104.6
Michael Folarin,4.9,Texas Am Commerce,3965,East Texas A&M Lions,19,354.8,74.4,381.8,96.9,-22.5,-79.8,-106.0,-79.8,-828.1,-79.0
Tay Mosher,4.7,Texas Am Commerce,1239,East Texas A&M Lions,25,635.1,92.6,645.5,88.3,4.3,27.2,18.1,27.3,275.3,28.5
London Fields,3.3,Texas Am Commerce,3861,East Texas A&M Lions,23,508.6,76.5,559.2,90.3,-13.8,-70.3,-115.9,-70.2,-736.0,-65.3
Alex McCray,1.8,Texas Am Commerce,4006,East Texas A&M Lions,16,226.1,71.2,235.5,108.3,-37.1,-83.8,-94.1,-83.9,-856.1,-84.7
Evan Phelps,1.4,Texas Am Commerce,3771,East Texas A&M Lions,27,616.6,82.6,630.8,92.7,-10.2,-62.8,-75.4,-62.3,-629.9,-61.2
Parker Whisenhunt,0.6,Texas Am Commerce,2324,East Texas A&M Lions,2,7.0,0.0,7.9,75.5,-75.5,-5.3,-6.0,-5.3,-56.1,-5.1
Sheldon Williams,11.8,Texas Am Corpus Christi,655,Texas A&M-Corpus Christi Islanders,29,1245.6,95.4,1239.3,89.4,6.0,74.4,80.4,74.7,745.5,74.1
Mason Gibson,9.4,Texas Am Corpus Christi,1776,Texas A&M-Corpus Christi Islanders,26,939.2,91.4,936.4,90.9,0.5,4.5,7.2,4.7,46.9,4.4
Franck Yetna,6.8,Texas Am Corpus Christi,3363,Texas A&M-Corpus Christi Islanders,29,872.2,91.0,883.0,95.5,-4.4,-38.7,-49.6,-39.2,-394.9,-38.8
Cenker Evran,5.8,Texas Am Corpus Christi,871,Texas A&M-Corpus Christi Islanders,23,790.5,92.9,807.3,86.1,6.8,53.5,39.3,53.8,543.2,56.1
Daniel Michelini-Jackson,5.5,Texas Am Corpus Christi,2076,Texas A&M-Corpus Christi Islanders,26,689.7,94.0,689.3,94.2,-0.2,-1.4,-1.0,-1.4,-13.8,-1.4
Leo Torbor,5.1,Texas Am Corpus Christi,1861,Texas A&M-Corpus Christi Islanders,29,894.7,89.3,933.5,89.0,0.3,2.5,-31.8,2.7,27.4,7.0
Kam Parker,4.4,Texas Am Corpus Christi,3839,Texas A&M-Corpus Christi Islanders,22,612.5,82.8,619.1,94.0,-11.2,-68.9,-74.8,-68.6,-689.7,-68.2
Trenton Pane,4.0,Texas Am Corpus Christi,2189,Texas A&M-Corpus Christi Islanders,2,1.5,0.0,2.5,202.0,-202.0,-3.0,-5.0,-3.0,-39.1,-4.0
Bryson Wheatfall,3.6,Texas Am Corpus Christi,1499,Texas A&M-Corpus Christi Islanders,24,405.7,90.5,435.8,87.2,3.3,13.2,-12.9,13.4,138.8,17.2
Jaden Haire,3.5,Texas Am Corpus Christi,3926,Texas A&M-Corpus Christi Islanders,22,350.6,75.9,361.7,97.6,-21.7,-76.2,-86.9,-76.1,-772.8,-75.8
Cedric Horton,2.9,Texas Am Corpus Christi,2508,Texas A&M-Corpus Christi Islanders,9,63.7,95.7,61.4,110.8,-15.1,-9.6,-7.1,-9.6,-94.4,-9.4
Jamal Ambrose,1.1,Texas Am Corpus Christi,2477,Texas A&M-Corpus Christi Islanders,9,74.8,84.2,77.2,95.9,-11.7,-8.7,-11.1,-8.8,-88.9,-8.7
Rashaun Agee,14.6,Texas Am,2075,Texas A&M Aggies,33,1521.4,98.0,1451.6,98.1,-0.1,-1.4,67.0,-1.5,-14.9,-2.8
Rylan Griffen,11.2,Texas Am,2594,Texas A&M Aggies,31,1403.6,97.2,1347.8,98.1,-0.8,-11.7,42.1,-12.6,-123.8,-13.7
Mackenzie Mgbako,10.4,Texas Am,1471,Texas A&M Aggies,7,218.3,101.2,200.8,94.6,6.6,14.5,31.0,14.4,138.2,13.5
Marcus Hill,10.3,Texas Am,506,Texas A&M Aggies,33,1271.0,100.6,1249.8,93.0,7.6,96.3,116.3,96.6,957.9,95.1
Rubén Dominguez,10.2,Texas Am,2442,Texas A&M Aggies,33,1289.6,97.2,1234.5,97.9,-0.6,-7.9,44.9,-9.0,-88.3,-10.2
Pop Isaacs,9.8,Texas Am,4113,Texas A&M Aggies,32,1198.5,96.6,1142.0,104.6,-8.0,-96.2,-36.8,-95.9,-935.9,-93.3
Zach Clemence,6.9,Texas Am,1255,Texas A&M Aggies,33,907.4,97.6,899.1,94.8,2.9,26.2,33.3,25.4,252.9,25.0
Jacari Lane,6.1,Texas Am,857,Texas A&M Aggies,32,1024.3,100.9,994.9,95.6,5.4,54.9,82.4,54.3,535.0,53.0
Josh Holloway,4.6,Texas Am,700,Texas A&M Aggies,33,673.0,101.0,687.3,90.8,10.2,69.0,55.7,68.6,693.7,70.0
Jamie Vinson,3.5,Texas Am,1171,Texas A&M Aggies,28,302.7,95.1,315.2,84.7,10.4,31.6,20.9,31.5,321.2,33.4
Federiko Federiko,1.8,Texas Am,690,Texas A&M Aggies,30,372.6,106.6,399.1,87.7,18.9,70.3,47.2,70.4,728.8,73.7
Noah Shelby,1.1,Texas Am,1699,Texas A&M Aggies,2,11.9,108.8,9.5,52.8,56.0,6.7,7.9,6.7,59.5,5.5
Jeremiah Green,0.9,Texas Am,2303,Texas A&M Aggies,1,12.3,81.1,12.5,120.2,-39.1,-4.8,-5.0,-4.8,-48.5,-4.8
Chris McDermott,0.7,Texas Am,2179,Texas A&M Aggies,5,24.8,92.7,26.0,104.0,-11.3,-2.8,-4.1,-2.8,-28.7,-2.9
Marcell McCreary,12.6,Texas Arlington,494,Ut Arlington Mavericks,30,1479.3,97.9,1483.3,91.2,6.7,98.6,95.5,99.1,992.5,99.5
Raysean Seamster,12.2,Texas Arlington,390,Ut Arlington Mavericks,30,1514.9,98.2,1498.4,90.6,7.6,115.1,130.1,115.1,1145.0,113.6
Bahsil Laster,7.3,Texas Arlington,302,Ut Arlington Mavericks,30,955.5,98.5,959.2,84.3,14.1,135.1,132.6,135.7,1359.4,136.3
Tyran Mason,6.5,Texas Arlington,1274,Ut Arlington Mavericks,30,792.6,96.0,809.7,92.9,3.1,24.9,8.7,24.6,248.3,25.8
Jordan Lowery,4.6,Texas Arlington,1481,Ut Arlington Mavericks,30,726.2,92.3,740.7,90.3,1.9,14.1,1.4,14.5,146.7,15.9
Marcus Rigsby Jr.,4.6,Texas Arlington,3374,Ut Arlington Mavericks,29,846.2,88.9,852.7,93.5,-4.6,-38.9,-45.0,-38.9,-390.7,-38.5
Cameron Jackson,4.0,Texas Arlington,1966,Ut Arlington Mavericks,29,818.0,92.3,817.1,92.3,0.0,0.2,0.8,0.0,0.0,-0.1
Miles Goodman,3.4,Texas Arlington,987,Ut Arlington Mavericks,28,599.4,99.6,604.7,92.3,7.3,43.9,38.9,43.8,439.5,44.2
Amari Reed,2.9,Texas Arlington,751,Ut Arlington Mavericks,28,512.9,94.0,508.4,81.4,12.6,64.4,68.3,64.6,643.4,63.8
Jayden Smoot,2.6,Texas Arlington,1434,Ut Arlington Mavericks,21,342.8,98.0,350.0,93.1,4.9,16.7,10.1,16.8,169.7,17.3
David Punch,14.1,Texas Christian,356,Tcu Horned Frogs,34,1720.6,96.0,1710.9,89.0,7.1,121.4,129.1,120.4,1201.0,119.4
Xavier Edmonds,12.7,Texas Christian,347,Tcu Horned Frogs,35,1373.2,99.1,1303.7,90.1,9.0,123.3,186.2,123.6,1204.2,116.7
Micah Robinson,10.9,Texas Christian,786,Tcu Horned Frogs,35,1534.2,94.4,1548.9,90.4,4.0,61.3,48.1,61.4,616.6,62.8
Jayden Pierre,10.1,Texas Christian,244,Tcu Horned Frogs,35,1774.1,97.8,1765.2,89.1,8.7,154.1,162.3,154.3,1539.6,153.4
Brock Harding,8.0,Texas Christian,313,Tcu Horned Frogs,35,1886.2,96.2,1852.3,89.2,7.0,131.8,162.3,132.0,1308.4,128.4
Liutauras Lelevicius,8.0,Texas Christian,544,Tcu Horned Frogs,34,1393.6,96.0,1359.8,89.6,6.4,89.7,119.5,89.2,881.0,85.7
Tanner Toolson,7.7,Texas Christian,1188,Tcu Horned Frogs,35,1265.5,95.9,1251.4,93.5,2.4,30.8,43.6,30.4,302.0,29.5
Jace Posey,4.6,Texas Christian,849,Tcu Horned Frogs,26,450.4,101.5,466.7,89.1,12.3,55.5,41.3,55.8,568.5,57.6
Kayden Edwards,3.2,Texas Christian,2495,Tcu Horned Frogs,12,104.4,79.5,107.4,88.4,-8.9,-9.3,-11.9,-9.3,-94.2,-8.9
RJ Jones,2.6,Texas Christian,1740,Tcu Horned Frogs,5,51.7,110.4,52.2,99.7,10.7,5.5,5.0,5.5,55.6,5.5
Vianney Salatchoum,1.1,Texas Christian,1985,Tcu Horned Frogs,23,180.5,82.5,219.3,82.5,0.0,0.0,-32.0,0.0,0.0,6.8
Ashton Simmons,1.0,Texas Christian,1981,Tcu Horned Frogs,2,0.9,210.5,0.9,210.5,0.0,0.0,0.0,0.0,0.0,0.0
Malick Diallo,0.0,Texas Christian,2464,Tcu Horned Frogs,1,14.5,41.5,12.0,100.0,-58.5,-8.5,-6.0,-8.5,-77.2,-8.5
Jamal West Jr.,14.5,Texas El Paso,4206,Utep Miners,28,1409.6,89.0,1412.9,96.8,-7.8,-109.7,-113.1,-109.9,-1100.8,-109.8
Elijah Jones,13.1,Texas El Paso,1959,Longwood Lancers,25,749.8,93.6,749.2,93.6,0.1,0.5,0.6,0.0,0.0,-0.0
Elijah Jones,13.1,Texas El Paso,4043,Utep Miners,28,1259.5,91.6,1249.1,98.6,-7.0,-88.3,-77.9,-88.2,-878.0,-88.3
Kaseem Watson,12.5,Texas El Paso,4128,Utep Miners,28,1412.3,90.6,1424.2,97.5,-6.9,-97.4,-109.1,-97.4,-978.6,-97.2
Caleb Blackwell,10.6,Texas El Paso,4209,Utep Miners,25,1239.2,88.3,1238.0,97.2,-8.9,-110.2,-109.1,-110.3,-1102.4,-110.3
Tyreese Watson,8.0,Texas El Paso,3564,Utep Miners,5,202.0,74.3,199.7,98.7,-24.4,-49.3,-47.0,-49.3,-490.1,-49.3
KJ Thomas,5.8,Texas El Paso,4028,Utep Miners,28,1267.6,89.2,1275.7,96.0,-6.8,-86.2,-94.0,-86.2,-864.7,-85.9
LA Hayes,4.1,Texas El Paso,3151,Utep Miners,25,428.2,86.4,414.9,93.3,-6.9,-29.4,-17.1,-29.5,-290.8,-30.4
David Tubek,3.3,Texas El Paso,3357,Utep Miners,9,99.1,59.5,101.7,98.3,-38.8,-38.4,-41.0,-38.5,-389.5,-38.4
Trey Horton III,3.3,Texas El Paso,4007,Utep Miners,24,574.3,82.7,579.5,97.3,-14.6,-83.9,-88.9,-83.8,-842.3,-83.7
Cassius Brooks,2.8,Texas El Paso,4030,Utep Miners,27,553.0,85.9,559.4,101.5,-15.6,-86.5,-92.8,-86.3,-867.7,-86.4
C.J. Smith,1.5,Texas El Paso,3552,Utep Miners,8,105.8,71.8,101.1,117.7,-45.9,-48.5,-43.0,-48.6,-474.7,-47.7
Bobby Montgomery Jr.,0.8,Texas El Paso,2571,Utep Miners,11,80.7,71.9,83.9,85.8,-13.9,-11.2,-14.0,-11.2,-114.4,-10.8
Mouhamed Mbaye,0.8,Texas El Paso,1403,Utep Miners,21,211.5,88.4,223.1,79.8,8.6,18.2,8.9,18.2,186.8,20.5
Jordan Hernandez,0.6,Texas El Paso,2138,Utep Miners,4,18.4,92.3,18.3,103.7,-11.4,-2.1,-2.0,-2.1,-20.9,-2.1
Koree Cotton,13.9,Texas Pan American,147,Ut Rio Grande Valley Vaqueros,31,1396.6,98.2,1471.1,84.4,13.8,192.9,129.9,192.7,1978.0,204.4
Filip Brankovic,13.0,Texas Pan American,308,Ut Rio Grande Valley Vaqueros,31,1257.7,96.5,1302.3,85.8,10.7,134.3,96.3,134.6,1369.4,140.9
Marvin McGhee III,10.9,Texas Pan American,420,Ut Rio Grande Valley Vaqueros,31,1527.0,95.3,1603.1,88.1,7.3,111.0,42.9,109.9,1126.5,119.0
Jaylen Washington,10.2,Texas Pan American,265,Ut Rio Grande Valley Vaqueros,31,1341.2,100.4,1431.7,89.5,10.9,146.1,65.2,146.2,1510.4,155.7
Kye Dickson,9.2,Texas Pan American,2777,Ut Rio Grande Valley Vaqueros,5,161.2,89.4,163.7,99.6,-10.2,-16.5,-18.9,-16.4,-165.7,-16.4
Julien Gomez,7.5,Texas Pan American,369,Ut Rio Grande Valley Vaqueros,31,1125.6,98.7,1201.7,88.1,10.6,119.0,52.3,119.3,1232.8,128.4
Zae Blake,4.8,Texas Pan American,1154,Ut Rio Grande Valley Vaqueros,28,886.8,92.0,929.1,88.4,3.7,32.4,-5.5,31.9,326.8,36.8
Dane Christensen,3.7,Texas Pan American,2982,Ut Rio Grande Valley Vaqueros,25,514.4,92.1,558.9,96.6,-4.5,-23.1,-66.1,-23.1,-241.3,-21.6
Kwo Agwa,3.6,Texas Pan American,1123,Ut Rio Grande Valley Vaqueros,29,500.8,94.4,559.3,87.4,7.0,35.1,-16.1,35.1,370.5,42.4
Mustafo Vanjov,3.0,Texas Pan American,2029,Ut Rio Grande Valley Vaqueros,1,4.0,50.0,3.0,66.7,-16.7,-0.7,-0.0,-0.7,-5.8,-1.0
Always Wright,2.9,Texas Pan American,1221,Ut Rio Grande Valley Vaqueros,31,765.6,89.9,802.4,86.1,3.7,28.6,-2.6,29.1,297.8,34.2
Jalen Ricks,2.8,Texas Pan American,2550,Ut Rio Grande Valley Vaqueros,20,259.6,84.7,284.8,88.8,-4.1,-10.6,-33.0,-10.6,-111.5,-7.8
Marshal Destremau,2.5,Texas Pan American,1652,Ut Rio Grande Valley Vaqueros,21,212.3,95.6,233.0,91.9,3.7,7.9,-11.2,7.9,82.3,9.5
Demarris Winters,2.3,Texas Pan American,1807,Ut Rio Grande Valley Vaqueros,19,179.6,97.5,198.1,95.4,2.0,3.7,-13.9,3.8,39.6,4.6
Luis Ramirez,1.7,Texas Pan American,2127,Ut Rio Grande Valley Vaqueros,1,6.0,66.7,4.0,101.3,-34.6,-2.1,-0.0,-2.1,-17.0,-2.0
Jamir Simpson,16.2,Texas San Antonio,4539,Utsa Roadrunners,28,1589.7,84.0,1569.7,102.4,-18.3,-291.5,-272.0,-292.5,-2906.6,-292.0
Austin Nunez,9.8,Texas San Antonio,4510,Utsa Roadrunners,20,923.7,79.4,893.5,103.6,-24.3,-224.4,-192.2,-223.5,-2198.5,-222.4
Brent Moss,9.6,Texas San Antonio,4485,Utsa Roadrunners,27,1121.4,85.3,1114.8,103.0,-17.6,-197.8,-191.7,-198.5,-1979.0,-198.3
Baboucarr Njie,9.4,Texas San Antonio,4415,Utsa Roadrunners,27,1120.3,86.2,1102.1,100.8,-14.6,-163.3,-145.2,-163.6,-1622.3,-163.4
Dorian Hayes,8.8,Texas San Antonio,4524,Utsa Roadrunners,24,1147.4,80.8,1131.7,102.8,-22.0,-252.2,-236.3,-252.4,-2507.0,-252.0
Macaleab Rich,8.1,Texas San Antonio,3563,Utsa Roadrunners,9,226.7,79.0,224.4,100.7,-21.7,-49.3,-46.9,-49.2,-489.4,-49.2
Kaidon Rayfield,6.7,Texas San Antonio,4174,Utsa Roadrunners,24,694.6,83.4,697.1,98.4,-15.1,-104.6,-106.6,-104.2,-1043.8,-104.2
Daniel Akitoby,5.7,Texas San Antonio,4143,Utsa Roadrunners,22,520.0,85.2,522.5,104.5,-19.3,-100.4,-103.0,-100.4,-1006.0,-100.5
Pierce Spencer,3.5,Texas San Antonio,2272,Utsa Roadrunners,3,73.0,73.9,72.8,79.6,-5.7,-4.2,-4.0,-4.2,-41.6,-4.2
LJ Brown,2.3,Texas San Antonio,3457,Utsa Roadrunners,16,283.6,85.3,288.4,100.5,-15.2,-43.1,-47.9,-43.1,-434.7,-43.1
Mo Njie,1.7,Texas San Antonio,3517,Utsa Roadrunners,17,199.9,72.6,201.7,95.7,-23.1,-46.2,-47.9,-46.2,-463.8,-46.1
Stanley Borden,0.0,Texas San Antonio,2446,Utsa Roadrunners,2,14.9,47.0,15.8,101.6,-54.6,-8.1,-9.0,-8.1,-83.8,-8.1
Troy Hupstead,14.6,Texas Southern,3033,Texas Southern Tigers,23,1157.8,93.5,1145.6,95.7,-2.1,-24.7,-13.8,-25.5,-253.4,-26.0
Bryce Roberts,11.3,Texas Southern,1902,Texas Southern Tigers,23,1120.2,94.9,1124.0,94.7,0.1,1.6,-1.4,2.2,22.4,2.4
Alex Anderson,9.8,Texas Southern,1545,Texas Southern Tigers,28,1065.4,96.3,1072.4,95.2,1.1,11.6,5.1,11.7,117.6,12.1
Jaylen Wysinger,9.8,Texas Southern,4057,Texas Southern Tigers,27,989.0,88.7,985.2,97.8,-9.2,-90.7,-86.3,-90.0,-898.3,-90.1
Zaire Hayes,9.6,Texas Southern,3426,Texas Southern Tigers,26,1167.1,92.5,1174.3,96.1,-3.5,-41.1,-48.9,-42.0,-421.5,-41.7
Duane Posey,8.7,Texas Southern,3748,Texas Southern Tigers,25,872.6,94.4,887.2,101.4,-7.0,-61.2,-75.9,-61.1,-615.9,-61.3
Zytarious Mortle,8.0,Texas Southern,1396,Texas Southern Tigers,26,803.0,94.5,802.5,92.2,2.3,18.5,18.9,18.5,184.6,18.4
Cameron Patterson,7.8,Texas Southern,3044,Texas Southern Tigers,7,184.6,85.6,185.6,99.2,-13.6,-25.0,-26.1,-25.1,-251.7,-25.1
Oumar Koureissi,4.9,Texas Southern,3317,Texas Southern Tigers,7,154.6,80.9,152.5,104.3,-23.4,-36.2,-34.0,-36.2,-359.3,-36.1
Ahmed Nedal Abdelrahman,3.5,Texas Southern,3710,Texas Southern Tigers,9,153.3,75.7,152.8,113.9,-38.2,-58.6,-58.0,-58.6,-584.7,-58.5
Anthony Andrews,2.8,Texas Southern,3546,Texas Southern Tigers,22,447.2,94.4,452.6,105.2,-10.8,-48.3,-54.0,-48.3,-485.9,-48.6
Jordan Gorecki,2.3,Texas Southern,1373,Texas Southern Tigers,25,670.7,91.4,691.2,88.4,3.0,20.1,2.0,20.1,204.3,22.5
Kolby Granger,2.3,Texas Southern,3501,Texas Southern Tigers,4,78.1,71.7,81.1,129.4,-57.7,-45.1,-48.9,-45.1,-459.2,-45.9
Josh Akpovwa,2.1,Texas Southern,2719,Texas Southern Tigers,20,278.2,82.0,275.7,87.4,-5.4,-15.1,-12.8,-15.0,-149.6,-15.3
Jordan Hamilton,0.0,Texas Southern,2350,Texas Southern Tigers,1,12.8,62.3,13.9,107.9,-45.7,-5.9,-7.0,-5.8,-60.8,-5.9
DJ Hall,15.6,Texas State,529,Texas State Bobcats,30,1433.8,100.0,1434.0,93.6,6.4,92.1,91.6,91.8,917.7,91.8
Mark Drone,14.2,Texas State,705,Texas State Bobcats,29,1430.5,96.1,1439.8,91.3,4.8,68.5,60.2,68.7,688.9,69.5
Dimp Pernell,8.8,Texas State,1457,Texas State Bobcats,9,302.5,95.2,297.3,90.1,5.1,15.4,20.1,15.4,152.9,14.9
Kaden Gumbs,8.7,Texas State,749,Texas State Bobcats,30,1349.9,96.2,1362.8,91.4,4.8,64.8,53.0,64.8,651.0,65.9
Franck Emmou,7.2,Texas State,509,Texas State Bobcats,29,1058.4,103.2,1057.3,94.1,9.1,96.0,97.3,96.3,962.6,96.2
Makai Willis,6.0,Texas State,1223,Texas State Bobcats,30,631.9,98.9,650.3,94.4,4.5,28.3,11.1,28.4,288.5,29.5
Kyndall Davis,5.9,Texas State,629,Texas State Bobcats,28,1097.6,94.7,1092.4,87.7,7.0,76.5,81.4,76.8,766.5,76.2
Jalen Bolden,5.2,Texas State,1711,Texas State Bobcats,30,764.1,93.7,790.3,92.9,0.8,6.3,-18.2,6.1,62.2,8.0
Robert Fields,5.0,Texas State,1116,Texas State Bobcats,28,705.3,98.3,699.4,93.2,5.0,35.5,41.5,36.0,358.2,35.6
Ky Pernell,3.0,Texas State,2204,Texas State Bobcats,3,57.1,89.4,53.7,95.0,-5.6,-3.2,0.0,-3.2,-31.0,-3.4
Tay Knox,2.8,Texas State,1720,Texas State Bobcats,30,668.1,90.3,672.7,89.3,0.9,6.1,2.6,6.7,67.0,7.2
Jaelyn Lee,2.6,Texas State,3306,Texas State Bobcats,17,172.6,83.4,176.7,104.1,-20.7,-35.8,-40.0,-35.7,-361.5,-35.9
Isaiah Barganier,1.4,Texas State,1988,Texas State Bobcats,1,3.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Cameron Simpson,0.5,Texas State,2243,Texas State Bobcats,1,8.9,67.4,9.0,111.1,-43.7,-3.9,-4.0,-3.9,-39.1,-3.9
JT Toppin,21.8,Texas Tech,424,Texas Tech Red Raiders,25,1405.8,100.6,1392.2,92.7,7.9,110.4,123.7,111.1,1105.2,110.1
Christian Anderson,18.5,Texas Tech,368,Texas Tech Red Raiders,33,1998.9,101.5,2004.3,95.5,6.0,119.2,114.8,119.9,1201.0,120.2
Donovan Atwell,13.5,Texas Tech,316,Texas Tech Red Raiders,34,1859.6,101.5,1869.4,94.4,7.1,131.2,122.8,132.0,1323.8,132.6
LeJuan Watts,11.8,Texas Tech,1109,Texas Tech Red Raiders,33,1427.2,101.7,1431.3,99.2,2.5,36.1,31.6,35.7,357.3,35.7
Jaylen Petty,9.9,Texas Tech,565,Texas Tech Red Raiders,33,1534.1,99.7,1529.9,94.1,5.5,85.1,89.9,85.9,857.9,85.7
Josiah Moseley,5.5,Texas Tech,2618,Texas Tech Red Raiders,14,285.7,98.0,300.1,102.3,-4.3,-12.3,-27.0,-12.3,-125.9,-12.6
Luke Bamgboye,4.5,Texas Tech,948,Texas Tech Red Raiders,21,524.7,95.9,528.8,87.0,8.9,46.6,43.1,46.7,468.8,47.2
Tyeree Bryan,3.5,Texas Tech,2428,Texas Tech Red Raiders,33,919.4,95.7,923.0,96.5,-0.8,-7.6,-10.8,-7.4,-73.7,-7.2
Leon Horner,2.7,Texas Tech,981,Texas Tech Red Raiders,19,273.1,107.6,270.3,91.4,16.2,44.4,46.8,44.2,440.1,44.0
Marial Akuentok,1.1,Texas Tech,2494,Texas Tech Red Raiders,14,130.8,104.0,138.7,111.1,-7.1,-9.2,-18.1,-9.3,-95.6,-10.2
Nolan Groves,0.9,Texas Tech,2024,Texas Tech Red Raiders,16,134.7,97.2,143.4,97.6,-0.4,-0.6,-9.0,-0.5,-5.6,-0.3
Jazz Henderson,0.8,Texas Tech,1504,Texas Tech Red Raiders,7,38.7,100.8,40.3,67.0,33.8,13.1,12.0,13.1,133.5,13.6
Jack Francis,0.0,Texas Tech,1906,Texas Tech Red Raiders,1,1.0,200.0,2.0,51.3,148.7,1.5,1.0,1.5,21.0,2.0
Dailyn Swain,17.3,Texas,325,Texas Longhorns,35,1913.6,106.4,1896.1,99.7,6.7,128.5,145.7,128.2,1276.2,128.2
Matas Vokietaitis,15.6,Texas,337,Texas Longhorns,35,1498.1,106.5,1492.5,98.1,8.4,125.5,131.3,125.8,1256.0,125.7
Tramon Mark,14.0,Texas,572,Texas Longhorns,35,1590.6,105.0,1615.1,99.7,5.2,83.4,59.9,84.3,849.5,84.4
Jordan Pope,13.1,Texas,338,Texas Longhorns,35,1654.2,105.4,1652.6,97.8,7.6,125.4,127.3,125.7,1256.6,125.7
Camden Heide,5.9,Texas,1249,Texas Longhorns,34,1236.0,103.6,1252.4,101.4,2.2,26.7,10.6,27.2,273.7,27.0
Chendall Weaver,5.8,Texas,574,Texas Longhorns,35,1133.5,109.5,1145.3,102.2,7.3,83.0,70.7,82.7,831.8,82.5
Simeon Wilcher,5.6,Texas,650,Texas Longhorns,35,1035.5,106.0,1044.6,98.8,7.2,75.0,65.6,74.6,748.8,74.7
Nic Codie,4.1,Texas,2891,Texas Longhorns,23,563.4,104.5,562.4,108.1,-3.6,-20.0,-19.2,-20.3,-202.6,-20.2
Lassina Traore,3.4,Texas,865,Texas Longhorns,22,550.1,102.5,557.5,92.7,9.8,53.9,47.0,53.9,542.7,54.4
Declan Duru Jr.,1.3,Texas,1339,Texas Longhorns,10,67.7,100.4,67.7,68.0,32.4,22.0,21.9,21.9,219.3,21.9
Sonny Wilson,17.0,Toledo,1291,Toledo Rockets,32,1968.3,101.1,1947.1,99.9,1.2,23.9,44.8,23.6,234.9,23.6
Leroy Blyden Jr.,16.4,Toledo,498,Toledo Rockets,32,1823.4,102.7,1801.1,97.3,5.3,97.3,120.2,98.5,978.6,97.9
Sean Craig,11.6,Toledo,336,Toledo Rockets,32,1717.5,103.7,1703.0,96.4,7.3,126.0,139.4,125.4,1248.5,124.9
Austin Parks,10.7,Toledo,975,Toledo Rockets,32,1383.3,101.4,1359.8,98.1,3.2,44.9,68.7,45.6,452.6,45.2
Kyler Vanderjagt,8.4,Toledo,3198,Toledo Rockets,32,1195.2,99.8,1187.8,102.5,-2.6,-31.6,-24.7,-32.3,-321.7,-32.1
Jaylan Ouwinga,6.3,Toledo,3440,Toledo Rockets,32,978.0,95.2,978.0,99.5,-4.3,-42.0,-42.1,-42.1,-420.5,-42.1
Mynor Strong,5.2,Toledo,500,Toledo Rockets,31,926.0,104.2,924.0,93.7,10.5,97.1,99.1,97.2,971.2,97.1
Chris Riddle,4.3,Toledo,1549,Toledo Rockets,3,64.3,104.2,62.4,86.6,17.7,11.4,13.0,11.3,111.5,11.1
Will James Jr.,3.1,Toledo,1079,Toledo Rockets,32,477.4,104.3,465.6,96.4,7.9,37.7,49.1,37.7,372.5,37.3
Phoenix Glassnor,3.0,Toledo,2088,Toledo Rockets,3,42.3,87.4,43.8,91.4,-4.0,-1.7,-3.1,-1.7,-17.2,-1.6
London Praytor,2.3,Toledo,3048,Toledo Rockets,10,51.7,63.8,55.3,112.2,-48.3,-25.0,-29.1,-25.0,-258.8,-25.5
